3978,такоже,Df,такоже,112,,avv,birchbark,,const,domo,drac,,,,,,,lav,luk-koloc_subtitle_added,,,,,,,nov-sin,,,,peter,,,pvl-hyp,,,rusprav,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1522870018166
3979,гърьница,Nb,гърьніца,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3980,стегати,V-,стегаті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3981,епитимия,Nb,епітіміꙗ,9,,avv,,,,domo,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,pvl-hyp,,,,,sergrad,,,,,,,usp-sbor,,,,,1108372103202
3982,часть,Nb,часть,47,,avv,,,const,domo,,,,golitsyn,,,,lav,,,,,,,,nov-sin,novgorod-jaroslav,,,,,,pvl-hyp,,,rusprav,,sergrad,,,,stefan,,,usp-sbor,ust-vlad,,,,3446985990706
3983,жрѣбии,Nb,жрѣбіі,17,,avv,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,spi,stefan,,,usp-sbor,,,,zadon,18906448142338
3984,исусовъ,A-,ісусовъ,4,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589934626
3985,отъбити,V-,отъбіті,4,,avv,,,const,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,rusprav,,,,,,,,,,,,,,2149580818
3986,съблудити,V-,съблудіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3987,досадити,V-,досадіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3988,литургия,Nb,літургіꙗ,25,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,schism,sergrad,,,,,,,usp-sbor,,,,,1112396537858
3989,притворъ,Nb,прітворъ,19,,avv,,,const,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,,,,,,,,,8592039954
3990,панамарь,Nb,панамарь,38,,avv,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,schism,,,,,,,,,,,,,4297064450
3991,вышатати,V-,вьішататі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3992,пробои,Nb,пробоі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3993,розгоняти,V-,розгонꙗті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3994,разломати,V-,разломаті,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3995,кънягынинъ,A-,кънꙗгьінінъ,2,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8194
3996,узьникъ,Nb,узьнікъ,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3997,живати,V-,жіваті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
3998,деревьня,Nb,деревьнꙗ,29,,avv,,,,domo,,dux-grjaz,,golitsyn,,klem,,lav,,mikh,,,,,,,,,paz,peter,,pskov_subtitle_added,,,,,,,,,,,,,,,,,,184593058
3999,пакость,Nb,пакость,46,,avv,,,const,domo,,,,,,,,lav,,,,,nevsky-treaty,,,nov-sin,,,,,,,pvl-hyp,,riga-goth,rusprav,,sergrad,,,,,suz-lav,,usp-sbor,ust-vlad,,,,3585494753330
4000,поплакати,V-,поплакаті,2,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8194
4001,възрадовати,V-,възрадоваті,16,,avv,,,const,domo,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,,suz-lav,,usp-sbor,,,,,1382979477554
4002,величие,Nb,велічіе,10,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,pvl-hyp,,,,,,,,spi,,,,usp-sbor,,,,,1168499548162
4003,възвеселити,V-,възвеселіті,17,,avv,,,,domo,drac,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1520418431074
4004,поучити,V-,поучіті,16,,avv,,,,domo,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,usp-sbor,,,,,1245540524066
4005,неприязнь,Nb,непріꙗзнь,3,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,suz-lav,,,,,,,274877915138
4006,розвякати,V-,розвꙗкаті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4007,повѣсть,Nb,повѣсть,26,,avv,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,rusprav,,sergrad,,,spi,stefan,,,usp-sbor,,,,zadon,18908595625986
4008,давьно,A-,давьно,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4009,кабы,Df,кабьі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4010,евфимия,Ne,евфіміꙗ,4,,avv,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,,,,,,,suz-lav,,,,,,,274880004098
4011,хорошо,Df,хорошо,17,,avv,,,,domo,,,,golitsyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546
4012,начинати,V-,начінаті,23,,avv,,bur-alph,,domo,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,usp-sbor,,,,,1245540524074
4013,омьртвѣти,V-,омьртвѣті,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usp-sbor,,,,,1099511627778
4014,вьсепѣтыи,A-,вьсепѣтьіі,2,,avv,,,const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
4015,свободьныи,A-,свободьньіі,22,,avv,birchbark,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,riga-goth,rusprav,,,,,,,,,,,,,,3221225510
4016,заговорити,V-,заговоріті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4017,освободити,V-,освободіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4018,прокуда,Nb,прокуда,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4019,въвьсе,Df,въвьсе,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4020,страньныи,A-,страньньіі,22,,avv,,,,domo,drac,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,usp-sbor,,,,,1245540524130
4021,блазновато,Df,блазновато,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4022,пособити,V-,пособіті,10,,avv,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,peter,,,,,,,,,,,,stefan,,,usp-sbor,,,,,1236986241026
4023,кумыци,Nb,кумьіці,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4024,съблюсти,V-,съблюсті,25,,avv,,,,domo,,,gol-gol,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1520420528418
4025,съвьршеньство,Nb,съвьршеньство,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4026,възрастъ,Nb,възрастъ,21,,avv,,,const,domo,,,,,,,kur,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,usp-sbor,,,,,1245540528178
4027,хозяинъ,Nb,хозꙗінъ,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4028,благоугодьныи,A-,благоугодьньіі,4,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,,,,,,146028888066
4029,позавидѣти,V-,позавідѣті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4030,навести,V-,навесті,17,,avv,,,const,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,pskov_subtitle_added,,,,,,sergrad,,,spi,,suz-lav,,,,,,,352323641362
4031,елизаръ,Ne,елізаръ,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4032,противьныи,A-,протівьньіі,23,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,suz-lav,,usp-sbor,,varlaam,,,5772436054018
4033,простояти,V-,простоꙗті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4034,благохытрыи,A-,благохьітрьіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4035,лѣность,Nb,лѣность,11,,avv,,,,,drac,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,usp-sbor,,,,,1108101570626
4036,задрѣмати,V-,задрѣматі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4037,усънути,V-,усънуті,17,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,spi,stefan,suz-lav,,usp-sbor,,,,,1580547973122
4038,пробудити,V-,пробудіті,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4039,кадити,V-,кадіті,4,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589934626
4040,распустити,V-,распустіті,5,,avv,,,,,,,,,kiev-hyp,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,usp-sbor,,,,,1108101571586
4041,поклоньныи,A-,поклоньньіі,2,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4042,плачь,Nb,плачь,66,,avv,,,const,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,pskov_subtitle_added,pvl-hyp,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1520823181330
4043,постьлати,V-,постьлаті,3,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spi,,,,,,,,,68719476738
4044,блюдо,Nb,блюдо,8,,avv,,,,domo,,,,,,,,,,,mst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65570
4045,дрѣво,Nb,дрѣво,44,,avv,,,const,domo,,,,,,,,lav,luk-koloc_subtitle_added,,,,,,,nov-sin,,,,,,pskov_subtitle_added,,,,,,sergrad,,,spi,stefan,,,,,,,zadon,17807070748722
4046,мъноговѣтвьныи,A-,мъноговѣтвьньіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4047,повѣвати,V-,повѣваті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4048,пътичии,A-,пътічіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4049,давешьнии,A-,давешьніі,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4050,плакание,Nb,плаканіе,3,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,,,,,,146028888066
4051,папьрть,Nb,папьрть,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4052,испросити,V-,іспросіті,12,,avv,,,const,,,,,,kiev-hyp,,,lav,,,,,,,,nov-sin,,,,,,,pvl-hyp,,,,,,,,,stefan,suz-lav,,,,,,,412587402258
4053,исправити,V-,ісправіті,24,,avv,birchbark,,const,domo,,,,,,,,lav,,,,mstislav-col,,,,nov-sin,,ostromir-col,,peter,,,pvl-hyp,,riga-goth,,,sergrad,,smol-pol-lit,,,suz-lav,,usp-sbor,,,,,1418725564470
4054,благочиньныи,A-,благочіньньіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4055,прижити,V-,пріжіті,2,,avv,,,,,drac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
4056,услышати,V-,усльішаті,77,,avv,birchbark,,const,domo,drac,,,,,,,lav,,,,,,,,nov-sin,,,,,,pskov_subtitle_added,pvl-hyp,,riga-goth,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,vest-kur,,10317989945462
4057,замужемъ,A-,замужемъ,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4058,робятишьки,Nb,робꙗтішькі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4059,кокушька,Nb,кокушька,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4060,блекотати,V-,блекотаті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4061,запрѣщати,V-,запрѣщаті,5,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schism,sergrad,,,,stefan,,,usp-sbor,,,,,1249835483138
4062,вывезти,V-,вьівезті,3,,avv,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,,,,,,,,,,,,vest-kur,,8796095119362
4063,агафья,Ne,агафьꙗ,2,,avv,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,,,,,,,,,,,,,,2097154
4064,принашивати,V-,прінашіваті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4065,грыжьныи,A-,грьіжьньіі,3,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4066,скърбѣти,V-,скърбѣті,9,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,usp-sbor,,,,,1245540515874
4067,младеньчьство,Nb,младеньчьство,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4068,презвитерьскыи,A-,презвітерьскьіі,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589934594
4069,чувьство,Nb,чувьство,3,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589934626
4070,вытерети,V-,вьітереті,8,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4071,шульнятъка,Nb,шульнꙗтъка,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4072,миновати,V-,міноваті,7,,avv,,,const,,,,,golitsyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,stefan,,,usp-sbor,,,,,1236950581778
4073,исцѣляти,V-,ісцѣлꙗті,3,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8194
4074,человѣколюбие,Nb,человѣколюбіе,5,,avv,,bur-alph,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,suz-lav,,usp-sbor,,,,,1374389542922
4075,касати,V-,касаті,11,,avv,,bur-alph,,domo,,,,golitsyn,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589935146
4076,пуживати,V-,пужіваті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4077,глубокыи,A-,глубокьіі,4,,avv,,,,domo,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,stefan,,,,,,,,137438961698
4078,исповѣдывати,V-,ісповѣдьіваті,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4079,столикъ,Nb,столікъ,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4080,поскакывати,V-,поскакьіваті,3,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zadon,17592186044418
4081,устрашити,V-,устрашіті,9,,avv,,,const,domo,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,,suz-lav,,,,,,,283467849778
4082,мьртвьць,Nb,мьртвьць,12,,avv,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,rusprav,,,,,,stefan,,,,,,,,139588542466
4083,непогребеныи,A-,непогребеньіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4084,вьрхънии,A-,вьрхъніі,5,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4085,дъска,Nb,дъска,14,,avv,,,,domo,,,,,kiev-hyp,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,spi,,suz-lav,turch,,,,,,901945238562
4086,роскрыти,V-,роскрьіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4087,шевелити,V-,шевеліті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4088,стихарь,Nb,стіхарь,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4089,пощупати,V-,пощупаті,2,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8194
4090,ухыщрение,Nb,ухьіщреніе,2,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4091,облазнити,V-,облазніті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4092,служьба,Nb,служьба,55,,avv,,,,domo,drac,,gol-gol,,,,,lav,,mikh,,,,,,nov-sin,,,,,,,,,,,schism,sergrad,,,,,,,usp-sbor,,,,,1112398668130
4093,старопоставленыи,V-,старопоставленьіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4094,служити,V-,служіті,54,,avv,,,,domo,drac,,,,,,,lav,luk-koloc_subtitle_added,,,,,,,nov-sin,,,,,,,,,,,schism,sergrad,,,,,,,usp-sbor,,,,,1112398651490
4095,възлещи,V-,възлещі,7,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,usp-sbor,,,,,1099511635970
4096,умълкнути,V-,умълкнуті,5,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stefan,,,usp-sbor,,,,,1236950581250
4097,прискочити,V-,пріскочіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4098,пълкъ,Nb,пълкъ,152,,avv,,,const,,,,gol-gol,golitsyn,,klem,,lav,,mikh,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,spi,,suz-lav,,usp-sbor,,,,zadon,19043887131410
4099,щербатыи,A-,щербатьіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4100,сѣмо,Df,сѣмо,27,,avv,birchbark,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,,,,,1520420528134
4101,завьрнути,V-,завьрнуті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4102,назнаменовати,V-,назнаменоваті,2,,avv,,,const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
4103,исчезнути,V-,ісчезнуті,13,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,pvl-hyp,,,,,sergrad,,,,stefan,,,usp-sbor,,,,,1245808959490
4104,стонати,V-,стонаті,7,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,spi,,,,usp-sbor,,,,,1176821047298
4105,латина,Nb,латіна,4,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,pvl-hyp,,riga-goth,,,,,,,,suz-lav,,,,,,,276220084226
4106,латыньникъ,Nb,латьіньнікъ,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4107,приклякывати,V-,пріклꙗкьіваті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4108,латыньскыи,A-,латьіньскьіі,4,,avv,,bur-alph,,,drac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74
4109,прѣдъстояти,V-,прѣдъстоꙗті,10,,avv,,,,domo,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,stefan,,,usp-sbor,,,,,1245540524066
4110,утрудити,V-,утрудіті,7,,avv,,,const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stefan,,,,,,,,137438953490
4111,въстащити,V-,въстащіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4112,раслабѣти,V-,раслабѣті,17,,avv,,,,,,,,,,,,lav,luk-koloc_subtitle_added,,,,,,,,,,,,,,,,,,,,,,,,,,usp-sbor,,,,,1099511652354
4113,выложити,V-,вьіложіті,3,,avv,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,,,,,,,,,,,,,,2097154
4114,прѣпроводити,V-,прѣпроводіті,3,,avv,,,,domo,,,,golitsyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546
4115,немощьствовати,V-,немощьствоваті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4116,гудъкъ,Nb,гудъкъ,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4117,искра,Nb,іскра,3,,avv,,,,,,,,,,,,,,,,,,,,nov-sin,,,,,,,,,,,,,,,,,,,,,,,,2097154
4118,бльщати,V-,бльщаті,3,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,usp-sbor,,,,,1099511635970
4119,невещьствьньныи,A-,невещьствьньньіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4120,оздравѣти,V-,оздравѣті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4121,радость,Nb,радость,83,,avv,birchbark,,const,domo,drac,,,,,,,lav,,,,mstislav-col,,,,nov-sin,,,,,,,,,,,,sergrad,,,,stefan,suz-lav,,usp-sbor,ust-vlad,,,,3719443914870
4122,затопити,V-,затопіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4123,выкынути,V-,вьікьінуті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4124,хыжа,Nb,хьіжа,3,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589934594
4125,походити,V-,походіті,4,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,usp-sbor,,,,,1099511635970
4126,вышибити,V-,вьішібіті,2,,avv,,,const,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
4127,подъдыменье,Nb,подъдьіменье,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4128,опечалити,V-,опечаліті,4,,avv,,,const,,,,,,,,,,,,,,,,,,,,,peter,,,,,,,,,,,,,,,,,,,,33554450
4129,стихъ,Nb,стіхъ,3,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stefan,,,,,,,,137438953474
4130,умучити,V-,умучіті,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4131,съвалити,V-,съваліті,2,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4132,безумие,Nb,безуміе,8,,avv,birchbark,,,domo,,,,,,,,lav,,,,,,,,,,,,,,,,,,rusprav,,,,,,,,,,,,,,2147491878
4133,каковыи,Pi,каковьіі,12,,avv,,,,domo,,,gol-gol,,,klem,,,,mikh,,,,,,,,,,,,pskov_subtitle_added,,,,,schism,sergrad,,,,stefan,,,usp-sbor,,,,,1249969735970
4134,лѣпкыи,A-,лѣпкьіі,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4135,священие,Nb,свꙗщеніе,7,,avv,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,,sergrad,,,,,,,,,,,,8592039938
4136,агньць,Nb,агньць,13,,avv,,,,,,,,,,,,lav,,,,,,,,nov-sin,,,,,,,,,,,schism,sergrad,,,,,,,,,,,,12887007234
4137,получити,V-,получіті,22,,avv,,,const,domo,,,,golitsyn,,,kur,lav,,,,,,,,,,,,peter,,,,,,,,sergrad,shch,,,stefan,,,usp-sbor,,,,,1262753952306
4138,опасьно,Df,опасьно,2,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4139,расъмотрѣние,Nb,расъмотрѣніе,4,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,peter,,,,,,,,,,,,,suz-lav,,,,,,,274911469570
4140,гонение,Nb,гоненіе,2,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,,,,,,8589934594
4141,служение,Nb,служеніе,5,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,,,,,,,,usp-sbor,,,,,1099511635970
4142,запасьныи,A-,запасьньіі,6,,avv,,,,domo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
4143,исповѣдѣти,V-,ісповѣдѣті,5,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,usp-sbor,,,,,1108101570562
4144,утрьнии,A-,утрьніі,15,,avv,,,,,,,,,,,,lav,,,,,,,,,,,,,,,,,,,,sergrad,,,,,,,usp-sbor,,,,,1108101570562
4145,коробъчька,Nb,коробъчька,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4146,платочекъ,Nb,платочекъ,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4147,свѣчька,Nb,свѣчька,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4148,лъжьчька,Nb,лъжьчька,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4149,водица,Nb,водіца,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
4150,коробъка,Nb,коробъка,1,,avv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
