мꙑ,Pp,1p---qn--i,,167
вѣровахомъ,V-,1paia----i,,968
ꙇ,C-,---------n,,13
познахомъ,V-,1paia----i,,894
ѣко,G-,---------n,,115
тꙑ,Pp,2s---qn--i,,304
еси,V-,2spia----i,,18
х҃ъ,Ne,-s---mn--i,,305
с҃нъ,Nb,-s---mn--i,,341
б҃а,Nb,-s---mg--i,,34
живаго,A-,-s---mgpwi,,1507
отъвѣшта,V-,3saia----i,,271
ꙇмъ,Pp,3p---md--i,,64
и҃с,Ne,-s---mn--i,,343
не,Df,---------n,,8
азъ,Pp,1s---qn--i,,440
ли,Du,---------n,,752
васъ,Pp,2p---qg--i,,266
дъва,Ma,-d---ma--i,,230
на,R-,---------n,,117
десѧте,Ma,-s---pl--i,,1072
ꙇзбърахъ,V-,1saia----i,,1382
ꙇ,C-,---------n,,13
отъ,R-,---------n,,80
васъ,Pp,2p---qg--i,,266
единъ,Ma,-s---mn--i,,243
диѣволъ,Nb,-s---mn--i,,1365
естъ,V-,3spia----i,,18
Г҃лааше,V-,3siia----i,,102
ꙇюдѫ,Ne,-s---ma--i,,1113
симонова,A-,-s---ogpsi,,2075
ꙇскариота,Ne,-s---mg--i,,2999
сь,Pd,-s---mn--i,,47
бо,Df,---------n,,94
хотѣаше,V-,3siia----i,,301
прѣдати,V-,--pna----i,,679
і,C-,3s---ma--i,,13
единъ,Ma,-s---mn--i,,243
сꙑ,V-,-sppamn-si,,18
отъ,R-,---------n,,80
обою,Ma,-d---mg--i,,1102
на,R-,---------n,,117
десѧте,Ma,-s---pl--i,,1072
ꙇ,C-,---------n,,13
хождааше,V-,3siia----i,,1036
съ,R-,---------n,,92
н҄ими,Pp,3p---mi--i,,64
ꙇ҃с,Ne,-s---mn--i,,343
въ,R-,---------n,,111
галилеи,Ne,-s---fl--i,,1542
не,Df,---------n,,8
хотѣаше,V-,3siia----i,,301
бо,Df,---------n,,94
въ,R-,---------n,,111
ꙇюдѣи,Nb,-p---mn--i,,2043
ходити,V-,--pna----i,,1036
ѣко,G-,---------n,,115
ꙇскаахѫ,V-,3piia----i,,114
его,Pp,3s---mg--i,,64
ꙇюдеі,Nb,-p---mn--i,,2043
оубити,V-,--pna----i,,1144
бѣ,V-,3siia----i,,18
же,Df,---------n,,20
близъ,R-,---------n,,581
праздьникъ,Nb,-s---mn--i,,1901
ꙇюдеꙇскъ,A-,-s---mnpsi,,1587
скинопигиѣ,Nb,-s---fn--i,,3135
рѣшѧ,V-,3paia----i,,106
же,Df,---------n,,20
къ,R-,---------n,,59
н҄емоу,Pp,3s---md--i,,64
братриѣ,Nb,-s---fn--i,,290
его,Pp,3s---mg--i,,64
прѣꙇди,V-,2spma----i,,1027
отъсѫдоу,Df,---------n,,1538
ꙇ,C-,---------n,,13
иди,V-,2spma----i,,671
въ,R-,---------n,,111
ꙇюдеѩ,Ne,-s---fg--i,,1840
до,R-,---------n,,187
ꙇ,C-,---------n,,13
оученици,Nb,-p---mn--i,,359
твоі,Ps,2p---mn--i,,307
видѧтъ,V-,3ppia----i,,479
дѣла,Nb,-p---na--i,,470
твоѣ,Ps,2p---na--i,,307
ѣже,Pr,-p---na--i,,96
твориши,V-,2spia----i,,637
никътоже,Px,-s---qn--i,,940
бо,Df,---------n,,94
въ,R-,---------n,,111
таꙇнѣ,Nb,-s---fl--i,,769
ничесоже,Px,-s---ng--i,,657
творитъ,V-,3spia----i,,637
ꙇ,C-,---------n,,13
иштетъ,V-,3spia----i,,114
самъ,Pd,-s---mn--i,,567
ѣвѣ,Df,---------n,,770
бꙑти,V-,--pna----i,,18
аште,G-,---------n,,248
си,Pd,-p---na--i,,47
всѣ,Px,-p---na--i,,54
твориши,V-,2spia----i,,637
ѣви,V-,2spma----i,,358
сѧ,Pk,3s---qa--i,,21
вьсемоу,Px,-s---od--i,,54
мироу,Nb,-s---md--i,,284
ни,C-,---------n,,157
братиѣ,Nb,-s---fn--i,,290
бо,Df,---------n,,94
вѣровахѫ,V-,3piia----i,,968
вь,R-,---------n,,111
н҄его,Pp,3s---mg--i,,64
г҃ла,V-,3saia----i,,102
же,Df,---------n,,20
ꙇмъ,Pp,3p---md--i,,64
и҃с,Ne,-s---mn--i,,343
врѣмѧ,Nb,-s---nn--i,,268
мое,Ps,1s---nn--i,,447
не,Df,---------n,,8
оу,Df,---------n,,1455
приде,V-,3saia----i,,221
а,C-,---------n,,85
врѣмѧ,Nb,-s---nn--i,,268
ваше,Ps,2s---nn--i,,723
вьсегда,Df,---------n,,1908
готово,A-,-s---nnpsi,,1720
естъ,V-,3spia----i,,18
не,Df,---------n,,8
можетъ,V-,3spia----i,,31
миръ,Nb,-s---mn--i,,284
ненавидѣти,V-,--pna----i,,744
васъ,Pp,2p---qg--i,,266
мене,Pp,1s---qg--i,,440
же,Df,---------n,,20
ненавидитъ,V-,3spia----i,,744
ѣко,G-,---------n,,115
азъ,Pp,1s---qn--i,,440
съвѣдѣтел҄ьствоуѭ,V-,1spia----i,,1810
о,R-,---------n,,1
н҄емь,Pp,3s---ml--i,,64
ѣко,G-,---------n,,115
дѣла,Nb,-p---nn--i,,470
его,Pp,3s---mg--i,,64
зъла,A-,-p---nnpsi,,522
сѫтъ,V-,3ppia----i,,18
вꙑ,Pp,2p---qn--i,,266
вьзидѣте,V-,2ppma----i,,1316
въ,R-,---------n,,111
праздьникось,Nb,-s---mn--i,,1901
Азъ,Pp,1s---mn--i,,440
не,Df,---------n,,8
вьзидѫ,V-,1spia----i,,1316
въ,R-,---------n,,111
праздьникъ,Nb,-s---ma--i,,1901
сь,Pd,-s---ma--i,,47
ѣко,G-,---------n,,115
врѣмѧ,Nb,-s---na--i,,268
мое,Ps,1s---na--i,,447
не,Df,---------n,,8
ꙇсплъни,V-,3saia----i,,1383
сѧ,Pk,3s---qa--i,,21
си,Pd,-p---na--i,,47
рекъ,V-,-supamn-si,,106
самъ,Pd,-s---mn--i,,567
оста,V-,3saia----i,,1451
въ,R-,---------n,,111
галилеі,Ne,-s---fl--i,,1542
егда,Dq,---------n,,300
же,Df,---------n,,20
вьзидѫ,V-,3paia----i,,1316
братриѣ,Nb,-s---fn--i,,290
его,Pp,3s---mg--i,,64
въ,R-,---------n,,111
праздьникъ,Nb,-s---ma--i,,1901
тогда,Df,---------n,,673
ꙇ,C-,---------n,,13
самъ,Pd,-s---mn--i,,567
вьзиде,V-,3saia----i,,1316
не,Df,---------n,,8
ѣвѣ,Df,---------n,,770
нъ,C-,---------n,,11
ако,G-,---------n,,115
таі,Df,---------n,,3136
ꙇюдеі,Nb,-p---mn--i,,2043
же,Df,---------n,,20
его,Pp,3s---mg--i,,64
ꙇскахѫ,V-,3piia----i,,114
въ,R-,---------n,,111
праздьникъ,Nb,-s---ma--i,,1901
ꙇ,C-,---------n,,13
г҃лахѫ,V-,3piia----i,,102
къде,Du,---------n,,993
естъ,V-,3spia----i,,18
онъ,Pd,-s---mn--i,,83
ꙇ,C-,---------n,,13
ръпътъ,V-,-p---mg--i,,1629
мъногъ,A-,-p---qgpsi,,49
бѣ,V-,3siia----i,,18
о,R-,---------n,,1
н҄емь,Pp,3s---ml--i,,64
въ,R-,---------n,,111
народѣхъ,Nb,-p---ml--i,,627
ови,Pd,-p---mn--i,,76
г҃лахѫ,V-,3piia----i,,102
ѣко,G-,---------n,,115
благъ,A-,-s---mnpsi,,363
естъ,V-,3spia----i,,18
ꙇни,Px,-p---mn--i,,259
же,Df,---------n,,20
г҃лахѫ,V-,3piia----i,,102
ни,C-,---------n,,157
нъ,C-,---------n,,11
льститъ,V-,3spia----i,,3138
народꙑ,Nb,-p---ma--i,,627
никотерꙑ же,Px,-s---mn--i,,2609
оубо,Df,---------n,,6
ѣвѣ,Df,---------n,,770
г҃лаше,V-,3siia----i,,102
о,R-,---------n,,1
н҄емь,Pp,3s---ml--i,,64
страха,Nb,-s---mg--i,,1429
ради,R-,---------n,,560
ꙇюдеꙇска,A-,-s---mgpsi,,1587
Абие,Df,---------n,,938
же,Df,---------n,,20
въ,R-,---------n,,111
прѣполовл҄ение,Nb,-s---na--i,,3139
праздьника,Nb,-s---mg--i,,1901
вьзиде,V-,3saia----i,,1316
и҃с,Ne,-s---mn--i,,343
въ,R-,---------n,,111
цръкъве,Nb,-s---fl--i,,38
ꙇ,C-,---------n,,13
оучааше,V-,3siia----i,,103
ꙇ,C-,---------n,,13
дивл҄ѣахѫ,V-,3piia----i,,926
сѧ,Pk,3s---qa--i,,21
ꙇюдеи,Nb,-p---mn--i,,2043
г҃л҄ѭште,V-,-pppamn-si,,102
како,Du,---------n,,30
сь,Pd,-s---mn--i,,47
кън҄игꙑ,Nb,-p---fa--i,,10
оумѣетъ,V-,3spia----i,,874
не,Df,---------n,,8
оучь,V-,-supamn-si,,103
сѧ,Pk,3s---qa--i,,21
отъвѣшта,V-,3saia----i,,271
же,Df,---------n,,20
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
ꙇмъ,Pp,3p---md--i,,64
мое,Ps,1s---nn--i,,447
оучение,Nb,-s---nn--i,,112
нѣстъ,V-,3spia----i,,176
мое,Ps,1s---nn--i,,447
нъ,C-,---------n,,11
посълавъшаего,V-,-supamg-wi,,63
мѧ,Pp,1s---qa--i,,440
аште,G-,---------n,,248
къто,Px,-s---qn--i,,250
хоштетъ,V-,3spia----i,,301
вол҄ѭ,Nb,-s---fa--i,,505
его,Pp,3s---mg--i,,64
творити,V-,--pna----i,,637
разоумѣетъ,V-,3spia----i,,1260
о,R-,---------n,,1
оучени,Nb,-s---nl--i,,112
кое,Pi,-s---nn--i,,267
отъ,R-,---------n,,80
б҃а,Nb,-s---mg--i,,34
естъ,V-,3spia----i,,18
ли,Du,---------n,,752
азъ,Pp,1s---qn--i,,440
себѣ,Pk,3s---ql--i,,21
г҃л҄ѭ,V-,1spia----i,,102
г҃лѧи,V-,-sppamn-wi,,102
о,R-,---------n,,1
себѣ,Pk,3s---ql--i,,21
славꙑ,Nb,-s---fg--i,,291
своеѩ,Pt,3s---fg--i,,217
ꙇштетъ,V-,3spia----i,,114
а,C-,---------n,,85
ꙇштѧі,V-,-sppamn-wi,,114
славꙑ,Nb,-s---fg--i,,291
посълавъшаего,V-,-supamg-wi,,63
і,C-,3s---ma--i,,13
сь,Pd,-s---mn--i,,47
ꙇстиненъ,A-,-s---mnpsi,,72
естъ,V-,3spia----i,,18
ꙇ,C-,---------n,,13
нѣстъ,V-,3spia----i,,176
неправъдꙑ,Nb,-s---fg--i,,2846
вь,R-,---------n,,111
н҄емь,Pp,3s---ml--i,,64
не,Df,---------n,,8
моси,Ne,-s---mn--i,,945
ли,Du,---------n,,752
дастъ,V-,3saia----i,,116
вамъ,Pp,2p---qd--i,,266
законъ,Nb,-s---ma--i,,197
ꙇ,C-,---------n,,13
никътозе,V-,3saia----i,,0
отъ,R-,---------n,,80
васъ,Pp,2p---qg--i,,266
творитъ,V-,3spia----i,,637
закона,Nb,-s---mg--i,,197
Чьто,Pi,-s---na--i,,134
мене,Pp,1s---qg--i,,440
ꙇштете,V-,2ppia----i,,114
оубити,V-,--pna----i,,1144
отъвѣшта,V-,3saia----i,,271
народъ,Nb,-s---mn--i,,627
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
бѣсъ,Nb,-s---mn--i,,904
ли,Du,---------n,,752
ꙇмаши,V-,2spia----i,,9
къто,Pi,-s---qn--i,,265
тебе,Pp,2s---qg--i,,304
ꙇштетъ,V-,3spia----i,,114
оубити,V-,--pna----i,,1144
отъвѣшта,V-,3saia----i,,271
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
рече,V-,3saia----i,,106
ꙇмъ,Pp,3p---md--i,,64
едино,Ma,-s---na--i,,243
дѣло,Nb,-s---na--i,,470
сътворихъ,V-,1saia----i,,73
ꙇ,C-,---------n,,13
вьси,Px,-p---mn--i,,54
дивите,V-,2ppia----i,,926
сѧ,Pk,3s---qa--i,,21
сего,Pd,-s---ng--i,,47
ради,R-,---------n,,560
дастъ,V-,3spia----i,,116
вамъ,Pp,2p---qd--i,,266
моси,Ne,-s---mn--i,,945
обрѣзание,Nb,-s---na--i,,3140
не,Df,---------n,,8
ѣко,G-,---------n,,115
отъ,R-,---------n,,80
мосѣа,Ne,-s---mg--i,,945
естъ,V-,3spia----i,,18
нъ,C-,---------n,,11
отъ,R-,---------n,,80
о҃ць,Nb,-s---mn--i,,306
ꙇ,C-,---------n,,13
въ,R-,---------n,,111
сѫботѫ,Nb,-s---fa--i,,1249
обрѣзаете,V-,2ppia----i,,2459
ч҃ка,Nb,-s---mg--i,,211
Аште,G-,---------n,,248
обрѣзание,Nb,-s---na--i,,3140
приемл҄етъ,V-,3spia----i,,589
ч҃къ,Nb,-s---mn--i,,211
въ,R-,---------n,,111
сѫботѫ,Nb,-s---fa--i,,1249
да,G-,---------n,,366
не,Df,---------n,,8
разоритъ,V-,3spia----i,,1444
сѧ,Pk,3s---qa--i,,21
законъ,Nb,-s---mn--i,,197
мосѣовъ,A-,-s---mnpsi,,1758
на,R-,---------n,,117
мѧ,Pp,1s---qa--i,,440
ли,Du,---------n,,752
гнѣваете,V-,2ppia----i,,2179
сѧ,Pk,3s---qa--i,,21
ѣко,G-,---------n,,115
вьсего,Px,-s---og--i,,54
ч҃ка,Nb,-s---mg--i,,211
съдрава,A-,-s---ogpsi,,970
сътворихъ,V-,1saia----i,,73
въ,R-,---------n,,111
сѫботѫ,Nb,-s---fa--i,,1249
не,Df,---------n,,8
сѫдите,V-,2ppia----i,,849
на,R-,---------n,,117
лица,Nb,-s---ng--i,,793
нъ,C-,---------n,,11
правьдьнꙑ,A-,-s---mapwi,,71
сѫдъ,Nb,-s---ma--i,,730
сѫдите,V-,2ppma----i,,849
г҃лахѫ,V-,3piia----i,,102
же,Df,---------n,,20
етериі,Px,-p---mn--i,,1287
отъ,R-,---------n,,80
ꙇ҃илмлѣнъ,Nb,-p---mg--i,,0
не,Df,---------n,,8
сь,Pd,-s---mn--i,,47
ли,Du,---------n,,752
естъ,V-,3spia----i,,18
егоже,Pr,-s---mg--i,,96
ꙇштѫтъ,V-,3ppia----i,,114
оубити,V-,--pna----i,,1144
ꙇ,C-,---------n,,13
се,Pd,-s---na--i,,47
не,Df,---------n,,8
обиноуѩ,V-,-sppamn-si,,2245
сѧ,Pk,3s---qa--i,,21
г҃летъ,V-,3spia----i,,102
ꙇ,C-,---------n,,13
ничесоже,Px,-s---ng--i,,657
емоу,Pp,3s---md--i,,64
не,Df,---------n,,8
г҃лѭтъ,V-,3ppia----i,,102
еда,Du,---------n,,869
како,Du,---------n,,30
разоумѣшѧ,V-,3paia----i,,1260
кънѧзи,Nb,-p---mn--i,,277
ѣко,G-,---------n,,115
сь,Pd,-s---mn--i,,47
естъ,V-,3spia----i,,18
х҃ъ,Ne,-s---mn--i,,305
нъ,C-,---------n,,11
сего,Pd,-s---ng--i,,47
вѣмъ,V-,1ppia----i,,138
отъкѫдоу,Du,---------n,,1348
сь,Pd,-s---mn--i,,47
естъ,V-,3spia----i,,18
а,C-,---------n,,85
х҃ъ,Ne,-s---mn--i,,305
егда,Dq,---------n,,300
придетъ,V-,3spia----i,,221
Никътоже,Px,-s---pn--i,,940
не,Df,---------n,,8
вѣстъ,V-,3spia----i,,138
отъкѫдоу,Du,---------n,,1348
естъ,V-,3spia----i,,18
възъва,V-,3saia----i,,2070
же,Df,---------n,,20
въ,R-,---------n,,111
цръкъве,Nb,-s---fl--i,,38
оучѧ,V-,-sppamn-si,,103
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
г҃лѧ,V-,-sppamn-si,,102
ꙇ,C-,---------n,,13
мене,Pp,1s---qg--i,,440
вѣсте,V-,2ppia----i,,138
ꙇ,C-,---------n,,13
вѣсте,V-,2ppia----i,,138
отъ,R-,---------n,,80
кѫдоу,Du,---------n,,2641
есмь,V-,1spia----i,,18
ꙇ,C-,---------n,,13
о,R-,---------n,,1
себѣ,Pk,3s---ql--i,,21
не,Df,---------n,,8
придъ,V-,1saia----i,,221
нъ,C-,---------n,,11
естъ,V-,3spia----i,,18
ꙇстиньнъ,A-,-s---mnpsi,,72
посълавꙑ,V-,-supamn-wi,,63
мѧ,Pp,1s---qa--i,,440
егоже,Pr,-s---mg--i,,96
вꙑ,Pp,2p---qn--i,,266
не,Df,---------n,,8
вѣсте,V-,2ppia----i,,138
азъ,Pp,1s---qn--i,,440
и,C-,3s---ma--i,,13
вѣмь,V-,1spia----i,,138
ко,R-,---------n,,59
отъ,R-,---------n,,80
н҄его,Pp,3s---mg--i,,64
есмь,V-,1spia----i,,18
ꙇ,C-,---------n,,13
тъ,Pd,-s---mn--i,,105
мѧ,Pp,1s---qa--i,,440
посъла,V-,3saia----i,,63
ꙇскахѫ,V-,3piia----i,,114
же,Df,---------n,,20
ѩти,V-,--pna----i,,1080
і,C-,---------n,,13
ꙇ,C-,---------n,,13
никътоже,Px,-s---pn--i,,940
не,Df,---------n,,8
възложи,V-,3saia----i,,1069
рѫкꙑ,Nb,-p---fa--i,,414
на,R-,---------n,,117
н҄ь,Pp,3s---ma--i,,64
ѣко,G-,---------n,,115
не,Df,---------n,,8
ю,Df,---------n,,1455
бѣ,V-,3siia----i,,18
пришьлъ,V-,-sspamn-si,,221
годъ,Nb,-s---ma--i,,2416
его,Pp,3s---ng--i,,64
Ѡтъ,R-,---------n,,80
народа,Nb,-s---mg--i,,627
же,Df,---------n,,20
мнози,A-,-p---mnpsi,,49
вѣровашѧ,V-,3paia----i,,968
въ,R-,---------n,,111
нь,Pp,3s---ma--i,,64
ꙇ,C-,---------n,,13
г҃лахѫ,V-,3piia----i,,102
ѣко,G-,---------n,,115
х҃ъ,Ne,-s---mn--i,,305
егда,Dq,---------n,,300
придетъ,V-,3spia----i,,221
еда,Du,---------n,,869
больша,A-,-p---nacsi,,820
знамениѣ,Nb,-p---na--i,,1288
сътворитъ,V-,3spia----i,,73
ѣже,Pr,-p---na--i,,96
естъ,V-,3spia----i,,18
сътворилъ,V-,-sspamn-si,,73
слꙑшашѧ,V-,3paia----i,,689
же,Df,---------n,,20
фарисѣі,Nb,-p---mn--i,,929
народъ,Nb,-s---ma--i,,627
ръпъштѫшть,V-,-sppama-si,,1629
о,R-,---------n,,1
н҄емь,Pp,3s---ml--i,,64
се,Pd,---------n,,47
Ꙇ,C-,---------n,,13
посълашѧ,V-,3paia----i,,63
архиереі,Nb,-p---mn--i,,943
слоугꙑ,Nb,-p---mn--i,,681
да,G-,---------n,,366
ꙇмѫтъ,V-,3ppia----i,,9
і,C-,---------n,,13
Рече,V-,3saia----i,,106
же,Df,---------n,,20
и҃с,Ne,-s---mn--i,,343
еште,Df,---------n,,253
мало,Df,-s---napsi,,887
врѣмѧ,Nb,-s---na--i,,268
съ,R-,---------n,,92
вами,Pp,2p---qi--i,,266
есмь,V-,1spia----i,,18
ꙇ,C-,---------n,,13
идѫ,V-,1spia----i,,671
къ,R-,---------n,,59
посълавъшюемоу,V-,-s---mdpwi,,63
мѧ,Pp,1s---qa--i,,440
Поꙇштете,V-,2ppia----i,,3142
мене,Pp,1s---qg--i,,440
ꙇ,C-,---------n,,13
не,Df,---------n,,8
обрѧштете,V-,2ppia----i,,225
ꙇдеже,Dq,---------n,,798
есмь,V-,1spia----i,,18
азъ,Pp,1s---qn--i,,440
вꙑ,Pp,2p---qn--i,,266
не,Df,---------n,,8
можете,V-,2ppia----i,,31
прити,V-,--pna----i,,221
рѣшѧ,V-,3paia----i,,106
же,Df,---------n,,20
ꙇюдеі,Nb,-p---mn--i,,2043
къ,R-,---------n,,59
себѣ,Pk,3s---qd--i,,21
сами,Pd,-p---mn--i,,567
камо,Du,---------n,,3088
хоштетъ,V-,3spia----i,,301
ꙇти,V-,--pna----i,,671
ꙇ,C-,---------n,,13
оучити,V-,--pna----i,,103
елинꙑ,Nb,-p---ma--i,,212
Чьто,Pi,-s---nn--i,,134
естъ,V-,3spia----i,,18
слово,Nb,-s---nn--i,,520
се,Pd,-s---nn--i,,47
еже,Pr,-s---nn--i,,96
рече,V-,3saia----i,,106
вьзиштете,V-,2ppia----i,,1564
мене,Pp,1s---qg--i,,440
ꙇ,C-,---------n,,13
не,Df,---------n,,8
обрѧштете,V-,2ppia----i,,225
ꙇ,C-,---------n,,13
идеже,Dq,---------n,,798
есмь,V-,1spia----i,,18
азъ,Pp,1s---qn--i,,440
вꙑ,Pp,2p---qn--i,,266
не,Df,---------n,,8
можете,V-,2ppia----i,,31
прити,V-,--pna----i,,221
въ,R-,---------n,,111
послѣдьни,A-,-s---mapti,,687
же,Df,---------n,,20
дьнь,Nb,-s---ma--i,,523
великꙑ,A-,-s---mapwi,,122
праздьникъ,Nb,-s---ma--i,,1901
стоѣаше,V-,3siia----i,,774
и҃с,Ne,-s---mn--i,,343
ꙇ,C-,---------n,,13
зъваше,V-,3siia----i,,1084
г҃лѧ,V-,-sppamn-si,,102
аште,G-,---------n,,248
къто,Pi,-s---qn--i,,265
жѧждетъ,V-,3spia----i,,587
да,G-,---------n,,366
придетъ,V-,3spia----i,,221
къ,R-,---------n,,59
мьнѣ,Pp,1s---ql--i,,440
ꙇ,C-,---------n,,13
пиетъ,V-,3spia----i,,365
ꙇ,C-,---------n,,13
вѣроуѩі,V-,-sppamn-wi,,968
въ,R-,---------n,,111
мѧ,Pp,1s---qa--i,,440
ѣкоже,Dq,---------n,,88
кън҄игꙑ,Nb,-p---fn--i,,10
рѣшѧ,V-,3paia----i,,106
рѣкꙑ,Nb,-p---fn--i,,915
отъ,R-,---------n,,80
чрѣва,Nb,-s---ng--i,,1291
его,Pp,3s---mg--i,,64
ꙇстекѫтъ,V-,3ppia----i,,3144
водꙑ,Nb,-p---fn--i,,355
живꙑ,A-,-sppamn-wi,,1507
се,Pd,-s---na--i,,47
же,Df,---------n,,20
рече,V-,3saia----i,,106
о,R-,---------n,,1
д҃сѣ,Nb,-s---ml--i,,443
ꙇже,Pr,-s---ma--i,,96
хотѣхѫ,V-,3piia----i,,301
приемати,V-,--pna----i,,0
вѣроуѭштеі,V-,-pppamn-wi,,968
вь,R-,---------n,,111
н҄его,Pp,3s---mg--i,,64
не,Df,---------n,,8
ю,Df,3s---fa--i,,1455
бо,Df,---------n,,94
бѣ,V-,3siia----i,,18
д҃хъ,Nb,-s---mn--i,,443
с҃тꙑ,A-,-s---mnpwi,,65
данъ,V-,-suppmn-si,,116
ѣко,G-,---------n,,115
и҃с,Ne,-s---mn--i,,343
не,Df,---------n,,8
ю,Df,---------n,,1455
бѣ,V-,3siia----i,,18
прославл҄енъ,V-,-suppmn-si,,392
Мнози,A-,-p---mnpsi,,49
же,Df,---------n,,20
отъ,R-,---------n,,80
народа,Nb,-s---mg--i,,627
слꙑшавъше,V-,-pupamn-si,,689
словеса,Nb,-p---na--i,,520
си,Pd,-p---na--i,,47
г҃лахѫ,V-,3piia----i,,102
сь,Pd,-s---mn--i,,47
естъ,V-,3spia----i,,18
въ,R-,---------n,,111
ꙇстинѫ,Nb,-s---fa--i,,385
пророкъ,Nb,-p---mg--i,,878
Дроузи,Nb,-p---mn--i,,754
же,Df,---------n,,20
г҃лахѫ,V-,3piia----i,,102
сь,Pd,-s---mn--i,,47
естъ,V-,3spia----i,,18
х҃ъ,Ne,-s---mn--i,,305
ови,Pd,-p---mn--i,,76
же,Df,---------n,,20
г҃лахѫ,V-,3piia----i,,102
еда,Du,---------n,,869
отъ,R-,---------n,,80
галилеѩ,Ne,-s---fg--i,,1542
х҃ъ,Ne,-s---mn--i,,305
придетъ,V-,3spia----i,,221
не,Df,---------n,,8
кънигꙑ,Nb,-p---fn--i,,10
ли,Du,---------n,,752
рѣшѧ,V-,3paia----i,,106
ѣко,G-,---------n,,115
отъ,R-,---------n,,80
сѣмене,Nb,-s---ng--i,,1342
д҃ава,A-,-s---ngpsi,,1085
ꙇ,C-,---------n,,13
отъ,R-,---------n,,80
витьлеомьскаго,A-,-s---mgpwi,,0
градьца,Nb,-s---mn--i,,1415
ꙇдеже,Dq,---------n,,798
бѣ,V-,3siia----i,,18
д҃адъ,Ne,-s---mn--i,,1250
придетъ,V-,3spia----i,,221
х҃ъ,Ne,-s---mn--i,,305
Распьрѣ,Nb,-s---fn--i,,3145
же,Df,---------n,,20
бꙑс,V-,3saia----i,,18
въ,R-,---------n,,111
народѣ,Nb,-s---ml--i,,627
его,Pp,3s---mg--i,,64
ради,R-,---------n,,560
Етеріи,Px,-p---mn--i,,1287
же,Df,---------n,,20
отъ,R-,---------n,,80
н҄ихъ,Pp,3p---mg--i,,64
хотѣахѫ,V-,3piia----i,,301
ѩти,V-,-puppmn-si,,1080
і,C-,---------n,,13
нъ,C-,---------n,,11
никътоже,Px,-s---qn--i,,940
не,Df,---------n,,8
възложи,V-,3spma----i,,1069
на,R-,---------n,,117
н҄ь,Pp,3s---ma--i,,64
рѫкоу,Nb,-d---fg--i,,414
Придѫ,V-,3paia----i,,221
же,Df,---------n,,20
слоугꙑ,Nb,-p---mn--i,,681
къ,R-,---------n,,59
архиереомъ,Nb,-p---md--i,,943
ꙇ,C-,---------n,,13
фарисеомъ,Nb,-p---md--i,,929
Ꙇ,C-,---------n,,13
рѣшѧ,V-,3paia----i,,106
ꙇмъ,Pp,3p---md--i,,64
ти,Pp,-p---mn--i,,304
по,R-,---------n,,77
чьто,Pi,-s---na--i,,134
не,Df,---------n,,8
привѣсте,V-,3daia----i,,607
его,Pp,3s---mg--i,,64
отъвѣшташѧ,V-,3paia----i,,271
слоугꙑ,Nb,-p---mn--i,,681
николиже,Df,---------n,,906
тако,Df,---------n,,48
естъ,V-,3spia----i,,18
г҃лъ,Nb,-s---mn--i,,468
ч҃къ,Nb,-s---mn--i,,211
ѣко,G-,---------n,,115
сь,Pd,-s---mn--i,,47
ч҃къ,Nb,-s---mn--i,,211
отъвѣшташѧ,V-,3paia----i,,271
ꙇмъ,Pp,3p---md--i,,64
фарисѣі,Nb,-p---mn--i,,929
нъ,C-,---------n,,11
народо,Nb,-s---mn--i,,627
сь,Pd,-s---mn--i,,47
ꙇже,Pr,-s---mn--i,,96
не,Df,---------n,,8
вѣстъ,V-,3spia----i,,138
закона,Nb,-s---mg--i,,197
проклѧти,V-,-puppmn-si,,1894
сѫтъ,V-,3ppia----i,,18
г҃ла,V-,3saia----i,,102
никодимъ,Ne,-s---mn--i,,3086
къ,R-,---------n,,59
н҄имъ,Pp,3p---md--i,,64
пришедꙑ,V-,-supamn-wi,,221
къ,R-,---------n,,59
н҄емоу,Pp,3s---md--i,,64
ноштиѭ,Nb,-s---fi--i,,1293
единъ,Ma,-s---mn--i,,243
сꙑ,V-,-sppamn-si,,18
отъ,R-,---------n,,80
н҄ихъ,Pp,3p---ml--i,,64
еда,Du,---------n,,869
законъ,Nb,-s---mn--i,,197
нашь,Ps,1s---mn--i,,338
сѫдитъ,V-,3spia----i,,849
ч҃коу,Nb,-s---md--i,,211
аште,G-,---------n,,248
не,Df,---------n,,8
слꙑшитъ,V-,3spia----i,,689
отъ,R-,---------n,,80
н҄его,Pp,3s---mg--i,,64
прѣжде,Df,---------n,,5
ꙇ,C-,---------n,,13
разоумѣѭтъ,V-,3ppia----i,,1260
чьто,Pi,-s---na--i,,134
творитъ,V-,3spia----i,,637
отъвѣшташѧ,V-,3paia----i,,271
ꙇ,C-,---------n,,13
рѣшѧ,V-,3paia----i,,106
емоу,Pp,3s---md--i,,64
еда,Du,---------n,,869
тꙑ,Pp,2s---mn--i,,304
отъ,R-,---------n,,80
галилеѩ,Ne,-s---fg--i,,1542
еси,V-,2spia----i,,18
ꙇспꙑтаи,V-,2spma----i,,1130
і,C-,---------n,,13
ꙇ,C-,---------n,,13
виждь,V-,2spma----i,,479
