сапогоу,Nb,сапогоу
селіко,Pd,селико
рече,V-,рече
же,Df,же
іс,Ne,и҃с
сътворіте,V-,сътворите
чкъі,Nb,ч҃кꙑ
вьзлешті,V-,вьзлешти
бѣ,V-,бѣ
же,Df,же
трѣва,Nb,трѣва
многа,A-,многа
на,R-,на
мѣстѣ,Nb,мѣстѣ
вьзлеже,V-,вьзлеже
оубо,Df,оубо
мѫжь,Nb,мѫжь
чісломь,Nb,числомь
ѣко,Df,ѣко
пѧть,Ma,пѧть
тъісѫшть,Ma,тꙑсѫшть
пріѧтъ,V-,приѩтъ
же,Df,же
хлѣбъі,Nb,хлѣбꙑ
іс,Ne,и҃с
і,C-,ꙇ
хвалѫ,Nb,хвалѫ
въздавъ,V-,въздавъ
подастъ,V-,подастъ
оученікомъ,Nb,оученикомъ
а,C-,а
оученіці,Nb,оученици
вьзлежѧштеімъ,V-,вьзлежѧштеꙇмъ
такожде,Df,такожде
і,C-,ꙇ
отъ,R-,отъ
ръібоу,Nb,рꙑбоу
еліко,Pr,елико
хотѣахѫ,V-,хотѣахѫ
і,C-,ꙇ
ѣко,G-,ѣко
насъітішѧ,V-,насꙑтишѧ
сѧ,Pk,сѧ
гла,V-,г҃ла
оученікомъ,Nb,оученикомъ
своімъ,Pt,своꙇмъ
съберѣте,V-,съберѣте
ізбъітъкъі,Nb,ꙇзбꙑтъкꙑ
оукроухъ,Nb,оукроухъ
да,G-,да
не,Df,не
погъібнетъ,V-,погꙑбнетъ
нікътоже,Px,никътоже
събърашѧ,V-,събърашѧ
же,Df,же
і,C-,ꙇ
ісплънішѧ,V-,исплънишѧ
дъва,Ma,дъва
на,R-,на
десѧте,Ma,десѧте
коша,Nb,коша
оукроухъ,Nb,оукроухъ
отъ,R-,отъ
пѧті,Ma,пѧти
хлѣбъ,Nb,хлѣбъ
ѧчьнѣнъіхъ,A-,ѩчьнѣнꙑхъ
іже,Pr,ꙇже
ізбъішѧ,V-,ꙇзбꙑшѧ
ѣдъшімъ,V-,ѣдъшимъ
чці,Nb,Ч҃ци
же,Df,же
відѣвъше,V-,видѣвъше
знаменіе,Nb,знамение
еже,Pr,еже
сътворі,V-,сътвори
іс,Ne,и҃с
глахѫ,V-,г҃лахѫ
ѣко,G-,ѣко
сь,Pd,сь
естъ,V-,естъ
въ,R-,въ
істінѫ,Nb,ꙇстинѫ
пророкъ,Nb,пророкъ
грѧдѧі,V-,грѧдꙙи
въ,R-,въ
міръ,Nb,миръ
іс,Ne,ꙇ҃с
же,Df,же
разоумѣвъ,V-,разоумѣвъ
ѣко,G-,ѣко
хотѧтъ,V-,хотѧтъ
пріті,V-,прити
да,G-,да
въсхъітѧтъ,V-,въсхꙑтѧтъ
і,Pp,і
і,C-,ꙇ
сътворѧтъ,V-,сътворѧтъ
і,C-,і
црѣ,Nb,ц҃р҄ѣ
отіде,V-,отиде
пакъі,Df,пакꙑ
въ,R-,въ
горѫ,Nb,горѫ
едінъ,Ma,единъ
і,C-,Ꙇ
ѣко,G-,ѣко
поздѣ,Df,поздѣ
бъістъ,V-,бꙑстъ
сънідѫ,V-,сънидѫ
оученіці,Nb,оученици
его,Pp,его
на,R-,на
море,Nb,море
і,C-,ꙇ
вьлѣзъше,V-,вьлѣзъше
въ,R-,въ
ладіѭ,Nb,ладиѭ
ѣдѣахѫ,V-,ѣдѣахѫ
на,R-,на
онъ,Pd,онъ
полъ,Nb,полъ
морѣ,Nb,морѣ
въ,R-,въ
каперънаоумъ,Ne,каперънаоумъ
і,C-,ꙇ
тъма,Nb,тъма
абіе,Df,абие
бъіс,V-,бꙑс
і,C-,ꙇ
не,Df,не
оу,Df,оу
бѣ,V-,бѣ
прішьлъ,V-,пришьлъ
къ,R-,къ
німъ,Pp,н҄имъ
іс,Ne,ꙇ҃с
по,R-,по
морю,Nb,морю
же,Df,же
вѣтроу,Nb,вѣтроу
велікоу,A-,великоу
дъіхаѭштоу,V-,дꙑхаѭштю
гребъше,V-,гребъше
же,Df,же
ѣко,Df,ѣко
дъва,Ma,дъва
десѧті,Ma,десѧти
і,C-,ꙇ
пѧть,Ma,пѧть
стадіі,Nb,стадиі
лі,C-,ли
г,Ma,ꙉ҃
ті,Pp,ти
оузьрѣшѧ,V-,оузьрѣшѧ
іса,Ne,ꙇ҃са
ходѧшта,V-,ходѧшта
по,R-,по
морю,Nb,морю
і,C-,ꙇ
блізъ,R-,близъ
кораблѣ,Nb,корабл҄ѣ
бъівъшѧ,V-,бꙑвъшѧ
оубоѣшѧ,V-,оубоѣшѧ
сѧ,Pk,сѧ
онъ,Pd,онъ
же,Df,же
гла,V-,г҃ла
імъ,Pp,ꙇмъ
азъ,Pp,азъ
есмь,V-,есмь
не,Df,не
боіте,V-,боꙇте
сѧ,Pk,сѧ
хотѣахѫ,V-,хотѣахѫ
же,Df,же
і,C-,і
пріѧті,V-,приѩти
въ,R-,въ
корабль,Nb,корабл҄ь
і,C-,ꙇ
абіе,Df,абие
бъіс,V-,бꙑс
корабль,Nb,корабл҄ь
на,R-,на
землі,Nb,земл҄и
вь,R-,вь
нѭже,Pr,н҄ѭже
ѣдѣахѫ,V-,ѣдѣахѫ
въ,R-,Въ
оутрѣі,A-,оутрѣꙇ
же,Df,же
дьнь,Nb,дьнь
народъ,Nb,народъ
іже,Pr,ꙇже
стоѣхѫ,V-,стоѣхѫ
об,R-,об
онъ,Pd,онъ
полъ,Nb,полъ
морѣ,Nb,морѣ
відѣвъ,V-,видѣвъ
ѣко,G-,ѣко
кораблѣ,Nb,корабл҄ѣ
іного,Px,ꙇного
не,Df,не
бѣ,V-,бѣ
тоу,Df,тоу
тъкъмо,Df,тъкъмо
едінъ,Ma,единъ
тъ,Pd,тъ
въ,R-,въ
ньже,Pr,н҄ьже
вьнідѫ,V-,вьнидѫ
оученіці,Nb,оученици
его,Pp,его
і,C-,ꙇ
ѣко,G-,ѣко
не,Df,не
вьніде,V-,вьниде
съ,R-,съ
оученікъі,Nb,оученикꙑ
своімі,Pt,своꙇми
іс,Ne,и҃с
въ,R-,въ
корабль,Nb,корабл҄ь
нъ,C-,нъ
едіні,Px,едини
оученіці,Nb,оученици
его,Pp,его
ідѫ,V-,ꙇдѫ
і,C-,ꙇ
іні,Px,ини
прідѫ,V-,придѫ
кораблі,Nb,корабли
отъ,R-,отъ
тіверіѣдъі,Ne,тивериѣдꙑ
блізъ,R-,близъ
мѣста,Nb,мѣста
ідеже,Dq,ꙇдеже
ѣшѧ,V-,ѣшѧ
хлѣбъі,Nb,хлѣбꙑ
хвалѫ,Nb,хвалѫ
въздавъшоу,V-,въздавъшю
гю,Nb,г҃ю
егда,Dq,егда
же,Df,же
відѣшѧ,V-,видѣшѧ
народі,Nb,народи
ѣко,G-,ѣко
іс,Ne,ꙇ҃с
не,Df,не
бъістъ,V-,бꙑстъ
тоу,Df,тоу
ні,C-,ни
оученікъ,Nb,оученикъ
его,Pp,его
вьлѣзѫ,V-,вьлѣзѫ
самі,Pd,сами
въ,R-,въ
кораблѧ,Nb,корабл҄ѧ
і,C-,ꙇ
прідѫ,V-,придѫ
въ,R-,въ
каперънаоумъ,Ne,каперънаоумъ
іскоуѭште,V-,ꙇск[оу]ѭште
іса,Ne,и҃са
і,C-,ꙇ
обрѣтъше,V-,обрѣтъше
і,C-,і
об,R-,об
онъ,Pd,онъ
полъ,Nb,полъ
морѣ,Nb,морѣ
і,C-,ꙇ
рѣшѧ,V-,рѣшѧ
емоу,Pp,емоу
равві,Nb,равви
когда,Du,когда
сѣмо,Df,сѣмо
пріде,V-,приде
отъвѣшта,V-,ѡтъвѣшта
імъ,Pp,ꙇмъ
іс,Ne,и҃с
і,C-,ꙇ
рече,V-,рече
амін,I-,амин
амін,I-,амин
глѭ,V-,г҃лѭ
вамъ,Pp,вамъ
іштете,V-,ꙇштете
мене,Pp,мене
не,Df,не
ѣко,G-,ѣко
відѣсте,V-,видѣсте
знаменіѣ,Nb,знамениѣ
нъ,C-,нъ
ѣко,G-,ѣко
ѣлі,V-,ѣли
есте,V-,есте
хлѣбъі,Nb,хлѣбꙑ
і,C-,ꙇ
насъітісте,V-,насꙑтисте
сѧ,Pk,сѧ
дѣлаіте,V-,дѣлаꙇте
брашьно,Nb,брашьно
гъіблѭштее,V-,гꙑбл҄ѭштее
въ,R-,въ
жівотѣ,Nb,животѣ
вѣчьнѣмь,A-,вѣчьнѣмь
еже,Pr,еже
снъ,Nb,с҃нъ
чскъі,A-,ч҃скꙑ
вамъ,Pp,вамъ
дастъ,V-,дастъ
сего,Pd,сего
бо,Df,бо
оць,Nb,о҃ць
знамена,V-,знамена
бъ,Nb,б҃ъ
рѣшѧ,V-,рѣшѧ
же,Df,же
къ,R-,къ
немоу,Pp,н҄емоу
чьто,Pi,чьто
сътворімъ,V-,сътворимъ
да,G-,да
дѣлаемъ,V-,дѣлаемъ
дѣла,Nb,дѣла
бжіѣ,A-,б҃жиѣ
отъвѣшта,V-,ѡтъвѣшта
іс,Ne,и҃с
і,C-,ꙇ
рече,V-,рече
імъ,Pp,ꙇмъ
се,I-,се
естъ,V-,естъ
дѣло,Nb,дѣло
бжіе,A-,б҃жие
да,G-,да
вѣроуете,V-,вѣроуете
въ,R-,въ
тъ,Pd,тъ
егоже,Pr,егоже
посъла,V-,посъла
онъ,Pd,онъ
рѣшѧ,V-,рѣшѧ
же,Df,же
емоу,Pp,емоу
кое,Pi,кое
оубо,Df,оубо
тъі,Pp,тꙑ
творіші,V-,твориши
знаменіе,Nb,знамение
да,G-,да
відімъ,V-,видимъ
і,C-,ꙇ
вѣрѫ,Nb,вѣрѫ
імемъ,V-,ꙇмемъ
тебѣ,Pp,тебѣ
чьто,Pi,Чьто
дѣлаеші,V-,дѣлаеши
оці,Nb,ѡ҃ци
наші,Ps,наши
ѣшѧ,V-,ѣшѧ
манна,Ne,манⸯна
въ,R-,въ
поустъіні,Nb,поустꙑн҄и
ѣкоже,Dq,ѣкоже
естъ,V-,естъ
псано,V-,псано
хлѣбъ,Nb,хлѣбъ
съ,R-,съ
нбесе,Nb,н҃бесе
дастъ,V-,дастъ
імъ,Pp,ꙇмъ
ѣсті,V-,ѣсти
рече,V-,Рече
же,Df,же
імъ,Pp,ꙇмъ
іс,Ne,и҃с
амін,I-,амин
амін,I-,амин
глѭ,V-,г҃лѭ
вамъ,Pp,вамъ
не,Df,не
мосі,Ne,моси
дастъ,V-,дастъ
вамъ,Pp,вамъ
хлѣбъ,Nb,хлѣбъ
съ,R-,съ
нсе,Nb,н҃се
нъ,C-,нъ
оць,Nb,о҃ць
моі,Ps,моі
даетъ,V-,даетъ
вамъ,Pp,вамъ
хлѣбъ,Nb,хлѣбъ
істінънъіі,A-,ꙇстинънꙑи
съ,R-,съ
небсе,Nb,н҃ебсе
хлѣбъ,Nb,хлѣбъ
бо,Df,бо
бжі,A-,б҃жі
естъ,V-,естъ
съходѧі,V-,съходѧи
съ,R-,съ
нбсе,Nb,н҃бсе
і,C-,ꙇ
даѧі,V-,даѩи
жівота,Nb,живота
міроу,Nb,мироу
рѣшѧ,V-,рѣшѧ
же,Df,же
къ,R-,къ
немоу,Pp,н҄емоу
гі,Nb,г҃и
вьсегда,Df,вьсегда
даждь,V-,даждь
намъ,Pp,намъ
хлѣбъ,Nb,хлѣбъ
сь,Pd,сь
рече,V-,рече
же,Df,же
імъ,Pp,ꙇмъ
іс,Ne,и҃с
азъ,Pp,Азъ
есмь,V-,есмь
хлѣбъ,Nb,хлѣбъ
жівотънъі,A-,животънꙑ
грѧдѧі,V-,грѧдꙙи
по,R-,по
мьнѣ,Pp,мьнѣ
не,Df,не
іматъ,V-,ꙇматъ
възлакаті,V-,възлакати
сѧ,Pk,сѧ
і,C-,ꙇ
вѣроуѧі,V-,вѣроуѩі
въ,R-,въ
мѧ,Pp,мѧ
не,Df,не
іматъ,V-,ꙇматъ
въждѧдаті,V-,въждѧдати
сѧ,Pk,сѧ
нікогдаже,Df,никогдаже
нъ,C-,нъ
рѣхъ,V-,рѣхъ
вамъ,Pp,вамъ
ѣко,G-,ѣко
і,C-,ꙇ
відѣсте,V-,видѣсте
мѧ,Pp,мѧ
і,C-,ꙇ
не,Df,не
вѣроуете,V-,вѣроуете
мі,Pp,ми
вьсе,Px,Вьсе
еже,Pr,еже
дастъ,V-,дастъ
мьнѣ,Pp,мьнѣ
оць,Nb,о҃ць
къ,R-,къ
мьнѣ,Pp,мьнѣ
прідетъ,V-,придетъ
і,C-,ꙇ
грѧдѫштаго,V-,грѧдѫштаго
къ,R-,къ
мьнѣ,Pp,мьнѣ
не,Df,не
іжденѫ,V-,ꙇжденѫ
вънъ,Df,вънъ
ѣко,G-,ѣко
сънідъ,V-,сънидъ
съ,R-,съ
нсе,Nb,н҃се
да,G-,да
не,Df,не
творѭ,V-,твор҄ѭ
волѧ,Nb,вол҄ѧ
моеѧ,Ps,моеѩ
нъ,C-,нъ
волѭ,Nb,вол҄ѭ
посълавъшаего,V-,посълавъшаего
мѧ,Pp,мѧ
се,I-,Се
естъ,V-,естъ
волѣ,Nb,вол҄ѣ
посълавъшаего,V-,посълавъшаего
мѧ,Pp,мѧ
оца,Nb,о҃ца
да,G-,да
вьсѣко,A-,вьсѣко
еже,Pr,еже
дастъ,V-,дастъ
мі,Pp,ми
не,Df,не
погоублѫ,V-,погоубл҄ѫ
отъ,R-,отъ
него,Pp,н҄его
нъ,C-,нъ
въскрѣшѫ,V-,въскрѣшѫ
ѧ,Pp,ѩ
въ,R-,въ
послѣдьні,A-,послѣдьн҄и
дьнь,Nb,дьнь
се,Pd,Се
бо,Df,бо
естъ,V-,естъ
волѣ,Nb,вол҄ѣ
оца,Nb,о҃ца
моего,Ps,моего
да,G-,да
вьсѣкъ,A-,вьсѣкъ
відѧі,V-,видѧі
сна,Nb,с҃на
і,C-,ꙇ
вѣроуѧі,V-,вѣроуѩи
вь,R-,вь
него,Pp,н҄его
і,C-,ꙇ
въскрѣшѫ,V-,въскрѣшѫ
і,C-,ꙇ
азъ,Pp,азъ
въ,R-,въ
послѣдьні,A-,послѣдьни
дьнь,Nb,дьнь
ръпътахѫ,V-,Ръпътахѫ
же,Df,же
іюдеі,Nb,ꙇюдеи
о,R-,о
немь,Pp,н҄емь
ѣко,G-,ѣко
рече,V-,рече
азъ,Pp,азъ
есмь,V-,есмь
хлѣбъ,Nb,хлѣбъ
съшьдъі,Nb,съшьдꙑ
съ,R-,съ
нсе,Nb,н҃се
і,C-,ꙇ
глахѫ,V-,г҃лахѫ
не,Df,не
сь,Pd,сь
лі,Du,ли
естъ,V-,естъ
снъ,Nb,с҃нъ
іосіфовъ,A-,ꙇосифовъ
емоуже,Pr,емоуже
мъі,Pp,мꙑ
знаемъ,V-,знаемъ
оца,Nb,о҃ца
і,C-,ꙇ
матерь,Nb,матерь
како,Du,како
оубо,Df,оубо
сь,Pd,сь
глетъ,V-,г҃летъ
ѣко,G-,ѣко
съ,R-,съ
нсе,Nb,н҃се
сънідъ,V-,сънидъ
отъвѣшта,V-,Ѡтъвѣшта
же,Df,же
іс,Ne,и҃с
і,C-,ꙇ
рече,V-,рече
імъ,Pp,ꙇмъ
не,Df,не
ръпъштіте,V-,ръпъштите
междоу,R-,междю
собоѭ,Pk,собоѭ
нікътоже,Px,никътоже
не,Df,не
можетъ,V-,можетъ
пріті,V-,прити
къ,R-,къ
мьнѣ,Pp,мьнѣ
аште,G-,аште
не,Df,не
оць,Nb,о҃ць
посълавъі,V-,посълавꙑ
мѧ,Pp,мѧ
прівлѣчетъ,V-,привлѣчетъ
его,Pp,его
і,C-,ꙇ
азъ,Pp,азъ
въскрѣшѫ,V-,въскрѣшѫ
его,Pp,его
въ,R-,въ
послѣдьні,A-,послѣдьн҄и
дьнь,Nb,дьнь
естъ,V-,естъ
псано,V-,пⸯсано
въ,R-,въ
прорцѣхъ,Nb,п҃рорцѣхъ
і,C-,ꙇ
бѫдѫтъ,V-,бѫдѫтъ
вьсі,Px,вьси
оученіці,Nb,оучени[ци
бмь,Nb,б҃мь
вьсѣкъ,A-,Вьсѣкъ
слъішавъі,V-,слꙑшавꙑ
отъ,R-,отъ
оца,Nb,о҃ца
і,C-,ꙇ
навъікъ,V-,навꙑкъ
прідетъ,V-,придетъ
къ,R-,къ
мьнѣ,Pp,мьнѣ
не,Df,не
ѣко,G-,ѣко
оца,Nb,о҃ца
відѣлъ,V-,видѣлъ
естъ,V-,естъ
къто,Pi,къто
тъкъмо,Df,тъкъмо
сѧі,V-,сꙙи
отъ,R-,отъ
ба,Nb,б҃а
тъ,Pd,тъ
відѣ,V-,видѣ
оца,Nb,о҃ца
амін,I-,амин
амін,I-,амин
глѭ,V-,г҃лѭ
вамъ,Pp,вамъ
вѣроуѧі,V-,вѣроуѩи
въ,R-,въ
мѧ,Pp,мѧ
іматъ,V-,ꙇматъ
жівота,Nb,живота
вѣчьнаего,A-,вѣчьнаего
азъ,Pp,Азъ
есмь,V-,есмь
хлѣбъ,Nb,хлѣбъ
жівотънъі,A-,животънꙑ
оці,Nb,Ѡ҃ци
наші,Ps,н]аши
ѣшѧ,V-,ѣшѧ
маннѫ,Nb,маннѫ
въ,R-,въ
поустъіні,Nb,поустꙑн҄и
і,C-,ꙇ
оумрѣшѧ,V-,оумрѣшѧ
сь,Pd,Сь
естъ,V-,естъ
хлѣбъ,Nb,хлѣбъ
съходѧі,V-,съходѧі
съ,R-,съ
нбсе,Nb,н҃бсе
да,G-,да
аште,G-,аште
къто,Px,къто
отъ,R-,отъ
него,Pp,н҄его
ѣстъ,V-,ѣстъ
не,Df,не
оумьретъ,V-,оумьретъ
азъ,Pp,Азъ
есмь,V-,есмь
хлѣбъ,Nb,хлѣбъ
жівъі,A-,живꙑ
съшьдъі,Nb,съшьдꙑ
съ,R-,съ
нбсе,Nb,н҃бсе
аште,G-,аште
къто,Px,къто
сънѣстъ,V-,сънѣстъ
отъ,R-,отъ
хлѣба,Nb,хлѣба
сего,Pd,сего
жівъ,A-,живъ
бѫдетъ,V-,бѫдетъ
въ,R-,въ
вѣкъ,Nb,вѣкъ
хлѣбъ,Nb,хлѣбъ
бо,Df,бо
іже,Pr,ꙇже
азъ,Pp,азъ
дамь,V-,дамь
плъть,Nb,плъть
моѣ,Ps,моѣ
естъ,V-,естъ
ѭже,Pr,ѭже
азъ,Pp,азъ
дамь,V-,дамь
за,R-,за
жівотъ,Nb,животъ
вьсего,Px,вьсего
міра,Nb,мира
пьрѣахѫ,V-,пьр҄ѣахѫ
же,Df,же
сѧ,Pk,сѧ
іюдеі,Nb,ꙇюдеи
междоу,R-,междю
собоѭ,Pk,собоѭ
глѭште,V-,г҃л҄ѭште
како,Du,како
можетъ,V-,можетъ
сь,Pd,сь
даті,V-,дати
плъть,Nb,плъть
своѭ,Pt,своѭ
намъ,Pp,намъ
ѣсті,V-,ѣсти
рече,V-,рече
же,Df,же
імъ,Pp,ꙇмъ
іс,Ne,и҃с
амін,I-,амин
амін,I-,амин
глѭ,V-,г҃лѭ
вамъ,Pp,вамъ
аште,G-,аште
не,Df,не
сънѣсте,V-,сънѣсте
плъті,Nb,плъти
сна,Nb,с҃на
чскаго,A-,ч҃скаго
і,C-,ꙇ
піеті,V-,пиети
кръві,Nb,кръви
его,Pp,его
жівота,Nb,живота
не,Df,не
імате,V-,ꙇмате
вь,R-,вь
себѣ,Pk,себѣ
ѣдѧі,V-,ѣдꙙи
моѭ,Ps,моѭ
плъть,Nb,плъть
і,C-,ꙇ
піѧі,V-,пиѩі
моѭ,Ps,моѭ
кръвь,Nb,кръвь
іматъ,V-,ꙇматъ
жівота,Nb,живота
вѣчьнаего,A-,вѣчьнаего
і,C-,ꙇ
азъ,Pp,азъ
въскрѣшѫ,V-,въскрѣшѫ
і,C-,і
въ,R-,въ
послѣдьні,A-,послѣдьн҄и
дьнь,Nb,дьнь
плъть,Nb,Плъть
бо,Df,бо
моѣ,Ps,моѣ
істінъное,A-,ꙇстинъное
естъ,V-,естъ
брашьно,Nb,брашьно
і,C-,ꙇ
кръвь,Nb,кръвь
моѣ,Ps,моѣ
істінъно,A-,ꙇстинъно
естъ,V-,естъ
піво,Nb,пиво
дъі,Nb,дꙑ
моѭ,Ps,моѭ
плъть,Nb,плъть
і,C-,ꙇ
піѧі,V-,пиѩі
моѭ,Ps,моѭ
кръвь,Nb,кръвь
въ,R-,въ
мьнѣ,Pp,мьнѣ
прѣбъі,V-,прѣбꙑ
і,C-,ꙇ
азъ,Pp,азъ
въ,R-,въ
немь,Pp,н҄емь
ѣкоже,Dq,ѣкоже
посъла,V-,посъла
мѧ,Pp,мѧ
жівѧі,V-,живꙙи
оць,Nb,о҃ць
і,C-,ꙇ
азъ,Pp,азъ
жівѫ,V-,живѫ
оца,Nb,о҃ца
раді,R-,ради
і,C-,ꙇ
ѣдъі,V-,ѣдꙑ
мѧ,Pp,мѧ
тъ,Pd,тъ
жівъ,A-,живъ
бѫдетъ,V-,бѫдетъ
мене,Pp,мене
раді,R-,ради
сь,Pd,сь
естъ,V-,естъ
хлѣбъ,Nb,хлѣбъ
съшьдъі,Nb,съшьдꙑ
съ,R-,съ
нсе,Nb,н҃се
не,Df,не
ѣкоже,Dq,ѣкоже
ѣшѧ,V-,ѣшѧ
оці,Nb,о҃ци
ваші,Ps,ваши
маннѫ,Nb,манⸯнѫ
і,C-,ꙇ
оумрѣшѧ,V-,оумрѣшѧ
ѣдѧі,V-,ѣдꙙи
хлѣбъ,Nb,хлѣбъ
сь,Pd,сь
жівъ,A-,живъ
бѫдетъ,V-,бѫдетъ
въ,R-,въ
вѣкъ,Nb,вѣкъ
сі,Pd,си
рече,V-,рече
на,R-,на
сънъмішті,Nb,сънъмишти
оучѧ,V-,оучѧ
въ,R-,въ
каперънаоумѣ,Ne,каперънаоумѣ
мнозі,A-,мноѕи
же,Df,же
слъішавъшеі,V-,слꙑшавъшеи
отъ,R-,отъ
оученікъ,Nb,оученикъ
его,Pp,его
рѣшѧ,V-,рѣшѧ
жестоко,A-,жестоко
естъ,V-,естъ
слово,Nb,слово
се,Pd,се
къто,Pi,къто
можетъ,V-,можетъ
его,Pp,его
слоушаті,V-,слоушати
вѣдъі,V-,Вѣдꙑ
же,Df,же
іс,Ne,и҃с
вь,R-,вь
себѣ,Pk,себѣ
ѣко,G-,ѣко
ръпъштѫтъ,V-,ръпъштѫтъ
о,R-,о
семь,Pd,семь
оученіці,Nb,оученици
его,Pp,его
рече,V-,рече
імъ,Pp,ꙇмъ
се,Pd,се
лі,Du,ли
въі,Pp,вꙑ
блазнітъ,V-,блазнитъ
аште,G-,Аште
оубо,Df,оубо
оузьріте,V-,оузьрите
сна,Nb,с҃на
чскаго,A-,ч҃скаго
въходѧшта,V-,въходѧшта
ідеже,Dq,ꙇдеже
бѣ,V-,бѣ
прѣжде,R-,прѣжде
дхъ,Nb,Д҃хъ
естъ,V-,естъ
іже,Pr,ꙇже
жіветъ,V-,жив[е]тъ
отъ,R-,отъ
плъті,Nb,плъти
нѣстъ,V-,нѣстъ
пользѧ,Nb,пользѧ
нікакоѧже,Px,никакоѩже
глъі,Nb,г҃лꙑ
ѧже,Pr,ѩже
азъ,Pp,азъ
глахъ,V-,г҃лахъ
вамъ,Pp,вамъ
дхъ,Nb,д҃хъ
сѫтъ,V-,сѫтъ
і,C-,ꙇ
жівотъ,Nb,животъ
сѫтъ,V-,сѫтъ
нъ,C-,нъ
сѫтъ,V-,сѫтъ
отъ,R-,отъ
васъ,Pp,васъ
етері,Px,етери
іже,Pr,ꙇже
не,Df,не
вѣроуѭтъ,V-,вѣроуѭтъ
вѣдѣаше,V-,Вѣдѣаше
бо,Df,бо
ісконі,Df,ꙇскони
іс,Ne,ꙇ҃с
къто,Pi,къто
сѫтъ,V-,сѫтъ
не,Df,не
вѣроуѭштеі,V-,вѣроуѭштеі
і,C-,ꙇ
къто,Pi,къто
естъ,V-,естъ
хотѧі,V-,хотѧі
прѣдаті,V-,прѣдати
і,C-,і
і,C-,ꙇ
глааше,V-,г҃лааше
сего,Pd,сего
раді,R-,ради
рѣхъ,V-,рѣхъ
вамъ,Pp,вамъ
ѣко,G-,ѣко
нікътоже,Px,никътоже
не,Df,не
можетъ,V-,можетъ
пріті,V-,прити
къ,R-,къ
мьнѣ,Pp,мьнѣ
аште,G-,аште
не,Df,не
бѫдетъ,V-,бѫдетъ
дано,V-,дано
емоу,Pp,емоу
отъ,R-,отъ
оца,Nb,о҃ца
моего,Ps,моего
отъ,R-,отъ
сего,Pd,сего
мнозі,A-,мнози
отъ,R-,отъ
оученікъ,Nb,оученикъ
его,Pp,его
ідѫ,V-,ꙇдѫ
вьспѧть,Df,вьспѧть
і,C-,ꙇ
къ,R-,къ
томоу,Pd,томоу
не,Df,не
хождахѫ,V-,хождахѫ
съ,R-,съ
німь,Pp,н҄имь
рече,V-,Рече
же,Df,же
іс,Ne,и҃с
обѣма,Ma,обѣма
на,R-,на
десѧте,Ma,десѧте
еда,Du,еда
і,Df,ꙇ
въі,Pp,вꙑ
хоштете,V-,хоштете
іті,V-,ꙇти
отъвѣшта,V-,отъвѣшта
емоу,Pp,емоу
сімонъ,Ne,симонъ
петръ,Ne,петръ
гі,Nb,г҃и
къ,R-,къ
комоу,Pi,комоу
ідемъ,V-,ꙇдемъ
глъі,Nb,г҃лꙑ
жівота,Nb,живота
вѣчьнаего,A-,вѣчьнаего
імаші,V-,ꙇмаши
і,C-,ꙇ
мъі,Pp,мꙑ
вѣровахомъ,V-,вѣровахомъ
і,C-,ꙇ
познахомъ,V-,познахомъ
ѣко,G-,ѣко
тъі,Pp,тꙑ
есі,V-,еси
хъ,Ne,х҃ъ
снъ,Nb,с҃нъ
ба,Nb,б҃а
жіваго,A-,живаго
отъвѣшта,V-,отъвѣшта
імъ,Pp,ꙇмъ
іс,Ne,и҃с
не,Df,не
азъ,Pp,азъ
лі,Du,ли
васъ,Pp,васъ
дъва,Ma,дъва
на,R-,на
десѧте,Ma,десѧте
ізбърахъ,V-,ꙇзбърахъ
і,C-,ꙇ
отъ,R-,отъ
васъ,Pp,васъ
едінъ,Ma,единъ
діѣволъ,Nb,диѣволъ
естъ,V-,естъ
глааше,V-,Г҃лааше
іюдѫ,Ne,ꙇюдѫ
сімонова,A-,симонова
іскаріота,Ne,ꙇскариота
сь,Pd,сь
бо,Df,бо
хотѣаше,V-,хотѣаше
прѣдаті,V-,прѣдати
і,C-,і
едінъ,Ma,единъ
съі,V-,сꙑ
отъ,R-,отъ
обою,Ma,обою
на,R-,на
десѧте,Ma,десѧте
і,C-,ꙇ
хождааше,V-,хождааше
съ,R-,съ
німі,Pp,н҄ими
іс,Ne,ꙇ҃с
въ,R-,въ
галілеі,Ne,галилеи
не,Df,не
хотѣаше,V-,хотѣаше
бо,Df,бо
въ,R-,въ
іюдѣі,Nb,ꙇюдѣи
ходіті,V-,ходити
ѣко,G-,ѣко
іскаахѫ,V-,ꙇскаахѫ
его,Pp,его
іюдеі,Nb,ꙇюдеі
оубіті,V-,оубити
бѣ,V-,бѣ
же,Df,же
блізъ,R-,близъ
праздьнікъ,Nb,праздьникъ
іюдеіскъ,A-,ꙇюдеꙇскъ
скінопігіѣ,Nb,скинопигиѣ
рѣшѧ,V-,рѣшѧ
же,Df,же
къ,R-,къ
немоу,Pp,н҄емоу
братріѣ,Nb,братриѣ
его,Pp,его
прѣіді,V-,прѣꙇди
отъсѫдоу,Df,отъсѫдоу
і,C-,ꙇ
іді,V-,иди
въ,R-,въ
іюдеѧ,Ne,ꙇюдеѩ
до,R-,до
і,C-,ꙇ
оученіці,Nb,оученици
твоі,Ps,твоі
відѧтъ,V-,видѧтъ
дѣла,Nb,дѣла
твоѣ,Ps,твоѣ
ѣже,Pr,ѣже
творіші,V-,твориши
нікътоже,Px,никътоже
