torot_word|pos|lemma|morph_tag|deep_cleaned|lemma_id|sentence_no|pres_before|pres_after|text_id|subtitle_id|autotagged
предъ|R-|прѣдъ|---------n|предъ|163|277365|| |1|1|0
очи|Nb|око|-d---na--i|очі|164|277365|| |1|1|0
сьрдьца|Nb|сьрдьце|-s---ng--i|сьрдьца|170|277365|| |1|1|0
своѥго|Pt|свои|3s---ng--i|своего|175|277365||· |1|1|0
образъ|Nb|образъ|-s---mn--i|образъ|377|277366|| |1|1|0
бо|Df|бо|---------n|бо|172|277366|| |1|1|0
бꙗаше|V-|быти|3siia----i|бꙗаше|23|277366|| |1|1|0
унылъи|A-|унылыи|-s---mnpwi|уньілъі|378|277366|| |1|1|0
ѥго|Pp|и|3s---mg--i|его|21|277366|| |1|1|0
възоръ|Nb|възоръ|-s---mn--i|възоръ|379|277366||· |1|1|0
и|C-|и|---------n|і|5|277367|| |1|1|0
скрушение|Nb|съкрушение|-s---nn--i|скрушеніе|380|277367|| |1|1|0
сьрдьца|Nb|сьрдьце|-s---ng--i|сьрдьца|170|277367|| |1|1|0
ѥго|Pp|и|3s---mg--i|его|21|277367|| |1|1|0
свѧтаго|A-|святыи|-s---ngpwi|свꙗтаго|8|277367|| |1|1|0
такъ|Df|тако|---------n|такъ|366|277368|| |1|1|0
бо|Df|бо|---------n|бо|172|277368|| |1|1|0
бѣ|V-|быти|3siia----i|бѣ|23|277368|| |1|1|0
блаженыи|A-|блаженыи|-s---mnpwi|блаженьіі|151|277368|| |1|1|0
тъ|Pd|тыи|-s---mn--i|тъ|90|277368||· |1|1|0
правьдивъ|A-|правьдивыи|-s---mnpsi|правьдівъ|381|277368|| |1|1|0
и|C-|и|---------n|і|5|277368|| |1|1|0
щедръ|A-|щедрыи|-s---mnpsi|щедръ|382|277368|| |1|1|0
тихъ|A-|тихыи|-s---mnpsi|тіхъ|383|277368|| |1|1|0
крътъкъ|A-|кротъкыи|-s---mnpsi|крътъкъ|384|277368|| |1|1|0
съмѣренъ|A-|съмѣреныи|-s---mnpsi|съмѣренъ|274|277368|| |1|1|0
всѣхъ|Px|вьсь|-p---mg--i|всѣхъ|30|277368|| |1|1|0
милуꙗ|V-|миловати|-sppamn-si|мілуꙗ|385|277368|| |1|1|0
и|C-|и|---------n|і|5|277368|| |1|1|0
вьсꙗ|Px|вьсь|-p---ma--i|вьсꙗ|30|277368|| |1|1|0
набъдꙗ|V-|набъдѣти|-sppamn-si|набъдꙗ|386|277368||· |1|1|0
помышлꙗть|V-|помышляти|3spia----i|помьішлꙗть|266|277369|| |1|1|0
же|Df|же|---------n|же|37|277369|| |1|1|0
въ|R-|въ|---------n|въ|1|277369|| |1|1|0
ср҃дци|Nb|сьрдьце|-s---nl--i|срдці|170|277369|| |1|1|0
своемь|Pt|свои|3s---nl--i|своемь|175|277369|| |1|1|0
богоблаженыи|A-|богоблаженыи|-s---mnpwi|богоблаженьіі|387|277369|| |1|1|0
Борисъ|Ne|борисъ|-s---mn--i|борісъ|10|277369|| |1|1|0
и|C-|и|---------n|і|5|277370|| |1|1|0
глаголааше|V-|глаголати|3siia----i|глаголааше|114|277370||· |1|1|0
вѣдѣ|V-|вѣдѣти|1spia----i|вѣдѣ|255|277371|| |1|1|0
брата|Nb|братъ|-s---mg--i|брата|75|277371|| |1|1|0
моѥго|Ps|мои|1s---mg--i|моего|213|277371|| |1|1|0
зълу ради|A-|зълурадыи|-p---mnpsi|зълураді|388|277371|| |1|1|0
чловѣци|Nb|человѣкъ|-p---mn--i|чловѣці|389|277371|| |1|1|0
понудꙗти|V-|понудити|3ppia----i|понудꙗті|390|277371|| |1|1|0
и|Df|и|---------n|і|40|277371|| |1|1|0
на|R-|на|---------n|на|137|277371|| |1|1|0
ѹбииство|Nb|убииство|-s---na--i|оубііство|68|277371|| |1|1|0
моѥ|Ps|мои|1s---na--i|мое|213|277371||· |1|1|0
и|C-|и|---------n|і|5|277372|| |1|1|0
погубить|V-|погубити|3spia----i|погубіть|391|277372|| |1|1|0
мѧ|Pp|азъ|1s---ma--i|мꙗ|211|277372||· |1|1|0
да|Df|да#2|---------n|да|233|277373|| |1|1|0
аще|G-|аще|---------n|аще|267|277373|| |1|1|0
пролѣеть|V-|пролити|3spia----i|пролѣеть|269|277373|| |1|1|0
кръвь|Nb|кръвь|-s---fa--i|кръвь|268|277373|| |1|1|0
мою|Ps|мои|1s---fa--i|мою|213|277373|| |1|1|0
то|Df|то|---------n|то|239|277373|| |1|1|0
мученикъ|Nb|мученикъ|-s---mn--i|мученікъ|9|277373|| |1|1|0
буду|V-|быти|1sfia----i|буду|23|277373||· |1|1|0
Господу|Nb|господь|-s---md--i|господу|12|277373|| |1|1|0
моѥму|Ps|мои|1s---md--i|моему|213|277373||· |1|1|0
а|C-|а|---------n|а|50|277374|| |1|1|0
духъ|Nb|духъ|-s---ma--i|духъ|392|277374|| |1|1|0
мои|Ps|мои|1s---ma--i|моі|213|277374|| |1|1|0
прииметь|V-|прияти|3spia----i|прііметь|393|277374|| |1|1|0
владыка|Nb|владыка|-s---mn--i|владьіка|394|277374||· |1|1|0
таче|Df|таче|---------n|таче|395|277375|| |1|1|0
забывъ|V-|забыти|-supamn-si|забьівъ|396|277375|| |1|1|0
скърбь|Nb|скърбь|-s---fa--i|скърбь|397|277375|| |1|1|0
съмьртьную|A-|съмьртьныи|-s---fapwi|съмьртьную|398|277375||· |1|1|0
тѣшааше|V-|тѣшити|3siia----i|тѣшааше|399|277375|| |1|1|0
сьрдьце|Nb|сьрдьце|-s---na--i|сьрдьце|170|277375|[| |1|1|0
свое|Pt|свои|3s---na--i|свое|175|277375||] |1|1|0
словеси|Nb|слово|-p---ni--i|словесі|400|277375|| |1|1|0
божии|A-|божии|-p---mapsi|божіі|401|277375||· |1|1|0
иже|Pr|иже|-s---mn--i|іже|39|277376|| |1|1|0
погубити|V-|погубити|--pna----i|погубіті|391|277376|| |1|1|0
душю|Nb|душа|-s---fa--i|душоу|252|277376|| |1|1|0
свою|Pt|свои|3s---fa--i|свою|175|277376|| |1|1|0
мене|Pp|азъ|1s---mg--i|мене|211|277376|| |1|1|0
ради|R-|ради|---------n|раді|308|277376|| |1|1|0
и|C-|и|---------n|і|5|277376|| |1|1|0
моихъ|Ps|мои|1p---ng--i|моіхъ|213|277376|| |1|1|0
словесъ|Nb|слово|-p---ng--i|словесъ|400|277376|| |1|1|0
обрꙗщети|V-|обрѣсти|3spia----i|обрꙗщеті|177|277376|| |1|1|0
ю|Pp|и|3s---fa--i|ю|21|277376|| |1|1|0
въ|R-|въ|---------n|въ|1|277376|| |1|1|0
животѣ|Nb|животъ|-s---ml--i|жівотѣ|402|277376|| |1|1|0
вѣчьнѣмь|A-|вѣчьныи#1|-s---mlpwi|вѣчьнѣмь|403|277376|| |1|1|0
съхранить|V-|съхранити|3spia----i|съхраніть|404|277376|| |1|1|0
ю|Pp|и|3s---fa--i|ю|21|277376||· |1|1|0
и|C-|и|---------n|і|5|277377|| |1|1|0
поиде|V-|поити#1|3saia----i|поіде|299|277377|| |1|1|0
радъстьнъмь|A-|радостьныи|-s---nipwi|радъстьнъмь|405|277377|| |1|1|0
срд҃цьмь|Nb|сьрдьце|-s---ni--i|срдцьмь|170|277377||, |1|1|0
не|Df|не|---------n|не|56|277377|| |1|1|0
презьри|V-|прѣзьрѣти|2spma----i|презьрі|406|277377|| |1|1|0
мене|Pp|азъ|1s---mg--i|мене|211|277377|| |1|1|0
рекыи|V-|рещи|-sppamn-wi|рекьіі|18|277377|| |1|1|0
г҃и|Nb|господь|-s---mv--i|гі|12|277377|| |1|1|0
премл҃стве|A-|прѣмилостивыи|-s---mvpsi|премлстве|407|277377|| |1|1|0
уповающааго|V-|упъвати|-sppamg-wi|уповающааго|408|277377|| |1|1|0
на|R-|на|---------n|на|137|277377|| |1|1|0
тѧ|Pp|ты|2s---ma--i|тꙗ|289|277377|| |1|1|0
нъ|C-|нъ|---------n|нъ|60|277377|| |1|1|0
сп҃си|V-|съпасти#1|2spma----i|спсі|409|277377|| |1|1|0
дш҃ю|Nb|душа|-s---fa--i|дшоу|252|277377|| |1|1|0
мою|Ps|мои|1s---fa--i|мою|213|277377||· |1|1|0
Ст҃опълкъ|Ne|святопълкъ|-s---mn--i|стопълкъ|67|277378|| |1|1|0
же|Df|же|---------n|же|37|277378|| |1|1|0
сѣдꙗ|V-|сѣдѣти|-sppamn-si|сѣдꙗ|410|277378|| |1|1|0
Кыѥвѣ|Ne|кыевъ|-s---ml--i|кьіевѣ|411|277378|| |1|1|0
по|R-|по|---------n|по|52|277378|| |1|1|0
оц҃и|Nb|отьць|-s---ml--i|оці|14|277378||· |1|1|0
призвавъ|V-|призъвати|-supamn-si|прізвавъ|147|277378|| |1|1|0
кыꙗны|Nb|кыянинъ|-p---ma--i|кьіꙗньі|412|277378|| |1|1|0
многы|A-|мъногыи|-p---mapsi|многьі|113|277378|| |1|1|0
дары|Nb|даръ|-p---ma--i|дарьі|413|277378|| |1|1|0
имъ|Pp|и|3p---md--i|імъ|21|277378|| |1|1|0
давъ|V-|дати|-supamn-si|давъ|414|277378|| |1|1|0
ѡ҃пусти|V-|отъпустити|3saia----i|опусті|415|277378||· |1|1|0
посла|V-|посълати|3saia----i|посла|156|277379|| |1|1|0
же|Df|же|---------n|же|37|277379|| |1|1|0
къ|R-|къ|---------n|къ|182|277379|| |1|1|0
Борису|Ne|борисъ|-s---md--i|борісу|10|277379|| |1|1|0
гл҃ꙗ|V-|глаголати|-sppamn-si|глꙗ|114|277379||: |1|1|0
брате|Nb|братъ|-s---mv--i|брате|75|277380|| |1|1|0
хочю|V-|хотѣти|1spia----i|хочоу|363|277380|| |1|1|0
съ|R-|съ|---------n|съ|159|277380|| |1|1|0
тобою|Pp|ты|2s---mi--i|тобою|289|277380|| |1|1|0
любъвь|Nb|любы|-s---fa--i|любъвь|282|277380|| |1|1|0
имѣти|V-|имѣти|--pna----i|імѣті|54|277380||· |1|1|0
и|C-|и|---------n|і|5|277381|| |1|1|0
къ|R-|къ|---------n|къ|182|277381|| |1|1|0
отьню|A-|отьнь|-s---ndpsi|отьню|416|277381|| |1|1|0
ти|Pp|ты|2s---md--i|ті|289|277381|| |1|1|0
придамь|V-|придати|1spia----i|прідамь|417|277381|| |1|1|0
льстьно|A-|льстьныи|-s---napsi|льстьно|418|277382|| |1|1|0
а|C-|а|---------n|а|50|277382|| |1|1|0
не|Df|не|---------n|не|56|277382|| |1|1|0
истину|Nb|истина|-s---fa--i|істіну|419|277382|| |1|1|0
гл҃ꙗ|V-|глаголати|-sppamn-si|глꙗ|114|277382||· |1|1|0
пришедъ|V-|приити|-supamn-si|прішедъ|130|277383|| |1|1|0
Вышегороду|Ne|вышегородъ|-s---md--i|вьішегороду|420|277383|| |1|1|0
ночь|Nb|ночь|-s---fa--i|ночь|190|277383|| |1|1|0
отаи|Df|отаи|---------n|отаі|421|277383|| |1|1|0
призъва|V-|призъвати|3saia----i|прізъва|147|277383|| |1|1|0
Путьшю|Ne|путьша|-s---ma--i|путьшоу|422|277383|| |1|1|0
и|C-|и|---------n|і|5|277383|| |1|1|0
вышегородьскыѣ|A-|вышегородьскыи|-p---mapwi|вьішегородьскьіѣ|423|277383|| |1|1|0
мужѣ|Nb|мужь|-p---ma--i|мужѣ|424|277383|| |1|1|0
и|C-|и|---------n|і|5|277383|| |1|1|0
рече|V-|рещи|3saia----i|рече|18|277383|| |1|1|0
имъ|Pp|и|3p---md--i|імъ|21|277383||: |1|1|0
Повѣдите|V-|повѣдѣти|2ppma----i|повѣдіте|425|277384|| |1|1|0
ми|Pp|азъ|1s---md--i|мі|211|277384|| |1|1|0
по|R-|по|---------n|по|52|277384|| |1|1|0
истинѣ|Nb|истина|-s---fd--i|істінѣ|419|277384||· |1|1|0
приꙗзньство|Nb|приязньство|-s---na--i|пріꙗзньство|426|277385|| |1|1|0
имѣете|V-|имѣти|2ppia----i|імѣете|54|277385|| |1|1|0
ли|Du|ли|---------n|лі|259|277385|| |1|1|0
къ|R-|къ|---------n|къ|182|277385|| |1|1|0
мнѣ|Pp|азъ|1s---md--i|мнѣ|211|277385||· |1|1|0
Путьша|Ne|путьша|-s---mn--i|путьша|422|277386|| |1|1|0
рече|V-|рещи|3saia----i|рече|18|277386||: |1|1|0
вьси|Px|вьсь|-p---mn--i|вьсі|30|277387|| |1|1|0
мы|Pp|мы|1p---mn--i|мьі|427|277387|| |1|1|0
можемъ|V-|мощи|1ppia----i|можемъ|142|277387|| |1|1|0
главы|Nb|глава|-p---fa--i|главьі|428|277387|| |1|1|0
своꙗ|Pt|свои|3p---fa--i|своꙗ|175|277387|| |1|1|0
положити|V-|положити|--pna----i|положіті|429|277387|| |1|1|0
за|R-|за|---------n|за|430|277387|| |1|1|0
тѧ|Pp|ты|2s---ma--i|тꙗ|289|277387||· |1|1|0
видѣвъ|V-|видѣти|-supamn-si|відѣвъ|351|277388|| |1|1|0
же|Df|же|---------n|же|37|277388|| |1|1|0
диꙗволъ|Nb|дияволъ|-s---mn--i|діꙗволъ|431|277388|| |1|1|0
и|C-|и|---------n|і|5|277388|| |1|1|0
искони|Df|искони|---------n|ісконі|432|277388|| |1|1|0
ненавидꙗи|V-|ненавидѣти|-sppamn-wi|ненавідꙗі|279|277388|| |1|1|0
добра|A-|добрыи|-s---mgpsi|добра|357|277388|| |1|1|0
чл҃вка|Nb|человѣкъ|-s---mg--i|члвка|389|277388||· |1|1|0
ꙗко|G-|яко|---------n|ꙗко|303|277388|| |1|1|0
вьсю|Px|вьсь|-s---fa--i|вьсю|30|277388|| |1|1|0
надежю|Nb|надежа|-s---fa--i|надежоу|433|277388|| |1|1|0
свою|Pt|свои|3s---fa--i|свою|175|277388|| |1|1|0
на|R-|на|---------n|на|137|277388|| |1|1|0
г҃а|Nb|господь|-s---mg--i|га|12|277388|| |1|1|0
положилъ|V-|положити|-sspamn-si|положілъ|429|277388|| |1|1|0
есть|V-|быти|3spia----i|есть|23|277388|| |1|1|0
ст҃ыи|A-|святыи|-s---mnpwi|стьіі|8|277388|| |1|1|0
Борисъ|Ne|борисъ|-s---mn--i|борісъ|10|277388|| |1|1|0
начатъ|V-|начати|3saia----i|начатъ|119|277388|| |1|1|0
подвижьнѣи|A-|подвижьныи|-s---mncwi|подвіжьнѣі|434|277388|| |1|1|0
бываати|V-|бывати|--pna----i|бьівааті|435|277388||· |1|1|0
и|C-|и|---------n|і|5|277389|| |1|1|0
обрѣтъ|V-|обрѣсти|-supamn-si|обрѣтъ|177|277389|| |1|1|0
ꙗко|Dq|яко|---------n|ꙗко|122|277389|| |1|1|0
же|Df|же|---------n|же|37|277389|| |1|1|0
преже|Df|прѣже|---------n|преже|27|277389|| |1|1|0
Каина|Ne|каинъ#1|-s---mg--i|каіна|436|277389|| |1|1|0
на|R-|на|---------n|на|137|277389|| |1|1|0
братоубииство|Nb|братоубииство|-s---na--i|братоубііство|437|277389|| |1|1|0
горꙗща|V-|горѣти|-sppamg-si|горꙗща|251|277389||· |1|1|0
тако|Df|тако|---------n|тако|366|277389|| |1|1|0
же|Df|же|---------n|же|37|277389|| |1|1|0
и|Df|и|---------n|і|40|277389|| |1|1|0
Ст҃опълка|Ne|святопълкъ|-s---mg--i|стопълка|67|277389|| |1|1|0
по|R-|по|---------n|по|52|277389|| |1|1|0
истинѣ|Nb|истина|-s---fd--i|істінѣ|419|277389|| |1|1|0
въторааго|Mo|въторыи|-s---mg--i|въторааго|438|277389|| |1|1|0
Каина|Ne|каинъ#1|-s---mg--i|каіна|436|277389|| |1|1|0
улови|V-|уловити|3saia----i|улові|439|277389|| |1|1|0
мысль|Nb|мысль|-s---fn--i|мьісль|440|277389|| |1|1|0
ѥго|Pp|и|3s---mg--i|его|21|277389||· |1|1|0
ꙗко|G-|яко|---------n|ꙗко|303|277389|| |1|1|0
да|Df|да#1|---------n|да|298|277389|| |1|1|0
избиѥть|V-|избити|3spia----i|ізбіеть|441|277389|| |1|1|0
всꙗ|Px|вьсь|-p---ma--i|всꙗ|30|277389|| |1|1|0
наслѣдьникы|Nb|наслѣдьникъ|-p---ma--i|наслѣдьнікьі|442|277389|| |1|1|0
оц҃а|Nb|отьць|-s---mg--i|оца|14|277389|| |1|1|0
своѥго|Pt|свои|3s---mg--i|своего|175|277389||· |1|1|0
а|C-|а|---------n|а|50|277390|| |1|1|0
самъ|Pd|самъ|-s---mn--i|самъ|235|277390|| |1|1|0
приимьть|V-|прияти|3spia----i|пріімьть|393|277390|| |1|1|0
единъ|Ma|единъ|-s---mn--i|едінъ|58|277390|| |1|1|0
въсю|Px|вьсь|-s---fa--i|въсю|30|277390|| |1|1|0
власть|Nb|власть|-s---fa--i|власть|443|277390||· |1|1|0
тъгда|Df|тъгда|---------n|тъгда|317|277391|| |1|1|0
призъва|V-|призъвати|3saia----i|прізъва|147|277391|| |1|1|0
къ|R-|къ|---------n|къ|182|277391|| |1|1|0
себе|Pk|себе|3s---md--i|себе|17|277391|| |1|1|0
оканьныи|A-|оканьныи|-s---mnpwi|оканьньіі|82|277391|| |1|1|0
трьклꙗтыи|A-|триклятыи|-s---mnpwi|трьклꙗтьіі|444|277391|| |1|1|0
Свꙗтопълкъ|Ne|святопълкъ|-s---mn--i|свꙗтопълкъ|67|277391|| |1|1|0
съвѣтьникы|Nb|съвѣтьникъ|-p---ma--i|съвѣтьнікьі|445|277391|| |1|1|0
всему|Px|вьсь|-s---nd--i|всему|30|277391|| |1|1|0
злу|Nb|зъло|-s---nd--i|злу|446|277391||· |1|1|0
и|C-|и|---------n|і|5|277391|| |1|1|0
началникы|Nb|начальникъ|-p---ma--i|началнікьі|447|277391|| |1|1|0
всеи|Px|вьсь|-s---fd--i|всеі|30|277391|| |1|1|0
неправьдѣ|Nb|неправьда|-s---fd--i|неправьдѣ|448|277391||· |1|1|0
и|C-|и|---------n|і|5|277392|| |1|1|0
отъвьрзъ|V-|отъврѣсти|-supamn-si|отъвьрзъ|449|277392|| |1|1|0
пресквьрньнаꙗ|A-|прѣсквьрньныи|-p---napwi|пресквьрньнаꙗ|450|277392|| |1|1|0
уста|Nb|уста|-p---na--i|уста|451|277392|| |1|1|0
рече|V-|рещи|3saia----i|рече|18|277392||· |1|1|0
испусти|V-|испустити|3saia----i|іспусті|452|277393|| |1|1|0
зълыи|A-|зълыи|-s---mapwi|зъльіі|69|277393|| |1|1|0
гласъ|Nb|гласъ|-s---ma--i|гласъ|453|277393|| |1|1|0
Путьшинѣ|A-|путьшинъ|-s---fdpsi|путьшінѣ|454|277393|| |1|1|0
чади|Nb|чадь|-s---fd--i|чаді|455|277393||: |1|1|0
аще|G-|аще|---------n|аще|267|277394|| |1|1|0
убо|Df|убо|---------n|убо|25|277394|| |1|1|0
главы|Nb|глава|-p---fa--i|главьі|428|277394|| |1|1|0
своꙗ|Pt|свои|3p---fa--i|своꙗ|175|277394|| |1|1|0
обѣщасте|V-|обѣщати|2paia----i|обѣщасте|456|277394|| |1|1|0
сꙗ|Pk|себе|3s---qa--i|сꙗ|17|277394|| |1|1|0
положити|V-|положити|--pna----i|положіті|429|277394|| |1|1|0
за|R-|за|---------n|за|430|277394|| |1|1|0
мѧ|Pp|азъ|1s---ma--i|мꙗ|211|277394||· |1|1|0
шедъше|V-|ити|-pupamn-si|шедъше|135|277394|| |1|1|0
убо|Df|убо|---------n|убо|25|277394|| |1|1|0
братиꙗ|Nb|братия|-s---fn--i|братіꙗ|324|277394|| |1|1|0
моꙗ|Ps|мои|1s---fn--i|моꙗ|213|277394|| |1|1|0
отаи|Df|отаи|---------n|отаі|421|277394|| |1|1|0
къде|Dq|къдѣ|---------n|къде|457|277394|| |1|1|0
обрѧщете|V-|обрѣсти|2ppia----i|обрꙗщете|177|277394|| |1|1|0
брата|Nb|братъ|-s---mg--i|брата|75|277394|| |1|1|0
моѥго|Ps|мои|1s---mg--i|моего|213|277394|| |1|1|0
Бориса|Ne|борисъ|-s---mg--i|боріса|10|277394||· |1|1|0
съмотрьше|V-|съмотрити|-pupamn-si|съмотрьше|458|277394|| |1|1|0
времѧ|Nb|врѣмя|-s---na--i|времꙗ|49|277394|| |1|1|0
убиите|V-|убити|2ppma----i|убііте|85|277394|| |1|1|0
и|Pp|и|3s---ma--i|і|21|277394||· |1|1|0
и|C-|и|---------n|і|5|277395|| |1|1|0
обѣщаша|V-|обѣщати|3paia----i|обѣщаша|456|277395|| |1|1|0
сꙗ|Pk|себе|3s---qd--i|сꙗ|17|277395|| |1|1|0
ѥму|Pp|и|3s---md--i|ему|21|277395|| |1|1|0
тако|Df|тако|---------n|тако|366|277395|| |1|1|0
створити|V-|сътворити|--pna----i|створіті|166|277395||· |1|1|0
О|R-|о|---------n|о|51|277396|| |1|1|0
таковыихъ|A-|таковыи|-p---mlpwi|таковьііхъ|171|277396|| |1|1|0
бо|Df|бо|---------n|бо|172|277396|| |1|1|0
рече|V-|рещи|3saia----i|рече|18|277396|| |1|1|0
пророкъ|Nb|пророкъ|-s---mn--i|пророкъ|19|277396||: |1|1|0
Скори|A-|скорыи|-p---mnpsi|скорі|459|277397|| |1|1|0
суть|V-|быти|3ppia----i|суть|23|277397|| |1|1|0
кръвь|Nb|кръвь|-s---fa--i|кръвь|268|277397|| |1|1|0
пролиꙗти|V-|пролияти|--pna----i|проліꙗті|460|277397|| |1|1|0
бес|R-|без|---------n|бес|461|277397|| |1|1|0
правьды|Nb|правьда|-s---fg--i|правьдьі|462|277397||· |1|1|0
Си|Pd|сии|-p---mn--i|сі|28|277398|| |1|1|0
бо|Df|бо|---------n|бо|172|277398|| |1|1|0
обѣщавають|V-|обѣщевати|3ppia----i|обѣщавають|463|277398|| |1|1|0
сꙗ|Pk|себе|3s---qa--i|сꙗ|17|277398|| |1|1|0
кръви|Nb|кръвь|-s---fg--i|кръві|268|277398|| |1|1|0
и|C-|и|---------n|і|5|277398|| |1|1|0
събирають|V-|събирати|3ppia----i|събірають|464|277398|| |1|1|0
себе|Pk|себе|3s---qd--i|себе|17|277398|| |1|1|0
злаꙗ|A-|зълыи|-p---napwi|злаꙗ|69|277398||· |1|1|0
Сихъ|Pd|сии|-p---mg--i|сіхъ|28|277399|| |1|1|0
путьѥ|Nb|путь|-p---mn--i|путье|361|277399|| |1|1|0
суть|V-|быти|3ppia----i|суть|23|277399|| |1|1|0
събирающеи|V-|събирати|-pppamn-wi|събірающеі|464|277399|| |1|1|0
безаконие|Nb|безаконие|-s---na--i|безаконіе|465|277399|| |1|1|0
нечистиемь|Nb|нечьстие|-s---ni--i|нечістіемь|466|277400|| |1|1|0
свою|Pt|свои|3s---fa--i|свою|175|277400|| |1|1|0
душю|Nb|душа|-s---fa--i|душоу|252|277400|| |1|1|0
обиемлють|V-|обимати|3ppia----i|обіемлють|467|277400||· |1|1|0
блаженыи|A-|блаженыи|-s---mnpwi|блаженьіі|151|277401|| |1|1|0
же|Df|же|---------n|же|37|277401|| |1|1|0
Борисъ|Ne|борисъ|-s---mn--i|борісъ|10|277401|| |1|1|0
ꙗкоже|Dq|якоже|---------n|ꙗкоже|305|277401|| |1|1|0
сꙗ|Pk|себе|3s---qa--i|сꙗ|17|277401|| |1|1|0
бѣ|V-|быти|3siia----i|бѣ|23|277401|| |1|1|0
воротилъ|V-|воротити|-sspamn-si|воротілъ|468|277401|| |1|1|0
и|C-|и|---------n|і|5|277401|| |1|1|0
сталъ|V-|стати|-sspamn-si|сталъ|469|277401|| |1|1|0
бѣ|V-|быти|3siia----i|бѣ|23|277401|| |1|1|0
на|R-|на|---------n|на|137|277401|| |1|1|0
Льтѣ|Ne|льто|-s---nl--i|льтѣ|470|277401|| |1|1|0
шатьры|Nb|шатьръ|-p---mi--i|шатьрьі|471|277401||· |1|1|0
и|C-|и|---------n|і|5|277401|| |1|1|0
рѣша|V-|рещи|3paia----i|рѣша|18|277401|| |1|1|0
къ|R-|къ|---------n|къ|182|277401|| |1|1|0
нему|Pp|и|3s---md--i|нему|21|277401|| |1|1|0
дружина|Nb|дружина|-s---fn--i|дружіна|472|277401||: |1|1|0
поиди|V-|поити#1|2spma----i|поіді|299|277402|| |1|1|0
сѧди|V-|сѣсти|2spma----i|сꙗді|473|277402|| |1|1|0
Кыевѣ|Ne|кыевъ|-s---ml--i|кьіевѣ|411|277402|| |1|1|0
на|R-|на|---------n|на|137|277402|| |1|1|0
столѣ|Nb|столъ|-s---ml--i|столѣ|474|277402|| |1|1|0
отьни|A-|отьнь|-s---mlpsi|отьні|416|277402||· |1|1|0
се|I-|се|---------n|се|111|277403|| |1|1|0
бо|Df|бо|---------n|бо|172|277403|| |1|1|0
вси|Px|вьсь|-p---mn--i|всі|30|277403|| |1|1|0
вои|Nb|вои|-p---mn--i|воі|154|277403|| |1|1|0
въ|R-|въ|---------n|въ|1|277403|| |1|1|0
руку|Nb|рука|-d---fl--i|руку|155|277403|| |1|1|0
твоѥю|Ps|твои|2d---fl--i|твоею|165|277403|| |1|1|0
суть|V-|быти|3ppia----i|суть|23|277403||· |1|1|0
онъ|Pd|онъ|-s---mn--i|онъ|158|277404|| |1|1|0
же|Df|же|---------n|же|37|277404|| |1|1|0
имъ|Pp|и|3p---md--i|імъ|21|277404|| |1|1|0
отъвѣщааваше|V-|отъвѣщевати|3siia----i|отъвѣщааваше|475|277404||: |1|1|0
Не|Df|не|---------n|не|56|277405|| |1|1|0
буди|V-|быти|3spma----i|буді|23|277405|| |1|1|0
ми|Pp|азъ|1s---md--i|мі|211|277405|| |1|1|0
възꙗти|V-|възяти|--pna----i|възꙗті|476|277405|| |1|1|0
рукы|Nb|рука|-p---fa--i|рукьі|155|277405|| |1|1|0
на|R-|на|---------n|на|137|277405|| |1|1|0
брата|Nb|братъ|-s---mg--i|брата|75|277405|| |1|1|0
своѥго|Pt|свои|3s---mg--i|своего|175|277405|| |1|1|0
и|C-|и|---------n|і|5|277405|| |1|1|0
еще|Df|еще|---------n|еще|84|277405|| |1|1|0
же|Df|же|---------n|же|37|277405|| |1|1|0
и|Df|и|---------n|і|40|277405|| |1|1|0
на|R-|на|---------n|на|137|277405|| |1|1|0
старѣиша|A-|старыи|-s---mgcsi|старѣіша|63|277405|| |1|1|0
мене|Pp|азъ|1s---mg--i|мене|211|277405||· |1|1|0
егоже|Pr|иже|-s---mg--i|егоже|39|277405|| |1|1|0
быхъ|V-|быти|1saia----i|бьіхъ|23|277405|| |1|1|0
имѣлъ|V-|имѣти|-sspamn-si|імѣлъ|54|277405|| |1|1|0
акы|Df|акы|---------n|акьі|477|277405|| |1|1|0
отьца|Nb|отьць|-s---mg--i|отьца|14|277405||· |1|1|0
си|Pd|сии|-p---na--i|сі|28|277406|| |1|1|0
слышавъше|V-|слышати|-pupamn-si|сльішавъше|478|277406|| |1|1|0
вои|Nb|вои|-p---mn--i|воі|154|277406|| |1|1|0
разидоша|V-|разити|3paia----i|разідоша|479|277406|| |1|1|0
сꙗ|Pk|себе|3s---qa--i|сꙗ|17|277406|| |1|1|0
от|R-|отъ|---------n|от|57|277406|| |1|1|0
него|Pp|и|3s---mg--i|него|21|277406||· |1|1|0
а|C-|а|---------n|а|50|277407|| |1|1|0
самъ|Pd|самъ|-s---mn--i|самъ|235|277407|| |1|1|0
оста|V-|остати|3saia----i|оста|112|277407|| |1|1|0
тъкъмо|Df|тъкъмо#1|---------n|тъкъмо|356|277407|| |1|1|0
съ|R-|съ|---------n|съ|159|277407|| |1|1|0
отрокы|Nb|отрокъ|-p---mi--i|отрокьі|480|277407|| |1|1|0
своими|Pt|свои|3p---mi--i|своімі|175|277407||· |1|1|0
и|C-|и|---------n|і|5|277408|| |1|1|0
бꙗаше|V-|быти|3siia----i|бꙗаше|23|277408|| |1|1|0
въ|R-|въ|---------n|въ|1|277408|| |1|1|0
