torot_word|deep_cleaned
и|і
҃бъ|҃бъ
не|не
бꙑ|бъі
бꙑлъ|бъілъ
се.|се
а|а
оно|оно
диꙗвълъ|діꙗвълъ
то|то
и|і
самъ|самъ
ꙁълаꙗ|зълаꙗ
дѣла|дѣла
ѹкаꙁають|оуказають
ѿбѣгънѹти|отбѣгъноуті
себе.|себе
а|а
къ|къ
добрѹ|доброу
пристѹпити.|прістоупіті
тихꙑи|тіхъіі
бо|бо
и|і
себѣ|себѣ
ѥ|е
сладъкъ.|сладъкъ
и|і
инѣмъ|інѣмъ
на|на
ѹспѣхъ.|оуспѣхъ
а|а
гнѣливꙑи|гнѣлівъіі
и|і
самъ|самъ
себѣ|себѣ
ѥ|е
на|на
врѣдъ.|врѣдъ
и|і
инѣмъ|інѣмъ
на|на
пакость.|пакость
ничьтоже|нічьтоже
бо|бо
нѣсть|нѣсть
ꙁълѣѥ|зълѣе
҃члка|҃члка
сьрдита|сьрдіта
и|і
ничьтоже|нічьтоже
горьчеѥ.|горьчее
ѹне|оуне
ѥсть|есть
по|по
истинѣ|істінѣ
съ|съ
ꙁвѣрьми|звѣрьмі
жити.|жіті
неже|неже
съ|съ
тацѣмь|тацѣмь
҃члкъмь|҃члкъмь
ꙁвѣрь|звѣрь
бо|бо
ѥдиною|едіною
къде|къде
сѧ|сѧ
ѹкротить.|оукротіть
тѹ|тоу
же|же
въ|въ
обꙑчаи|объічаі
томь|томь
присно|прісно
прѣбꙑваѥть.|прѣбъіваеть
а|а
сего|сего
ѥлїшьдꙑ|елішьдъі
ѹкротиши.|оукротіші
то|то
пакꙑ|пакъі
акꙑ|акъі
ꙁвѣрь|звѣрь
бѹдеть.|боудеть
раꙁвѣ|развѣ
аще|аще
себе|себе
самъ|самъ
въ|въ
чинъ|чінъ
не|не
исправить.|ісправіть
ꙗкоже|ꙗкоже
бо|бо
дьнь|дьнь
тихъ|тіхъ
и|і
свѣтьлъ.|свѣтьлъ
и|і
дрѹгꙑи|дроугъіі
бѹрѧ|боурѧ
и|і
стѹдени|стоудені
пълнъ|пълнъ
сꙑ.|съі
такоже|такоже
ѥсть|есть
кротъкаго|кротъкаго
и|і
гнѣвьливаго|гнѣвьліваго
҃дша.|҃дша
аще|аще
женꙑ|женъі
бꙑ|бъі
не|не
бꙑло|бъіло
инѣмъ|інѣмъ
на|на
врѣдъ.|врѣдъ
нъ|нъ
себѣ|себѣ
тъчию.|тъчію
а|а
и|і
то|то
велико|веліко
ꙁъло|зъло
ѥже|еже
иномѹ|іномоу
на|на
врѣдъ|врѣдъ
бꙑти.|бъіті
то|то
ѡбаче|обаче
небрѣꙁѣмъ|небрѣзѣмъ
того.|того
нъ|нъ
съмотримъ|съмотрімъ
и|і
томѹ|томоу
самомѹ.|самомоу
колика|коліка
бѣда|бѣда
ѥсть|есть
отъ|отъ
того|того
гнѣва.|гнѣва
кꙑи|къіі
бо|бо
мѹчитель|моучітель
можеть|можеть
толма|толма
ребра|ребра
съкроити.|съкроіті
чи|чі
ли|лі
ражьнꙑ|ражьнъі
повирати|повіраті
тѣло.|тѣло
кꙑи|къіі
ли|лі
бѣсъ|бѣсъ
толма|толма
въꙁбѣсити|възбѣсіті
и|і
истѹпити|істоупіті
ѹма.|оума
ꙗкоже|ꙗкоже
гнѣвьливии|гнѣвьлівіі
и|і
бѹии|боуіі
творѧть.|творѧть
видѣхъ|відѣхъ
бо|бо
многꙑ|многъі
гнѣвъмь|гнѣвъмь
въ|въ
ꙗꙁѹ|ꙗзоу
въпадъша.|въпадъша
и|і
лѹщьши|лоущьші
огнь|огнь
отъ|отъ
того|того
бꙑваѥть.|бъіваеть
да|да
ѥлмаже|елмаже
тѣлѹ|тѣлоу
великъ|велікъ
врѣдъ|врѣдъ
бꙑваѥть.|бъіваеть
то|то
раꙁѹмѣи|разоумѣі
коликъ|колікъ
ти|ті
паче|паче
҃дши|҃дші
бꙑваѥть.|бъіваеть
нъ|нъ
не|не
рьци|рьці
ꙗко|ꙗко
не|не
вижю|віжоу
ѥго.|его
нъ|нъ
помꙑсли|помъіслі
понеже|понеже
приѥмлеть|пріемлеть
тѣло|тѣло
всѧ|всѧ
та|та
ѿ|от
гнѣва.|гнѣва
иꙁ|із
ѹма|оума
бо|бо
бꙑваѥть|бъіваеть
гнѣвъ.|гнѣвъ
мноꙁи|мнозі
бо|бо
и|і
очи|очі
си|сі
искаꙁиша|ісказіша
гнѣвъмь.|гнѣвъмь
и|і
въ|въ
недѹгъ|недоугъ
въпадоша|въпадоша
тѧжькъ.|тѧжькъ
а|а
иже|іже
прѣтьрпить|прѣтьрпіть
твьрдѣ.|твьрдѣ
то|то
тъ|тъ
ѹдобь|оудобь
прѣпроводить|прѣпроводіть
жиꙁнь|жізнь
свою.|свою
съмотри|съмотрі
брате|брате
коль|коль
ти|ті
нꙑ|нъі
тѧжько|тѧжько
велить|веліть
творити|творіті
диꙗволъ.|діꙗволъ
и|і
томѹ|томоу
вьсемѹ|вьсемоу
напьдѹ|напьдоу
нꙑ|нъі
даѥть|даеть
огнь|огнь
вѣчьнꙑи.|вѣчьнъіі
и|і
вадьца|вадьца
ѥсть|есть
на|на
вьсе|вьсе
ꙁъло.|зъло
и|і
врагъ|врагъ
҃спсению|҃спсенію
нашемѹ.|нашемоу
нъ|нъ
не|не
бѹдѣмъ|боудѣмъ
гнѣвьливи.|гнѣвьліві
да|да
не|не
бѹдѣмъ|боудѣмъ
бѣсомъ|бѣсомъ
въ|въ
радость.|радость
нъ|нъ
поѹчающе|пооучающе
сѧ|сѧ
въ|въ
҃стꙑихъ|҃стъііхъ
кънигахъ.|кънігахъ
бѹдѣмъ|боудѣмъ
же|же
кротъци|кротъці
тиси.|тісі
ѹтѣшителе.|оутѣшітеле
милостиви|мілостіві
а|а
не|не
ꙗри.|ꙗрі
да|да
и|і
сьде|сьде
поживъше.|пожівъше
и|і
бѹдющиихъ|боудющііхъ
҃блгъ|҃блгъ
насладимъ|насладімъ
сѧ.|сѧ
о|о
҃хѣ|҃хѣ
҃ісѣ|҃ісѣ
҃ги|҃гі
нашемь|нашемь
съ|съ
нимь|німь
же|же
҃оцю|҃оцоу
кѹпьно.|коупьно
съ|съ
҃стꙑимь|҃стъіімь
҃дхъмь|҃дхъмь
слава|слава
дьржава|дьржава
чьсть|чьсть
нꙑне|нъіне
и|і
присно|прісно
и|і
въ|въ
вѣкꙑ|вѣкъі
іѡана|іоана
ꙁлатоѹстаго|златооустаго
слово.|слово
ѥже|еже
не|не
послѹшати|послоушаті
иного|іного
ѡснованиꙗ|основаніꙗ
и|і
ѥже|еже
не|не
ѿчаꙗти|отчаꙗті
сѧ|сѧ
о|о
грѣсѣхъ|грѣсѣхъ
и|і
ѥже|еже
аще|аще
раба|раба
имаши|імаші
добра|добра
Не|не
моꙁѣмъ|мозѣмъ
бо|бо
слѹшати|слоушаті
ѥреси.|ересі
не|не
бо|бо
може|може
ничтоже|нічтоже
иного|іного
ѡснованиꙗ|основаніꙗ
положити|положіті
паче|паче
лежащааго.|лежащааго
нъ|нъ
на|на
томь|томь
ꙁиждѧмъ|зіждѧмъ
вѣрѹ|вѣроу
дьржаще|дьржаще
сѧ|сѧ
ѥго.|его
акꙑ|акъі
прꙋтиѥ|проутіе
винограда.|вінограда
не|не
бѹди|боуді
ничтоже|нічтоже
межю|межоу
҃хсъмь|҃хсъмь
и|і
нами.|намі
аще|аще
бо|бо
бѹдеть|боудеть
чьто|чьто
межю|межоу
нами|намі
то|то
погꙑбнемъ|погъібнемъ
скоро.|скоро
небонъ|небонъ
и|і
прѹтиѥ|проутіе
ѿ|от
съдьржаниꙗ|съдьржаніꙗ
пѹщаѥть|поущаеть
сокъ.|сокъ
ѥгда|егда
ли|лі
растѹпить|растоупіть
сѧ|сѧ
то|то
скоро|скоро
паде.|паде
не|не
имѣꙗ|імѣꙗ
чимь|чімь
сѧ|сѧ
опрѣти.|опрѣті
да|да
не|не
моꙁѣмъ|мозѣмъ
ѹбо|оубо
просто|просто
съдьржати|съдьржаті
сѧ|сѧ
съ|съ
҃хсъмь.|҃хсъмь
нъ|нъ
прилѣпимъ|прілѣпімъ
сѧ|сѧ
твьрдо|твьрдо
имь.|імь
аще|аще
бо|бо
ѿстѹпимъ|отстоупімъ
ѿ|от
него|него
то|то
погꙑбнемъ.|погъібнемъ
ѹдалѧющеи|оудалѧющеі
бо|бо
сѧ|сѧ
рече|рече
ѿ|от
тебе|тебе
погꙑбнѹть.|погъібноуть
да|да
прилѣпимъ|прілѣпімъ
сѧ|сѧ
ѥмь|емь
дѣлꙑ.|дѣлъі
иже|іже
бо|бо
рече|рече
творить|творіть
ꙁаповѣди|заповѣді
моꙗ.|моꙗ
тъ|тъ
въ|въ
мънѣ|мънѣ
прѣбꙑваѥть.|прѣбъіваеть
тъ|тъ
бо|бо
ѥсть|есть
глава.|глава
а|а
мꙑ|мъі
тѣло.|тѣло
то|то
можеть|можеть
ли|лі
чьто|чьто
раꙁно|разно
бꙑти|бъіті
межю|межоу
главою|главою
и|і
тѣлъмь.|тѣлъмь
самъ|самъ
бо|бо
основаниѥ|основаніе
а|а
мꙑ|мъі
ꙁьданиѥ.|зьданіе
самъ|самъ
виноградъ.|віноградъ
а|а
мꙑ|мъі
лоꙁиѥ.|лозіе
самъ|самъ
ꙁѧть.|зѧть
а|а
мꙑ|мъі
невѣстꙑ.|невѣстъі
самъ|самъ
пастѹхъ.|пастоухъ
а|а
мꙑ|мъі
овьцѧ.|овьцѧ
онъ|онъ
пѹть.|поуть
а|а
мꙑ|мъі
ходѧщеи.|ходѧщеі
пакꙑ|пакъі
мꙑ|мъі
҃цркꙑ.|҃цркъі
а|а
онъ|онъ
въселивꙑи|въселівъіі
сѧ.|сѧ
онъ|онъ
пьрвѣньць.|пьрвѣньць
а|а
мꙑ|мъі
братиꙗ.|братіꙗ
онъ|онъ
животъ|жівотъ
даꙗ.|даꙗ
а|а
мꙑ|мъі
живѹщеи.|жівоущеі
онъ|онъ
свѣтъ.|свѣтъ
а|а
мꙑ|мъі
просвѣщаѥми.|просвѣщаемі
тѣмьже|тѣмьже
ѹже|оуже
малоѥ|малое
се|се
нѣсть|нѣсть
мало|мало
нъ|нъ
вьсе.|вьсе
ѥгда|егда
бо|бо
мало|мало
чьто|чьто
съгрѣшимъ.|съгрѣшімъ
то|то
не|не
моꙁѣмъ|мозѣмъ
не|не
небрѣщи.|небрѣщі
аще|аще
ли|лі
небрѣжемъ|небрѣжемъ
ѥго.|его
то|то
малъ|малъ
мнимъ|мнімъ
скоро|скоро
бꙑваѥть|бъіваеть
великъ.|велікъ
такоже|такоже
бо|бо
и|і
риꙁа.|різа
аще|аще
сѧ|сѧ
начьнеть|начьнеть
дърати.|дъраті
то|то
небрѣгома|небрѣгома
бѹдеть|боудеть
то|то
съ|съ
проста|проста
раꙁдьреть|раздьреть
сѧ.|сѧ
или|ілі
аще|аще
крова|крова
мало|мало
съпадеть|съпадеть
съ|съ
храма.|храма
то|то
небрѣгъше|небрѣгъше
вьсь|вьсь
храмъ|храмъ
раꙁорить|разоріть
сѧ.|сѧ
да|да
и|і
мꙑ|мъі
се|се
помꙑшлѧюще.|помъішлѧюще
не|не
моꙁѣмъ|мозѣмъ
небрѣщи|небрѣщі
ѡ|о
малꙑихъ|малъііхъ
грѣсѣхъ.|грѣсѣхъ
да|да
не|не
въ|въ
великаꙗ|велікаꙗ
въпадемъ.|въпадемъ
аще|аще
бо|бо
небрѣщи|небрѣщі
начьнемъ.|начьнемъ
то|то
въ|въ
глѹбинѹ|глоубіноу
ꙁълобꙑ|зълобъі
въпадемъ|въпадемъ
сѧ.|сѧ
нъ|нъ
и|і
падъше|падъше
сѧ.|сѧ
то|то
не|не
моꙁѣмъ|мозѣмъ
ѿчаꙗти|отчаꙗті
сѧ|сѧ
ни|ні
сѧ|сѧ
облѣнити.|облѣніті
да|да
не|не
въпадемъ|въпадемъ
въ|въ
вѧщьша.|вѧщьша
не|не
ѹдобь|оудобь
бо|бо
ѥсть|есть
ѹже|оуже
иꙁити|ізіті
ѿтѹдѹ.|оттоудоу
нъ|нъ
крѣпѧщемѹ|крѣпѧщемоу
сѧ|сѧ
ꙁѣло.|зѣло
глѹбина|глоубіна
бо|бо
ѥсть|есть
грѣхъ|грѣхъ
беꙁдьньнаꙗ.|бездьньнаꙗ
и|і
долѹ|долоу
съводѧ|съводѧ
оскрьблѣѥть.|оскрьблѣеть
ꙗкоже|ꙗкоже
и|і
въпадъшимъ|въпадъшімъ
сѧ|сѧ
въ|въ
кладѧꙁь|кладѧзь
не|не
ѹдобь|оудобь
имъ|імъ
самѣмъ|самѣмъ
иꙁлѣсти.|ізлѣсті
нъ|нъ
ини|іні
имъ|імъ
сѹть|соуть
трѣбѣ|трѣбѣ
да|да
ꙗ|ꙗ
иꙁвлѣкѹть.|ізвлѣкоуть
такоже|такоже
и|і
въпадъшии|въпадъшіі
сѧ|сѧ
въ|въ
глѹбинѹ|глоубіноу
грѣха.|грѣха
нъ|нъ
съпѹстимъ|съпоустімъ
ѹжа|оужа
къ|къ
такꙑимъ|такъіімъ
и|і
иꙁвлѣчѣмъ|ізвлѣчѣмъ
ꙗ.|ꙗ
паче|паче
же|же
достоить|достоіть
не|не
тꙑ|тъі
тъчию.|тъчію
нъ|нъ
и|і
сами|самі
сѧ|сѧ
дадимъ|дадімъ
да|да
въꙁидемъ.|възідемъ
не|не
толми|толмі
ѥлмаже|елмаже
сънидохомъ.|сънідохомъ
нъ|нъ
вельми|вельмі
вꙑше|въіше
аще|аще
въсхощемъ.|въсхощемъ
небонъ|небонъ
и|і
҃бъ|҃бъ
помагаѥть|помагаеть
нꙑ.|нъі
не|не
бо|бо
хощеть|хощеть
съмьрти|съмьрті
грѣшьникѹ.|грѣшьнікоу
нъ|нъ
въꙁвратити|възвратіті
сѧ|сѧ
и|і
жити.|жіті
да|да
никтоже|ніктоже
васъ|васъ
не|не
моꙁи.|мозі
ѿчаꙗти|отчаꙗті
сѧ.|сѧ
и|і
никтоже|ніктоже
да|да
не|не
страждеть|страждеть
страстию|страстію
нечьстивꙑихъ.|нечьстівъііхъ
тѣхъ|тѣхъ
бо|бо
ѥсть|есть
такꙑи|такъіі
грѣхъ.|грѣхъ
нечьстивꙑи|нечьстівъіі
бо|бо
҃члкъ|҃члкъ
въ|въ
глѹбинѹ|глоубіноу
дошьдъ|дошьдъ
ꙁъла|зъла
не|не
брѣжеть.|брѣжеть
тѣмьже|тѣмьже
не|не
множьство|множьство
грѣхъ|грѣхъ
творить|творіть
ѿчаꙗниѥ.|отчаꙗніе
нъ|нъ
волѧ|волѧ
нечьстивааго.|нечьстівааго
аще|аще
бо|бо
и|і
вьсѧкѹ|вьсѧкоу
ꙁълобѹ|зълобоу
съконьчаѥши.|съконьчаеші
то|то
рьци|рьці
въ|въ
собѣ.|собѣ
҃члколюбьць|҃члколюбьць
ѥсть|есть
҃бъ.|҃бъ
и|і
҃спсению|҃спсенію
нашемѹ|нашемоу
хощеть.|хощеть
аще|аще
бѹдѹть|боудоуть
рече|рече
грѣси|грѣсі
ваши|ваші
ꙗко|ꙗко
брощь.|брощь
то|то
ꙗко|ꙗко
снѣгъ|снѣгъ
ѹбѣлю|оубѣлю
ꙗ.|ꙗ
и|і
прѣставлю|прѣставлю
вꙑ|въі
на|на
инꙑ|інъі
пакꙑ|пакъі
обꙑчаꙗ.|объічаꙗ
да|да
не|не
моꙁѣмъ|мозѣмъ
ѹбо|оубо
ѿчаꙗти|отчаꙗті
сѧ.|сѧ
нѣсть|нѣсть
бо|бо
тако|тако
люто|люто
ѥже|еже
пасти|пасті
сѧ|сѧ
ꙗкоже|ꙗкоже
падъшемъ|падъшемъ
лежати.|лежаті
ни|ні
ѥсть|есть
люто|люто
ѥже|еже
ꙗꙁвѹ|ꙗзвоу
приꙗти.|пріꙗті
нъ|нъ
ѥже|еже
приимъше|пріімъше
ꙗꙁвѹ.|ꙗзвоу
ти|ті
не|не
хотѣти|хотѣті
иꙁврачевати.|ізврачеваті
къто|къто
бо|бо
похвалить|похваліть
сѧ|сѧ
чисто|чісто
имѣти|імѣті
҃срдце.|҃срдце
или|ілі
кто|кто
дьрꙁнеть|дьрзнеть
чистъ|чістъ
нарещи|нарещі
сѧ|сѧ
ѿ|от
грѣхъ.|грѣхъ
се|се
же|же
҃глю|҃глю
да|да
не|не
створѹ|створоу
васъ|васъ
слабѣиша.|слабѣіша
нъ|нъ
да|да
въꙁбраню|възбраню
не|не
въпадати|въпадаті
вамъ|вамъ
въ|въ
ѿчаꙗнїѥ.|отчаꙗніе
нъ|нъ
хощи|хощі
ли|лі
ѹвѣдѣти|оувѣдѣті
какъ|какъ
ти|ті
ѥсть|есть
҃блгъ|҃блгъ
҃влдка|҃влдка
нашь.|нашь
иꙁиде|ізіде
бо|бо
мꙑтоимьць|мъітоімьць
тьмами|тьмамі
ꙁъли|зълі
пълнъ.|пълнъ
и|і
рече|рече
ѿ|от
вѣрꙑ|вѣръі
҃влдко|҃влдко
ѡцѣсти|оцѣсті
мѧ.|мѧ
и|і
съниде|съніде
оправьданъ.|оправьданъ
и|і
пр҇ⷪркъмь|проркъмь
рече|рече
҃гь.|҃гь
грѣха|грѣха
ради|раді
малъмь|малъмь
нѣчимь|нѣчімь
оскрьбихъ|оскрьбіхъ
и.|і
и|і
видѣхъ|відѣхъ
ꙗко|ꙗко
печальнъ|печальнъ
бꙑсть.|бъість
и|і
поиде|поіде
дрѧхлъ|дрѧхлъ
и|і
исцѣлихъ|ісцѣліхъ
и.|і
да|да
чьто|чьто
тъчьно|тъчьно
такомѹ|такомоу
҃члколюбию.|҃члколюбію
да|да
бѹдеть|боудеть
рече|рече
тъчию|тъчію
ѡ|о
грѣсе|грѣсе
дрѧхлъ.|дрѧхлъ
то|то
ѿпѹщю|отпоущоу
грѣхъ|грѣхъ
ѥго.|его
мꙑ|мъі
же|же
и|і
того|того
не|не
творимъ.|творімъ
тѣмьже|тѣмьже
паче|паче
҃ба|҃ба
раꙁгнѣваѥмъ.|разгнѣваемъ
иже|іже
бо|бо
и|і
хѹдѣ|хоудѣ
҃млстивъ|҃млстівъ
не|не
бѹдеть.|боудеть
то|то
въ|въ
правьдѹ|правьдоу
того|того
не|не
годѹѥмъ.|годоуемъ
и|і
въ|въ
лютѹю|лютоую
нꙑ|нъі
мѹкѹ|моукоу
въвьржеть.|въвьржеть
иꙁьдрѧдьнѣѥ|ізьдрѧдьнѣе
бо|бо
небрѣжениѥ|небрѣженіе
се|се
ѥсть.|есть
кто|кто
бо|бо
поскьрбѣ|поскьрбѣ
коли|колі
грѣха|грѣха
дѣлма.|дѣлма
кто|кто
ли|лі
въꙁдъхнѹ|въздъхноу
или|ілі
кто|кто
по|по
пьрсьмъ|пьрсьмъ
сѧ|сѧ
въꙁби.|възбі
кто|кто
ли|лі
попече|попече
сѧ|сѧ
о|о
нихъ.|ніхъ
аꙁъ|азъ
мьню|мьню
ꙗко|ꙗко
никтоже.|ніктоже
нъ|нъ
плачють|плачоуть
сѧ|сѧ
҃члвци.|҃члвці
дьни|дьні
мъногꙑ|мъногъі
иꙁдрѧдь.|іздрѧдь
ѹмирающиихъ|оумірающііхъ
дѣлѧ|дѣлѧ
рабъ.|рабъ
и|і
тъщетꙑ|тъщетъі
имѣниꙗ.|імѣніꙗ
а|а
҃дшю|҃дшоу
гѹбѧще|гоубѧще
въинѹ.|въіноу
ни|ні
на|на
ѹмѣ|оумѣ
си|сі
того|того
полагають.|полагають
да|да
како|како
имаши|імаші
мощи|мощі
ѹмолити|оумоліті
҃ба.|҃ба
ѥгда|егда
ни|ні
помꙑшьлѧѥши|помъішьлѧеші
ако|ако
съгрѣшилъ|съгрѣшілъ
ѥси.|есі
ѥи|еі
рече|рече
съгрѣшихъ.|съгрѣшіхъ
то|то
ꙗꙁꙑкъмь|ꙗзъікъмь
ли|лі
ми|мі
҃глеши.|҃глеші
нъ|нъ
рьци|рьці
ѹмъмь|оумъмь
и|і
иꙁ|із
глѹбинꙑ|глоубінъі
въꙁдъхни.|въздъхні
да|да
не|не
тѹжиши|тоужіші
вꙑинѹ.|въііноу
небонъ|небонъ
аще|аще
бꙑхомъ|бъіхомъ
тѹжили|тоужілі
о|о
грѣсѣхъ.|грѣсѣхъ
то|то
не|не
бꙑ|бъі
насъ|насъ
ничьтоже|нічьтоже
оскьрбило.|оскьрбіло
печали|печалі
сеи|сеі
ѿгонѧщи|отгонѧщі
вьсѧкѹ|вьсѧкоу
слабосТь.|слабость
нъ|нъ
ино|іно
добро|добро
бꙑхомъ|бъіхомъ
приѡбрѣтали.|пріобрѣталі
съ|съ
истовѣданиѥмь|істовѣданіемь
ѥже|еже
не|не
погрѹжати|погроужаті
сѧ|сѧ
печалию|печалію
житиꙗ|жітіꙗ
сего.|сего
тѣмь|тѣмь
бо|бо
бꙑхомъ|бъіхомъ
вѧщьшиими|вѧщьшіімі
ѹмолили|оумолілі
҃ба|҃ба
ꙗкоже|ꙗкоже
и|і
нꙑнечю|нъінечоу
гнѣваѥмъ.|гнѣваемъ
и|і
ꙗже|ꙗже
творимъ.|творімъ
боле|боле
бо|бо
рьци|рьці
мї|мі
аще|аще
имаши|імаші
такого|такого
раба.|раба
много|много
ꙁъла|зъла
приѥмлюща|пріемлюща
ѿ|от
дрѹжинꙑ.|дроужінъі
ти|ті
не|не
брѣгѹще|брѣгоуще
о|о
всемь|всемь
томь.|томь
нъ|нъ
тъчию|тъчію
ѡ|о
томь|томь
сѧ|сѧ
пекѹща.|пекоуща
ѥже|еже
тебѣ|тебѣ
не|не
раꙁгнѣвати.|разгнѣваті
то|то
не|не
довълѣѥ|довълѣе
ли|лі
ѥмѹ|емоу
та|та
доброта|доброта
ѥдина.|едіна
твои|твоі
бо|бо
гнѣвъ|гнѣвъ
расꙑпа.|расъіпа
воле|воле
же|же
пакꙑ.|пакъі
аще|аще
не|не
брѣщи|брѣщі
начьнеть|начьнеть
нъ|нъ
о|о
клеврѣтѣхъ|клеврѣтѣхъ
тъчию|тъчію
пещи|пещі
начьнеть.|начьнеть
ѥже|еже
тебѣ|тебѣ
ѥ|е
на|на
гнѣвъ.|гнѣвъ
то|то
не|не
самъ|самъ
ли|лі
мѹкѹ|моукоу
въꙁдигнѣть.|въздігнѣть
тако|тако
ти|ті
и|і
҃бъ|҃бъ
творить|творіть
намъ.|намъ
ѥгда|егда
не|не
брѣжемъ|брѣжемъ
о|о
гнѣвѣ|гнѣвѣ
ѥго.|его
то|то
паче|паче
вѧщьшии|вѧщьшіі
гнѣвъ|гнѣвъ
наносимъ|наносімъ
на|на
сѧ.|сѧ
хощеть|хощеть
бо.|бо
да|да
сами|самі
сѧ|сѧ
мѹкꙑ|моукъі
грѣховьнꙑꙗ|грѣховьнъіꙗ
иꙁмолимъ.|ізмолімъ
того|того
бо|бо
дѣлѧ|дѣлѧ
мѹкѹ|моукоу
на|на
нꙑ|нъі
пѹщаѥть.|поущаеть
да|да
страхъ|страхъ
ѥго|его
небрѣжениѥ|небрѣженіе
наше|наше
ѿженеть.|отженеть
ѥгда|егда
ли|лі
прѣщениꙗ|прѣщеніꙗ
ѥдиного|едіного
ѹбоимъ|оубоімъ
сѧ.|сѧ
то|то
не|не
да|да
искѹшениꙗ|іскоушеніꙗ
приꙗти.|пріꙗті
Нъ|нъ
смотри|смотрі
чьто|чьто
ти|ті
рече|рече
къ|къ
ѥремии|ереміі
҃бъ|҃бъ
не|не
видиши|відіші
ли|лі
чьто|чьто
ти|ті
творѧть.|творѧть
҃оци|҃оці
ихъ|іхъ
огнь|огнь
гнѣтѧть.|гнѣтѧть
а|а
҃снове|҃снове
ихъ|іхъ
събирають|събірають
дръва.|дръва
и|і
женꙑ|женъі
ихъ|іхъ
съвалѧють|съвалѧють
лои.|лоі
да|да
боꙗти|боꙗті
сѧ|сѧ
братиꙗ.|братіꙗ
ѥда|еда
и|і
ѡ|о
насъ|насъ
тако|тако
речеть.|речеть
никтоже|ніктоже
бо|бо
не|не
ищеть|іщеть
҃хсова.|҃хсова
нъ|нъ
къждо|къждо
своѥго|своего
ꙁъла.|зъла
҃снове|҃снове
бо|бо
ихъ|іхъ
въ|въ
сквьрнѹ|сквьрноу
текѹть.|текоуть
а|а
҃оци|҃оці
имъ|імъ
въ|въ
лихоиманиѥ.|ліхоіманіе
и|і
въ|въ
граблениѥ|грабленіе
ꙁлаꙗ.|злаꙗ
а|а
женꙑ|женъі
ихъ|іхъ
въ|въ
житиискꙑꙗ|жітііскъіꙗ
славꙑ.|славъі
неже|неже
тъчию|тъчію
въꙁбранѧюща|възбранѧюща
мѹжемъ.|моужемъ
нъ|нъ
и|і
поѹщающа|пооущающа
на|на
ꙁло.|зло
стани|стані
бо|бо
на|на
търгѹ.|търгоу
ти|ті
въпроси|въпросі
идѹщаꙗ.|ідоущаꙗ
да|да
ти|ті
не|не
бѹде|боуде
ни|ні
ѥдиного|едіного
же|же
҃дховьнꙑꙗ.|҃дховьнъіꙗ
дѣлѧ|дѣлѧ
вещи|вещі
текѹща.|текоуща
нъ|нъ
вьсѧ|вьсѧ
плътьскꙑихъ|плътьскъііхъ
ради|раді
текѹща.|текоуща
да|да
доколѣ|доколѣ
не|не
помѧнемъ|помѧнемъ
сѧ.|сѧ
доколѣ|доколѣ
ѹбо|оубо
тѧжькъмь|тѧжькъмь
сънъмь|сънъмь
съпимъ.|съпімъ
то|то
нѣсмь|нѣсмь
ли|лі
ѥще|еще
сꙑти|съіті
ꙁъла.|зъла
и|і
беꙁбожьнꙑихъ|безбожьнъііхъ
словесъ.|словесъ
довълѣѥть|довълѣеть
бо|бо
нꙑ|нъі
самоꙗ|самоꙗ
вещи|вещі
искѹсъ.|іскоусъ
ѹкаꙁати|оуказаті
въ|въ
настоꙗщиихъ|настоꙗщііхъ
ѹмалениѥ.|оумаленіе
҃члвци|҃члвці
бо|бо
ѹчаще|оучаще
сѧ|сѧ
въ|въ
нꙑнешьнии|нъінешьніі
прѣмѹдрости.|прѣмоудрості
и|і
ничтоже|нічтоже
не|не
вѣдѹще|вѣдоуще
бѹдѹщиихъ.|боудоущііхъ
нъ|нъ
раꙁѹмѣвъше|разоумѣвъше
тъчию|тъчію
сихъ|сіхъ
вещии.|вещіі
мъногѹю|мъногоую
хѹдость.|хоудость
да|да
тѣмь|тѣмь
ѥꙗ|еꙗ
осташа|осташа
сѧ.|сѧ
тѣмьже|тѣмьже
толикѹ|толікоу
добрѹ|доброу
съподобиша|съподобіша
сѧ.|сѧ
а|а
посредѣ|посредѣ
валѧꙗи|валѧꙗі
сѧ.|сѧ
и|і
не|не
прѣꙁьрѧ|прѣзьрѧ
малꙑихъ|малъііхъ
великꙑихъ|велікъііхъ
дѣлѧ.|дѣлѧ
а|а
҃ба|҃ба
слꙑшать|слъішать
покаꙁающа.|показающа
и|і
ѿкрꙑвающа.|откръівающа
и|і
тако|тако
ѡбѣщаниꙗ|обѣщаніꙗ
вѣдѹще.|вѣдоуще
по|по
что|что
не|не
могоша|могоша
сии|сіі
ѹдьржати|оудьржаті
сѧ.|сѧ
ꙗже|ꙗже
покаꙁаша|показаша
ѹдьржаниꙗ|оудьржаніꙗ
добрии.|добріі
чающе|чающе
обѣтъ|обѣтъ
великꙑи.|велікъіі
коѥго|коего
бо|бо
ѡбѣта|обѣта
начаꙗвъше|начаꙗвъше
сѧ.|сѧ
ти|ті
нищетꙑ|ніщетъі
доидоша.|доідоша
не|не
ꙁане|зане
ли|лі
раꙁѹмѣша|разоумѣша
ꙁѣло.|зѣло
ꙗко|ꙗко
нищета|ніщета
ѥсть|есть
ѹньшии|оуньшіі
҃батьства.|҃батьства
коѥꙗ|коеꙗ
жиꙁни|жізні
