torot_word|deep_cleaned
а꙼нг͠лы̇|анг҃лъі
и̇|і
долѣ|долѣ
кореть|кореть
чл͠ци|чл҃ці
горѣ|горѣ
хероувими|хероувімі
ѥ̇моу|емоу
прѣстоли|прѣстолі
долѣ|долѣ
пещера|пещера
и̇|і
ꙗ̇сли|ꙗслі
ѥ̇мꙋ|емоу
мѣсто|мѣсто
горѣ|горѣ
вь|вь
славѣ|славѣ
неи̇сповѣдимѣи̇|неісповѣдімѣі
ѡ̇дѣꙗ̇нь|одѣꙗнь
и̇|і
долѣ|долѣ
вь|вь
пеленахь|пеленахь
ѡ̇бьвыть|обьвъіть
горѣ|горѣ
серафиⷨ|серафім
не|не
смѣѫ̇ть|смѣѫть
ꙁрѣти|зрѣті
и̇|і
долѣ|долѣ
блѫдꙿница|блѫдніца
по|по
ноꙁѣ|нозѣ
се|се
дрьжить|дрьжіть
є̇моу|емоу
горѣ|горѣ
нбнⷭ҇ыѫ̇|нбнсъіѫ
силы|сілъі
не|не
смѣѫ̇ть|смѣѫть
пристѫпити|прістѫпіті
и̇|і
долѣ|долѣ
сь|сь
грѣшꙿныкы|грѣшнъікъі
ꙗ̇сть|ꙗсть
горѣ|горѣ
цр͠ь|цр҃ь
надь|надь
цр͠и|цр҃і
и̇|і
долѣ|долѣ
оу̇богь|оубогь
є̇сть|есть
и̇|і
не|не
и̇мѣѥ|імѣе
ни|ні
гдѣ|гдѣ
главы|главъі
подьклонити|подьклоніті
горѣ|горѣ
вꙿсеи̇|всеі
твари|тварі
сꙋди|соуді
е̇сть|есть
и̇|і
долѣ|долѣ
беꙁь|безь
грѣха|грѣха
ѿ|от
пилата|пілата
сѫдь|сѫдь
приѥ̇млеть|пріемлеть
се|се
вьсе|вьсе
наⷭ҇|нас
дѣльма|дѣльма
милость|мілость
сьтвори|сьтворі
се|се
все|все
наⷭ҇|нас
ради|раді
оу̇богыхь|оубогъіхь
чл͠кь|чл҃кь
сьдѣꙗ̇|сьдѣꙗ
вь|вь
тьмѣ|тьмѣ
сѣдѫще|сѣдѫще
невѣдѣниꙗ̇|невѣдѣніꙗ
дѣє̇ть|дѣеть
така|така
бо|бо
и̇мамы|імамъі
млⷭ҇тива|млстіва
влкⷣѫ|влкдѫ
и̇|і
г͠а|г҃а
да|да
є̇гаⷣ|егад
прѣбольше|прѣбольше
вь|вь
нечьтⷭ҇ие̇|нечьтсіе
вьнидохомь|вьнідохомь
и̇|і
ꙁлѣ|злѣ
все|все
створихомь|створіхомь
и̇|і
соупостати|соупостаті
є̇мꙋ|емоу
быхомь|бъіхомь
ѿбѣгьшеи̇|отбѣгьшеі
ѿ|от
него|него
ты|тъі
быхомь|бъіхомь
доⷭ҇и̇ни|досіні
сѫдь|сѫдь
гⷪрькы|горькъі
и̇|і
люты|лютъі
приѧ̇ти|пріѧті
и̇|і
тогаⷣ|тогад
великѫѫ̇|велікѫѫ
мⷧтⷭь|млтсь
и̇|і
чл͠колюбиє̇|чл҃колюбіе
ѿ|от
негѻ|него
приѧ̇хомь|пріѧхомь
коѥ̇и|коеі
бо|бо
чтⷭ҇ь|чтсь
и̇же|іже
вь|вь
твари|тварі
бл͠аго|бл҃аго
не|не
послоужихомь|послоужіхомь
кымь|къімь
не|не
пом͠лихомь|пом҃ліхомь
сѧ|сѧ
и̇|і
слоужихомь|слоужіхомь
бѣсомъ|бѣсомъ
коє̇|кое
ꙁло|зло
и̇|і
ськꙿвꙿрьнениє̇|ськврьненіе
и̇|і
сьбесꙿчьстиѥ̇|сьбесчьстіе
нами|намі
сѧ|сѧ
не|не
сꙿтвори|створі
и̇ли|ілі
почⷭ҇ть|почсть
не|не
приѧ̇ть|пріѧть
ѿ|от
наⷭ҇|нас
раꙁвѣ|развѣ
є̇диного|едіного
и̇стинꙿнаа̇го|істіннааго
вꙿсѧ|всѧ
б͠гы|б҃гъі
приꙁвахомь|прізвахомь
н͠бо|н҃бо
и̇|і
ꙁемлѧ|землѧ
и̇|і
слн͠це|слн҃це
и̇|і
лоунѫ|лоунѫ
и̇|і
ꙁвѣꙁды|звѣздъі
и̇|і
горы|горъі
и̇|і
хльми|хльмі
и̇|і
дѫбиє̇|дѫбіе
и̇|і
и̇сточꙿныкь|істочнъікь
и̇|і
рѣкы|рѣкъі
и̇|і
камениє̇|каменіе
и̇|і
скоты|скотъі
всѣкы|всѣкъі
кь|кь
семоу|семоу
же|же
є̇ще|еще
и̇|і
сладостъ|сладостъ
и̇|і
оу̇биѥ̇ниє̇|оубіеніе
и̇|і
желаниѥ̇|желаніе
и̇|і
татьбѫ|татьбѫ
и̇|і
блѫдъ|блѫдъ
И̇|і
не|не
раꙁꙋмѣхоу|разоумѣхоу
и̇|і
ко|ко
б͠гы|б҃гъі
чьтѣхоу|чьтѣхоу
ты|тъі
ꙗ̇ꙃы|ꙗзъі
вса|вса
тако|тако
бо|бо
ни|ні
прѣльсти|прѣльсті
льстивии|льстівіі
сотона|сотона
ꙗ̇коже|ꙗкоже
сꙿкврьнымь|скврьнъімь
дѣломъ|дѣломъ
пⷪклѣнѣти|поклѣнѣті
и̇|і
и̇мѣти|імѣті
ꙗ̇ко|ꙗко
б͠гы|б҃гъі
нь|нь
и̇|і
тацѣмꙿ|тацѣм
ны|нъі
сꙋщимь|соущімь
и̇|і
бл͠годѣтивь|бл҃годѣтівь
б͠ь|б҃ь
не|не
прѣꙁрѣ|прѣзрѣ
наⷭ҇|нас
ни|ні
ѻ̇ста|оста
наⷭ҇|нас
вь|вь
тои̇|тоі
сꙿкврьнѣ|скврьнѣ
оу̇тоноути|оутоноуті
нь|нь
и̇деже|ідеже
прѣоумножи|прѣоумножі
сѧ|сѧ
грѣхꙿ|грѣх
и̇|і
тꙋ|тоу
и̇ꙁлиха|ізліха
бⷭ҇ы̇|бсъі
бл͠годѣть|бл҃годѣть
и|і
сьдѣлѣ|сьдѣлѣ
жє|же
добродѣтєль|добродѣтель
ѥ̇го|его
нашемоу|нашемоу
неприꙗ̇ꙁꙿньствоу|непріꙗзньствоу
да|да
щедрьствомь|щедрьствомь
и̇|і
млтⷭ҇иѫ̇|млтсіѫ
великоѫ̇|велікоѫ
приде|пріде
кь|кь
намь|намь
спⷭ҇ь|спсь
грѣшникомь|грѣшнікомь
самь|самь
наше|наше
врѣды|врѣдъі
и̇цѣлаѫ̇|іцѣлаѫ
ськры|ськръі
своє̇|свое
бж͠ество|бж҃ество
вь|вь
пльти|пльті
ꙗ̇ко|ꙗко
и̇|і
вь|вь
а꙼дѣ|адѣ
сьмрꙿтьнѣ|сьмртьнѣ
и̇|і
на|на
є̇ство|ество
приє̇мь|пріемь
и̇|і
чл͠комь|чл҃комь
сп͠сениѥ̇|сп҃сеніе
сьтвори|сьтворі
оу꙼гасиви|оугасіві
сꙿмрьть|смрьть
и̇|і
раꙁрⷣоуши|разрдоуші
бєꙁьчⷭ҇тие̇|безьчстіе
и̇|і
невѣрьство|невѣрьство
и̇|і
свеꙁа|свеза
вь|вь
бѣсовьскы̇|бѣсовьскъі
плькы̇|плькъі
и̇|і
ѡ̇стывь|остъівь
ни|ні
ѡ̇мраченꙿыѫ̇|омраченъіѫ
и̇|і
и̇стинꙿноѥ̇|істінное
видѣниє̇|відѣніе
вьсади|вьсаді
вь|вь
наⷭ҇|нас
и̇|і
вꙿсе|все
житиє̇|жітіе
прѣставивь|прѣставівь
и̇|і
оу̇нывьшеѥ|оунъівьшее
на|на
бесꙿмр͠тыє̇|бесмр҃тъіе
прѣстави|прѣставі
и̇|і
н͠ше|н҃ше
смѣшениѥ̇|смѣшеніе
вь|вь
ꙁемлꙋ|землоу
прѣклонено|прѣклонено
на|на
нб͠о|нб҃о
гледати|гледаті
оу꙼строи̇|оустроі
и̇|і
сьнабьдѣвꙿшимь|сьнабьдѣвшімь
ꙁаповѣди|заповѣді
ѥ̇го|его
цр͠ьство|цр҃ьство
ни|ні
далъ|далъ
є̇сть|есть
и̇|і
равьны|равьнъі
ни|ні
сь|сь
а꙼нг͠лы|анг҃лъі
створи|створі
сегⷪ|сего
дѣльма|дѣльма
лыкьствоуѥ̇мь|лъікьствоуемь
ц͠роу|ц҃роу
и̇ꙁьбавꙿникоу|ізьбавнікоу
нашемꙋ|нашемоу
днⷭ҇е|днсе
праꙁноуѫ̇ще|празноуѫще
раоуⷣє̇мь|раоудемь
сѧ|сѧ
похвалимь|похвалімь
оу꙼бо|оубо
братиѥ̇|братіе
ѿ|от
вꙿсеѫ̇|всеѫ
силоѫ̇|сілоѫ
бл͠годавъца|бл҃годавъца
нш͠его|нш҃его
и̇|і
добриⷨ|добрім
дѣлы|дѣлъі
оу̇красимь|оукрасімь
(се)|се
а꙼|а
не|не
рыꙁами|ръізамі
и̇|і
насладимь|насладімь
се|се
хвалами|хваламі
єго|его
а꙼|а
не|не
виномь|віномь
и̇|і
дары|даръі
принесемь|прінесемь
вьси|вьсі
ꙗ̇ко|ꙗко
влъсви|влъсві
цр͠ю|цр҃ю
прѣславномꙋ|прѣславномоу
и̇|і
не|не
бѫдѣмь|бѫдѣмь
хꙋждъши|хоуждъші
тѣхь|тѣхь
перꙿсѣнь|персѣнь
невѣрны̇хъ|невѣрнъіхъ
понеже|понеже
ѡ̇ни|оні
принесошѧ|прінесошѧ
ꙁлато|злато
а꙼ко|ако
ц͠рѣ|ц҃рѣ
чьтѧщє|чьтѧще
ꙁлато|злато
бо|бо
дань|дань
ц͠рѣ|ц҃рѣ
е̇сть|есть
принесѣмꙿ|прінесѣм
имы̇|імъі
вь|вь
ꙁлата|злата
мѣста|мѣста
вѣрѫ|вѣрѫ
несꙿкꙿ[вьр]ннѫ|несквьрннѫ
и̇|і
ꙁаконь|законь
истины̇|істінъі
принес[о]шѧ|прінесошѧ
ѡ̇ны|онъі
ливань|лівань
добровоньств[о]мь|добровоньствомь
б͠жества|б҃жества
ѥⷭ҇ства|есства
ѥ̇мꙋ|емоу
ꙗ̇влаѧ̇ще|ꙗвлаѧще
темиꙗ̇нъ|теміꙗнъ
добровонꙿны|добровоннъі
б͠оу|б҃оу
на|на
чⷭ҇ть|чсть
приносѧть|пріносѧть
принесемь|прінесемь
жⷷ҇|же
мы|мъі
вь|вь
ливана|лівана
мѣсто|мѣсто
житиє̇|жітіе
добро|добро
вонѣѫ̇ще|вонѣѫще
и̇|і
оу꙼гожеⷣниє̇мь|оугожедніемь
кь|кь
б͠оу|б҃оу
принесоше|прінесоше
же|же
и̇ꙁꙿмирьнѫ|ізмірьнѫ
ꙗ̇влꙗюще|ꙗвлꙗюще
оу꙼мр͠щениє̇|оумр҃щеніе
г͠не|г҃не
ꙁа|за
вьсе|вьсе
чл͠кы|чл҃къі
и̇ꙁꙿмирꙿнѫ|ізмірнѫ
и̇же|іже
помаꙁовахѫ|помазовахѫ
мр͠тваа꙼го|мр҃твааго
прьвии̇|прьвіі
принесемь|прінесемь
и̇|і
мы|мъі
оу꙼мр͠щениѥ̇|оумр҃щеніе
оу̇домь|оудомь
нашемь|нашемь
на|на
сꙿкꙿвꙿр̇ьнаꙗ̇|скврьнаꙗ
дѣла|дѣла
и̇|і
приє̇мьше|пріемьше
вѣсть|вѣсть
ѿ|от
а꙼нг͠ла|анг҃ла
И̇|і
и̇нѣмь|інѣмь
пѫте|пѫте
въꙁꙿвратишѧ|възвратішѧ
сѫ|сѫ
въ|въ
своꙗ̇|своꙗ
си|сі
и̇|і
ѡ̇ставишѫ|оставішѫ
и̇рода|ірода
метꙋща|метоуща
сѧ|сѧ
мы|мъі
же|же
влкⷣѫ|влкдѫ
съ|съ
а꙼нг͠лы|анг҃лъі
похвалимь|похвалімь
и̇|і
грѣшꙿнаа꙼го|грѣшнааго
примѣса|прімѣса
ѿбѣгьше|отбѣгьше
и̇|і
пꙋтемь|поутемь
и̇дѣмь|ідѣмь
ведꙋщины̇|ведоущінъі
на|на
млⷭ҇ть|млсть
кь|кь
г͠оу|г҃оу
б͠оу|б҃оу
ꙩ̇|о
хⷭ҇ѣ|хсѣ
і̇сⷭ҇ѣ|іссѣ
г͠и|г҃і
нашемь|нашемь
є̇моу|емоу
слава|слава
и̇|і
дрьжава|дрьжава
сь|сь
беꙁꙿначѧлꙿнымь|безначѧлнъімь
ꙩ̇ц͠емь|оц҃емь
и̇|і
сꙿ|с
прѣст͠ымь|прѣст҃ъімь
и̇|і
бл͠гы̇мь|бл҃гъімь
и̇|і
животворѧщимь|жівотворѧщімь
дх͠омь|дх҃омь
и̇|і
н͠нѣ|н҃нѣ
и̇|і
присно|прісно
и̇|і
вь|вь
вѣкы̇|вѣкъі
вѣко[мь]|вѣкомь
а꙼миⷩ҇|амін
С|с
Л|л
О|о
(В|в
О)|о
С|с
Т҇|т
Г|г
О|о
І|і
Ꙍ|о
(А)|а
Н|н
А|а
Ꙁ|з
Л|л
Атооу꙼стаго|атооустаго
на|на
ꙩ̇брѣꙁаниє̇|обрѣзаніе
гн͠е|гн҃е
Братиꙗ̇|братіꙗ
повѣсть|повѣсть
хощѫ|хощѫ
творити|творіті
ѡ̇|о
васили|васілі
бл͠женꙿнѣмь|бл҃женнѣмь
и̇|і
ѡ̇|о
є̇фрємѣ|ефремѣ
сурьꙗ̇нѣ|сурьꙗнѣ
ꙗ̇же|ꙗже
оу̇бо|оубо
ѡ̇|о
ꙩ̇ц͠и|оц҃і
н͠шемь|н҃шемь
тꙋ|тоу
оу꙼вѣдѣвше|оувѣдѣвше
ꙗ̇же|ꙗже
ѡ̇|о
див͠нѣмь|дів҃нѣмь
є̇фремѣ|ефремѣ
ѿ|от
нелъжиныхь|нелъжінъіхь
оу꙼сть|оусть
ѥ̇го|его
слышавꙿше|слъішавше
є̇фремъ|ефремъ
сеи̇|сеі
бл͠жены̇|бл҃женъі
вь|вь
пꙋсты̇ни|поустъіні
сы̇и̇|съіі
ѻ̇во|ово
просвѣщениѥ̇мь|просвѣщеніемь
ст͠го|ст҃го
дх͠а|дх҃а
видѣ|відѣ
ѡ̇во|ово
же|же
ѿ|от
любꙿве|любве
и̇|і
въпрашаниꙗ̇|въпрашаніꙗ
ꙋвѣдѣвь|оувѣдѣвь
дивьнаа꙼|дівьнаа
дѣла|дѣла
ѡ̇ц͠а|оц҃а
н͠шєго|н҃шего
василиꙗ̇|васіліꙗ
и̇|і
прилежно|прілежно
б͠а|б҃а
молѣше|молѣше
ѿкрыти|откръіті
е̇мⷹ|емоу
каковъ|каковъ
є̇сть|есть
великы|велікъі
василиє̇|васіліе
и̇|і
быⷭ҇|бъіс
въ|въ
ꙋжасти|оужасті
и̇|і
въ|въ
видѣни|відѣні
и̇|і
видѣ|відѣ
стльпъ|стльпъ
ѡ̇гꙿнень|огнень
є̇гоже|егоже
глава|глава
досѧгаше|досѧгаше
до|до
нб͠е|нб҃е
и̇|і
глась|глась
сь|сь
вышє|въіше
гл͠ѧ|гл҃ѧ
ѥ̇фреме|ефреме
и̇мьже|імьже
ѡ̇браꙁмь|образмь
видѣ|відѣ
стльпь|стльпь
ꙩ̇гꙿнень|огнень
то|то
таково|таково
ѥ̇стъ|естъ
великы|велікъі
василиє̇|васіліе
а꙼быѥ̇|абъіе
же|же
поѥ̇мь|поемь
съ|съ
собоѫ̇|собоѫ
тлька|тлька
ꙁане|зане
не|не
оу꙼мѣꙗ̇ше|оумѣꙗше
бесѣдовати|бесѣдоваті
грьцꙿкымь|грьцкъімь
ѧ̇ꙁыкомь|ѧзъікомь
и̇|і
приде|пріде
вь|вь
великои̇мениты|велікоіменітъі
градь|градь
кєсариѫ̇|кесаріѫ
и̇|і
доспѣ|доспѣ
вь|вь
самь|самь
ст͠ыи̇|ст҃ъіі
праꙁникь|празнікь
ст͠ыи̇хь|ст҃ъііхь
бг͠оꙗ̇влени|бг҃оꙗвлені
и̇|і
вьшедъ|вьшедъ
та(и̇)|таі
вь|вь
цр͠ькⷪ҇вь|цр҃ьковь
и̇|і
оу꙼ꙁрѣ|оузрѣ
и̇сходѫща|ісходѫща
вє̇ликаго|велікаго
василиꙗ̇|васіліꙗ
и̇|і
реⷱ҇|реч
е̇фремь|ефремь
ходѧщомоу|ходѧщомоу
сꙿ|с
нимь|німь
тлькꙋ|тлькоу
брате|брате
ꙗ̇ко|ꙗко
вь|вь
тьще|тьще
троудиховѣ|троудіховѣ
сѧ|сѧ
ꙗ̇коже|ꙗкоже
непꙿщоуѫ̇|непщоуѫ
брате|брате
сьи̇|сьі
бо|бо
въ|въ
такоⷨ҇|таком
сычиноу|съічіноу
и̇|і
чести|честі
члв͠чьстѣ|члв҃чьстѣ
нⷭ҇ѣ|нсѣ
ꙗ̇коже|ꙗкоже
видѣхь|відѣхь
видѣ|відѣ
бо|бо
ѡ̇бльчена|обльчена
ꙩ̇дежеⷣѫ̇|одежедѫ
бѣлоѫ̇|бѣлоѫ
[.]сѫщаа꙼го|сѫщааго
ѡ̇|о
нємь|немь
четⷭ҇ьнаа꙼го|четсьнааго
клироса|кліроса
бѣлоѡ̇браꙁꙋѫ̇ще|бѣлообразоуѫще
и̇|і
чтⷭ҇ь|чтсь
ѥ̇моу|емоу
творѫще|творѫще
и̇|і
ставꙿ|став
є̇фремь|ефремь
вь|вь
мѣстѣ|мѣстѣ
таи̇нѣ|таінѣ
цр͠ковьнѣмь|цр҃ковьнѣмь
не|не
чаа꙼ше|чааше
скаꙁанꙿнаа꙼го|сказаннааго
ѥ̇моу|емоу
и̇|і
гл͠ѫ|гл҃ѫ
вь|вь
себѣ|себѣ
мы|мъі
поношꙿеѥ|поношее
теготꙋ|теготоу
днⷭ҇е|днсе
воьнꙋ|воьноу
и̇|і
ꙁнои̇|зноі
и̇|і
ничесоже|нічесоже
оу̇спѣхомь|оуспѣхомь
а꙼|а
сеи̇|сеі
вь|вь
такомь|такомь
нѣговани|нѣговані
и̇|і
чтⷭ҇и|чтсі
ч͠лвⷺчьстѣи̇|ч҃лвѣчьстѣі
стльпь|стльпь
ѡ̇гꙿнень|огнень
є̇сть|есть
и̇|і
дивлахѫ|дівлахѫ
сѧ|сѧ
є̇мꙋ|емоу
и̇|і
раꙁьмышлаѫ̇щоу|разьмъішлаѫщоу
и̇|і
посла|посла
кь|кь
немꙋ|немоу
а꙼рꙿхиѥ̇пкⷭ҇оупь|архіепксоупь
а꙼рꙿхиⷣꙗ̇кона|архідꙗкона
и̇|і
рекь|рекь
и̇ди|іді
кь|кь
дверемь|дверемь
ꙁападꙿнымь|западнъімь
и̇|і
въ|въ
ꙋглѣ|оуглѣ
цр͠квьнѣмь|цр҃квьнѣмь
ѡ̇брѫщⱔши|обрѫщѧші
чрьнорыꙁьца|чрьноръізьца
и̇мѫща|імѫща
коукꙋль|коукоуль
сь|сь
и̇нѣмь|інѣмь
є̇динѣмь|едінѣмь
скѫда|скѫда
брада|брада
мала|мала
и̇|і
прочаа̇|прочаа
лица|ліца
ѥ̇го|его
и̇|і
реⷱ҇ши|речші
ѥ̇мꙋ|емоу
вьниди|вьніді
въ|въ
ст͠ылище|ст҃ъіліще
ꙁоветь|зоветь
тѧ|тѧ
а꙼рхиѥ̇пкⷭ҇оупь|архіепксоупь
а꙼рхидиꙗ̇конь|архідіꙗконь
же|же
троудомь|троудомь
великомь|велікомь
раꙁрѣꙗ̇вь|разрѣꙗвь
(л͠ю)ди|л҃юді
и̇|і
дои̇де|доіде
же|же
и̇деже|ідеже
стоꙗ̇ше|стоꙗше
прѣпоⷣбны|прѣподбнъі
ѥ̇фремь|ефремь
гл͠а|гл҃а
а̇риⷯдиꙗ̇конь|аріхдіꙗконь
кь|кь
є̇фремоу|ефремоу
г͠и|г҃і
бл͠гослови|бл҃гослові
пои̇ди|поіді
и̇|і
вьниди|вьніді
вь|вь
ст͠лище|ст҃ліще
ꙁоветь|зоветь
тѧ|тѧ
ѻ̇ц͠ь|оц҃ь
а̇рхиє̇пкⷭ҇оупь|архіепксоупь
и̇|і
оу̇вⷣѣ|оувдѣ
тлъкомь|тлъкомь
гл͠емоє̇|гл҃емое
ѿ|от
диꙗ̇кона|діꙗкона
и̇|і
ѿвѣща|отвѣща
ѥ̇моу|емоу
гл͠ѧ|гл҃ѧ
ѡ̇блаꙁниль|облазніль
сѧ|сѧ
є̇си|есі
братє|брате
мы|мъі
странꙿны̇|страннъі
ѥ̇смы̇|есмъі
ꙁеⷣ|зед
и̇|і
не|не
ꙁнае̇ми|знаемі
ѥ̇моу|емоу
шедъ|шедъ
же|же
диꙗ̇конь|діꙗконь
и̇|і
вьꙁвѣтⷭи|вьзвѣтсі
василию̇|васілію
а꙼|а
великомꙋ|велікомоу
василиоу̇|васіліоу
прⷪчинаѫ̇щомоу|прочінаѫщомоу
книгы̇|кнігъі
людемь|людемь
и̇|і
видѣ|відѣ
прѣпоⷣбныи|прѣподбнъіі
(ѥпремь|епремь
ѩꙁыкь|ѧзъікь
ꙩ̇гꙿнень|огнень
и̇сходѧщи|ісходѧщі
ѿ|от
оу꙼сть|оусть
є̇го|его
ѥ̇гаⷣ|егад
а꙼рꙿхидиꙗ̇кови|архідіꙗкові
реⷱ҇|реч
а꙼рхиѥ̇пкⷭ҇оупь|архіепксоупь
пакы|пакъі
и̇ди|іді
и̇|і
рꙿци|рці
гн͠е|гн҃е
е̇фреме|ефреме
оу꙼бѣди|оубѣді
се|се
и̇|і
вьниди|вьніді
въ|въ
ст͠ы|ст҃ъі
ѡ̇льтаръ|ольтаръ
ꙁоветь|зоветь
те|те
а꙼рꙿхипкⷭ҇оупь|архіпксоупь
и̇|і
шедь|шедь
а꙼рꙿхидиꙗ̇конь|архідіꙗконь
лобьꙁа|лобьза
и̇|і
вь|вь
плеснѣ|плеснѣ
ѥ̇го|его
и̇|і
реⷱ҇|реч
ѥ̇моу|емоу
г͠и|г҃і
ѥ̇фреме|ефреме
ꙁоветь|зоветь
тѧ|тѧ
а꙼рꙿхиє̇пкⷭ҇оупь|архіепксоупь
да|да
вꙿнидеши|внідеші
вь|вь
ст͠ы|ст҃ъі
ѡ̇льꙿтарь|ольтарь
и̇|і
вьꙁвⷣиже|вьзвдіже
сѧ|сѧ
ѻ̇|о
сихь|сіхь
прѣпоⷣбны̇|прѣподбнъі
и̇|і
прѣславьни|прѣславьні
ѥ̇фремь|ефремь
и̇|і
прослави̇|прославі
б͠а|б҃а
и̇|і
створивь|створівь
жє|же
покаа꙼ниѥ̇|покааніе
и̇|і
рече|рече
вь|вь
и̇стинѫ|істінѫ
великь|велікь
ѥ̇сть|есть
василиє̇|васіліе
вь|вь
и̇стинѫ|істінѫ
дх͠ь|дх҃ь
ст͠ы|ст҃ъі
вѣщає̇ть|вѣщаеть
оу̇сты̇|оустъі
василиѥ̇вы̇|васіліевъі
и̇|і
ѿвѣща|отвѣща
ѥ̇моу|емоу
и̇|і
реⷱ҇|реч
ꙗ̇ко|ꙗко
по|по
сконꙿчани|скончані
ст͠ѣи̇|ст҃ѣі
литрьгии̇|літрьгіі
вьсѧ|вьсѧ
сѫдохранилꙿницѣ|сѫдохранілніцѣ
цѣлꙋѫ̇и̇|цѣлоуѫі
въшедь|въшедь
же|же
по|по
ѿпоущєнии̇|отпоущеніі
вь|вь
сꙋсꙋдохранилꙿникъ|соусоудохранілнікъ
а꙼рхиє̇пискꙋпь|архіепіскоупь
и̇|і
приꙁва|прізва
прѣподобнаго|прѣподобнаго
е̇фрема|ефрема
и̇|і
ѡ|о
г͠и|г҃і
цѣлⷪ҇ваниѥ̇|цѣлованіе
дасть|дасть
е̇мꙋ|емоу
и̇|і
гл͠а|гл҃а
е̇моу|емоу
добрѣ|добрѣ
приде|пріде
братє̇|брате
и̇|і
ѡ̇ч͠е|оч҃е
и̇|і
чѧдо|чѧдо
пꙋстиньныхь|поустіньнъіхь
добрѣ|добрѣ
приде|пріде
оу꙼множивы|оумножівъі
вь|вь
неи̇|неі
оу꙼ченикы|оученікъі
хвыⷭ҇|хвъіс
и̇|і
бѣси|бѣсі
ѿгнавь|отгнавь
ꙩ̇|о
хⷭ҇ѣ|хсѣ
и̇|і
вь|вь
чꙿто|что
троудь|троудь
твои̇|твоі
ѡ̇ч͠е|оч҃е
и̇|і
приⷣ|прід
ⷷⷷ|ее
видѣти|відѣті
грѣшꙿнаа꙼го|грѣшнааго
чл͠ка|чл҃ка
дажьⷣ|дажьд
ти|ті
г͠ь|г҃ь
по|по
троудꙋ|троудоу
твоє̇моу|твоемоу
мѫꙁдѫ|мѫздѫ
ѿвѣща|отвѣща
же|же
е̇мꙋ|емоу
чⷭ҇тьны̇|чстьнъі
ѥ̇фремь|ефремь
и̇|і
и̇ꙁрⷷ҇кь|ізрекь
вь|вь
сьдѣланьнаꙗ̇|сьдѣланьнаꙗ
и̇|і
гл͠анаꙗ꙼|гл҃анаꙗ
вь|вь
срцⷣи|срцді
ѥ̇го|его
и̇|і
сь|сь
сꙋщимь|соущімь
сꙿ|с
нимь|німь
чрьнориꙁьцемь|чрьнорізьцемь
и̇|і
вьꙁеть|вьзеть
комьканиє̇|комьканіе
ѿ|от
ст͠ыѫ̇|ст҃ъіѫ
рѫкоу|рѫкоу
и̇|і
створꙿшимь|створшімь
любовь|любовь
и̇|і
реⷱ҇|реч
прѣпоⷣбꙿны̇|прѣподбнъі
ѥ̇фремь|ефремь
ѻ̇ч͠е|оч҃е
чⷭ҇тьны̇|чстьнъі
ѥ̇диного|едіного
просѧ|просѧ
дара|дара
оу̇|оу
тебє|тебе
и̇|і
сего|сего
вьсхощи|вьсхощі
дати|даті
ми|мі
ѡ̇нь|онь
же|же
реⷱ҇|реч
рьци|рьці
и̇|і
и̇ꙁꙿрьци|ізрьці
мꙿнимаꙗ̇|мнімаꙗ
тебѣ|тебѣ
и̇|і
паче|паче
ꙩ̇|о
троудѣ|троудѣ
твоѥ̇мꙿь|твоемь
е̇же|еже
кь|кь
мнѣ|мнѣ
приде|пріде
и̇|і
гл͠а|гл҃а
ѥ̇мꙋ|емоу
прѣпоⷣбны̇|прѣподбнъі
ѥ̇фремь|ефремь
вѣдѣ|вѣдѣ
ѡ̇ч͠е|оч҃е
ст͠ыи̇|ст҃ъіі
ꙗ̇ко|ꙗко
е̇лико|еліко
проси|просі
просиши|просіші
ѿ|от
б͠а|б҃а
дасти|дасті
и̇|і
хощѧ|хощѧ
да|да
оу꙼мⷪлиши|оумоліші
б͠а|б҃а
да|да
вьꙁьгл͠ѫ|вьзьгл҃ѫ
грьцꙿкы̇|грьцкъі
ѿнь|отнь
же|же
реⷱ҇|реч
выше|въіше
силы̇|сілъі
прошениѥ̇|прошеніе
нь|нь
понеже|понеже
вѣрꙿнѣ|вѣрнѣ
просиши|просіші
грѧди|грѧді
ѡ̇ч͠е|оч҃е
чⷭ҇ттьны̇|чсттьнъі
и̇|і
поустынꙿи|поустъіні
наставьниче|наставьніче
да|да
пом͠оливѣ|пом҃олівѣ
сѧ|сѧ
б͠ꙋ|б҃оу
мощно|мощно
бо|бо
ѥ̇сть|есть
створити|створіті
волѫ|волѫ
твоѫ̇|твоѫ
писанꙿно|пісанно
бо|бо
ѥ̇сть|есть
волѫ|волѫ
боѩ̇щихь|боѧщіхь
сѧ|сѧ
є̇|е
створить|створіть
и̇|і
мл͠твѫ|мл҃твѫ
и̇хь|іхь
оу̇слы[..]ть|оуслъіть
и̇|і
сп͠сеть|сп҃сеть
ѩ̇|ѧ
и̇|і
сꙿтворьшема|створьшема
(ж͠е)|ж҃е
и̇ма|іма
мл͠твѫ|мл҃твѫ
на|на
дльгь|дльгь
чаⷭ҇|час
и̇|і
въставьшема|въставьшема
жє|же
и̇ма|іма
и̇|і
реⷱ҇|реч
великы|велікъі
василиє̇|васіліе
чесо|чесо
ради|раді
г͠и|г҃і
ѥ̇фреме|ефреме
не|не
приѥ̇меши|пріемеші
свѧ͠щениꙗ̇|свѧ҃щеніꙗ
