torot_word|deep_cleaned
и|і
слышаще|слъішаще
не|не
бысть|бъість
памꙗти|памꙗті
ни|ні
ѥдиному|едіному
же|же
о|о
възискании|възісканіі
телесе|телесе
ст҃ааго|ст҃ааго
дондеже|дондеже
Ꙗрославъ|ꙗрославъ
не|не
тьрпѧ|тьрпѧ
сего|сего
зълааго|зълааго
убииства|убііства
движе|двіже
сꙗ|сꙗ
на|на
братоубиица|братоубііца
оного|оного
оканьньнааго|оканьньнааго
Ст҃оплъка|ст҃оплъка
и|і
брани|брані
мъногы|мъногъі
съ|съ
нимь|німь
съставивъ|съставівъ
и|і
вьсегда|вьсегда
пособиѥмь|пособіемь
б҃жиѥмь|б҃жіемь
и|і
поспѣшениѥмь|поспѣшеніемь
ст҃ою|ст҃ою
побѣдивъ|побѣдівъ
ѥлико|еліко
брани|брані
състави|съставі
оканьныи|оканьнъіі
посрамленъ|посрамленъ
и|і
побѣженъ|побѣженъ
възвращааше|възвращааше
сꙗ|сꙗ
прочеѥ|прочее
же|же
сь|сь
трьклꙗтꙑи|трьклꙗтъіі
прииде|прііде
съ|съ
множьствъмь|множьствъмь
печенѣгъ|печенѣгъ
и|і
ꙗрославъ|ꙗрославъ
съвъкѹпивъ|съвъкоупівъ
воѧ|воѧ
изиде|ізіде
противѹ|протівоу
ѥмѹ|емоу
на|на
льто|льто
и|і
ста|ста
на|на
мѣстѣ|мѣстѣ
идеже|ідеже
бѣ|бѣ
ѹбиѥнъ|оубіенъ
ст҃ꙑи|ст҃ъіі
борисъ|борісъ
и|і
въздѣвъ|въздѣвъ
рѹцѣ|роуцѣ
на|на
небо|небо
и|і
рече|рече
се|се
кръвь|кръвь
брата|брата
моѥго|моего
въпиѥть|въпіеть
къ|къ
тебе|тебе
вл҃дко|вл҃дко
ꙗкоже|ꙗкоже
и|і
авелевава|авелевава
преже|преже
и|і
тꙑ|тъі
мьсти|мьсті
ѥго|его
ꙗкоже|ꙗкоже
и|і
на|на
ономь|ономь
положи|положі
стонаниѥ|стонаніе
и|і
трꙗсенїѥ|трꙗсеніе
на|на
братоѹбиици|братооубііці
каинѣ|каінѣ
еи|еі
молю|молю
тꙗ|тꙗ
г҃и|г҃і
да|да
въсприимѹть|въспріімоуть
противѹ|протівоу
томѹ|томоу
и|і
помоли|помолі
сꙗ|сꙗ
и|і
рек|рек
О|о
брата|брата
моꙗ|моꙗ
аще|аще
и|і
тѣлъмь|тѣлъмь
ошьла|ошьла
ѥста|еста
нъ|нъ
бл҃годатию|бл҃годатію
жива|жіва
ѥста|еста
и|і
госповеди|госповеді
предъстоита|предъстоіта
и|і
молитвою|молітвою
помозѣта|помозѣта
ми|мі
и|і
си|сі
рекъ|рекъ
и|і
поидоша|поідоша
противѹ|протівоу
собѣ|собѣ
и|і
покрꙑша|покръіша
поле|поле
льтьскоѥ|льтьское
множьствъмь|множьствъмь
вои|воі
и|і
състѹпиша|състоупіша
сꙗ|сꙗ
въсходꙗщю|въсходꙗщоу
сл҃нцю|сл҃нцоу
и|і
бысть|бъість
сѣча|сѣча
зла|зла
отинѹдь|отіноудь
и|і
състѹпаша|състоупаша
сꙗ|сꙗ
тришьдꙑ|трішьдъі
и|і
биша|біша
сꙗ|сꙗ
чересъ|чересъ
дн҃ь|дн҃ь
вьсь|вьсь
и|і
ѹже|оуже
къ|къ
вечерѹ|вечероу
одолѣ|одолѣ
ꙗрославъ|ꙗрославъ
а|а
сь|сь
оканьнꙑи|оканьнъіі
ст҃опълкъ|ст҃опълкъ
побѣже|побѣже
и|і
нападе|нападе
на|на
нь|нь
бѣсъ|бѣсъ
и|і
раслабѣша|раслабѣша
кости|кості
его|его
ꙗко|ꙗко
не|не
мощи|мощі
ни|ні
на|на
кони|коні
съдѣти|съдѣті
и|і
несꙗхѹть|несꙗхоуть
ѥго|его
на|на
носилѣхъ|носілѣхъ
и|і
прибѣгоша|прібѣгоша
берестию|берестію
съ|съ
нимъ|німъ
онъ|онъ
же|же
рече|рече
Побѣгнѣте|побѣгнѣте
осе|осе
женѹть|женоуть
по|по
насъ|насъ
и|і
посꙑлахѹть|посъілахоуть
противѹ|протівоу
и|і
не|не
бѣ|бѣ
ни|ні
гонꙗщааго|гонꙗщааго
ни|ні
женѹщааго|женоущааго
въ|въ
слѣдъ|слѣдъ
ѥго|его
и|і
лежа|лежа
въ|въ
немощи|немощі
въсхопивъ|въсхопівъ
сꙗ|сꙗ
глаголааше|глаголааше
побѣгнѣмꙑ|побѣгнѣмъі
ѥще|еще
женѹть|женоуть
охъ|охъ
мнѣ|мнѣ
и|і
не|не
можааше|можааше
тьрпѣти|тьрпѣті
на|на
ѥдиномь|едіномь
мѣстѣ|мѣстѣ
пробѣже|пробѣже
лꙗдьскѹ|лꙗдьскоу
землю|землю
гонимъ|гонімъ
гнѣвъмь|гнѣвъмь
бж҃иѥмь|бж҃іемь
и|і
прибѣже|прібѣже
въ|въ
пѹстꙑню|поустъіню
межю|межоу
чехꙑ|чехъі
и|і
лꙗхꙑ|лꙗхъі
и|і
тѹ|тоу
испроврьже|іспроврьже
животъ|жівотъ
свои|своі
зълѣ|зълѣ
и|і
приꙗть|пріꙗть
възмьздиѥ|възмьздіе
отъ|отъ
г҃а|г҃а
ꙗкоже|ꙗкоже
показа|показа
сꙗ|сꙗ
посъланаꙗ|посъланаꙗ
на|на
нь|нь
пагѹбьнаꙗ|пагоубьнаꙗ
рана|рана
и|і
по|по
съмьрти|съмьрті
мѹкѹ|моукоу
вѣчьнѹю|вѣчьноую
и|і
тако|тако
обою|обою
животѹ|жівотоу
лихованъ|ліхованъ
бысть|бъість
и|і
сьде|сьде
не|не
тъкъмо|тъкъмо
кнѧжениꙗ|кнѧженіꙗ
нъ|нъ
и|і
живота|жівота
гонезе|гонезе
и|і
тамо|тамо
не|не
тъкъмо|тъкъмо
цр҃ствиꙗ|цр҃ствіꙗ
нб҃снааго|нб҃снааго
и|і
ѥже|еже
съ|съ
ангелꙑ|ангелъі
житиꙗ|жітіꙗ
погрѣши|погрѣші
нъ|нъ
и|і
муцѣ|муцѣ
и|і
огню|огню
предасть|предасть
сꙗ|сꙗ
и|і
есть|есть
могꙑла|могъіла
ѥго|его
и|і
до|до
сего|сего
дн҃е|дн҃е
и|і
исходить|ісходіть
отъ|отъ
неѣ|неѣ
смрадъ|смрадъ
зълꙑи|зълъіі
на|на
показаниѥ|показаніе
чл҃вкомъ|чл҃вкомъ
да|да
аще|аще
кто|кто
си|сі
сътворить|сътворіть
слꙑша|слъіша
таковаꙗ|таковаꙗ
си|сі
же|же
прииметь|прііметь
и|і
вꙗщьша|вꙗщьша
сихъ|сіхъ
ꙗкоже|ꙗкоже
каинъ|каінъ
не|не
вѣдыи|вѣдъіі
мьсти|мьсті
приꙗти|пріꙗті
и|і
ѥдинѹ|едіноу
приꙗ|пріꙗ
а|а
ламехъ|ламехъ
зане|зане
вѣдѣвъ|вѣдѣвъ
на|на
каинѣ|каінѣ
тѣмь|тѣмь
же|же
седмьдесꙗтицею|седмьдесꙗтіцею
мьсти|мьсті
сꙗ|сꙗ
ѥмѹ|емоу
така|така
ти|ті
сѹть|соуть
отъмьстиꙗ|отъмьстіꙗ
зълыимъ|зълъіімъ
дѣлателемъ|дѣлателемъ
ꙗкоже|ꙗкоже
бо|бо
иѹлиꙗнъ|іоуліꙗнъ
ц҃срь|ц҃срь
иже|іже
мъногы|мъногъі
кръви|кръві
ст҃ыихъ|ст҃ъііхъ
мчнкъ|мчнкъ
пролиꙗвъ|проліꙗвъ
горькѹю|горькоую
и|і
нечл҃вчьнѹю|нечл҃вчьноую
съмьрть|съмьрть
приꙗ|пріꙗ
не|не
вѣдомо|вѣдомо
отъ|отъ
кого|кого
прободенъ|прободенъ
бысть|бъість
копиѥмь|копіемь
въ|въ
ср҃дце|ср҃дце
въдрѹженъ|въдроуженъ
тако|тако
и|і
сь|сь
бѣгаꙗ|бѣгаꙗ
не|не
вѣдыи|вѣдъіі
сꙗ|сꙗ
отъ|отъ
кого|кого
зълострастьнѹ|зълострастьноу
съмьрть|съмьрть
приꙗ|пріꙗ
и|і
ѡттолѣ|оттолѣ
крамола|крамола
преста|преста
въ|въ
рѹсьскѣ|роусьскѣ
земли|землі
а|а
ꙗрославъ|ꙗрославъ
преꙗ|преꙗ
вьсю|вьсю
волость|волость
рѹсьскую|роусьскую
и|і
начатъ|начатъ
въпрашати|въпрашаті
о|о
тьльсьхъ|тьльсьхъ
ст҃ою|ст҃ою
како|како
или|ілі
кде|кде
положена|положена
ѥста|еста
и|і
о|о
ст҃ѣмь|ст҃ѣмь
борисѣ|борісѣ
повѣдаша|повѣдаша
ѥмѹ|емоу
ꙗко|ꙗко
вышегородѣ|въішегородѣ
положенъ|положенъ
ѥсть|есть
а|а
о|о
ст҃ѣмь|ст҃ѣмь
глѣбѣ|глѣбѣ
не|не
вьси|вьсі
съвѣдꙗаху|съвѣдꙗаху
ꙗко|ꙗко
смолиньскѣ|смоліньскѣ
убиѥнъ|убіенъ
ѥсть|есть
и|і
тъгда|тъгда
съказаша|съказаша
ѥму|ему
ꙗже|ꙗже
слышаша|слъішаша
ѡт|от
приходꙗщиихъ|пріходꙗщііхъ
отътѹдѹ|отътоудоу
како|како
видѣша|відѣша
свѣтъ|свѣтъ
и|і
свѣщѣ|свѣщѣ
въ|въ
пѹстѣ|поустѣ
мѣстѣ|мѣстѣ
и|і
то|то
слышавъ|слъішавъ
посъла|посъла
смолиньскѹ|смоліньскоу
на|на
възисканиѥ|възісканіе
презвутеры|презвутеръі
рекыи|рекъіі
ꙗко|ꙗко
то|то
ѥсть|есть
братъ|братъ
мои|моі
и|і
обретоша|обретоша
и|і
идеже|ідеже
бѣша|бѣша
вїдѣли|відѣлі
и|і
шьдъше|шьдъше
съ|съ
крьсты|крьстъі
и|і
съ|съ
свѣщами|свѣщамі
мънозѣми|мънозѣмі
и|і
съ|съ
ка[н]дилы|канділъі
и|і
съ|съ
чьстию|чьстію
многою|многою
и|і
въложьше|въложьше
въ|въ
корабль|корабль
и|і
пришедъше|прішедъше
положиша|положіша
и|і
вышегородѣ|въішегородѣ
идеже|ідеже
лежить|лежіть
и|і
тѣло|тѣло
преблаженааго|преблаженааго
бориса|боріса
и|і
раскопавъше|раскопавъше
землю|землю
и|і
тако|тако
же|же
положиша|положіша
и|і
недоѹмѣюще|недооумѣюще
ꙗкоже|ꙗкоже
бѣ|бѣ
лепо|лепо
пречьстьнѣ|пречьстьнѣ
се|се
же|же
пречюдьно|пречоудьно
бысть|бъість
и|і
дивьно|дівьно
и|і
памѧти|памѧті
достоино|достоіно
како|како
и|і
колико|коліко
лѣтъ|лѣтъ
лежавъ|лежавъ
тѣло|тѣло
ст҃го|ст҃го
то|то
же|же
не|не
врежено|врежено
пребысть|пребъість
ни|ні
отъ|отъ
коѥгоже|коегоже
плътоꙗдьца|плътоꙗдьца
ни|ні
бѣаше|бѣаше
почьрнѣло|почьрнѣло
ꙗко же|ꙗкоже
обычаи|объічаі
имѹть|імоуть
телеса|телеса
мьртвыхъ|мьртвъіхъ
нъ|нъ
свѣтьло|свѣтьло
и|і
красьно|красьно
и|і
цѣло|цѣло
и|і
бл҃гѹ|бл҃гоу
воню|воню
имѹщю|імоущоу
тако|тако
богѹ|богоу
съхранивъшю|съхранівъшоу
своѥго|своего
своѥго|своего
страстотьрпьца|страстотьрпьца
тѣло|тѣло
и|і
не|не
вѣдꙗхѹ|вѣдꙗхоу
мнози|мнозі
тѹ|тоу
лежащю|лежащоу
ст҃ою|ст҃ою
страстотьрпьцю|страстотьрпьцоу
телесѹ|телесоу
нъ|нъ
ꙗкоже|ꙗкоже
рече|рече
г҃ь|г҃ь
не|не
можеть|можеть
градъ|градъ
ѹкрыти|оукръіті
сꙗ|сꙗ
врьхѹ|врьхоу
горы|горъі
стоꙗ|стоꙗ
ни|ні
свѣщѣ|свѣщѣ
въжьгъше|въжьгъше
спѹдъмь|споудъмь
покрывають|покръівають
нъ|нъ
на|на
свѣтилѣ|свѣтілѣ
поставлꙗють|поставлꙗють
да|да
свѣтить|свѣтіть
тьмьныꙗ|тьмьнъіꙗ
тако|тако
и|і
си|сі
с҃таꙗ|с҃таꙗ
постави|поставі
свѣтити|свѣтіті
въ|въ
мирѣ|мірѣ
премногыими|премногъіімі
чюдесы|чоудесъі
сиꙗти|сіꙗті
въ|въ
рѹсьскѣи|роусьскѣі
сторонѣ|сторонѣ
велицѣи|веліцѣі
идеже|ідеже
множьство|множьство
стражющиихъ|стражоущііхъ
съпасени|съпасені
бывають|бъівають
слѣпии|слѣпіі
прозирають|прозірають
хромии|хроміі
быстрѣѥ|бъістрѣе
сьрны|сьрнъі
рищуть|ріщуть
сълѹции|сълоуціі
простьрениѥ|простьреніе
приѥмлють|пріемлють
нъ|нъ
или|ілі
могѹ|могоу
вьсꙗ|вьсꙗ
съповѣдати|съповѣдаті
или|ілі
съказаати|съказааті
творимаꙗ|творімаꙗ
чюдесы|чоудесъі
по|по
истинѣ|істінѣ
ни|ні
вьсь|вьсь
миръ|міръ
можеть|можеть
понести|понесті
ꙗже|ꙗже
дѣють|дѣють
сꙗ|сꙗ
предивьнаꙗ|предівьнаꙗ
чюдеса|чоудеса
и|і
паче|паче
пѣсъка|пѣсъка
морьскааго|морьскааго
и|і
не|не
тѹ|тоу
ѥдинде|едінде
нъ|нъ
и|і
по|по
вьсѣмъ|вьсѣмъ
сторонамъ|сторонамъ
и|і
по|по
вьсѣмъ|вьсѣмъ
зѣмлꙗмъ|зѣмлꙗмъ
преходꙗща|преходꙗща
болѣзни|болѣзні
вьсꙗ|вьсꙗ
и|і
недѹгы|недоугъі
отъгонита|отъгоніта
сѹщиихъ|соущііхъ
въ|въ
тьмьницахъ|тьмьніцахъ
и|і
въ|въ
ѹзахъ|оузахъ
посѣщающа|посѣщающа
и|і
на|на
мѣстѣ[хъ|мѣстѣхъ
идеже|ідеже
мч҃нчьскыимь|мч҃нчьскъіімь
вѣньцьмь|вѣньцьмь
ѹвꙗзоста|оувꙗзоста
сꙗ|сꙗ
съзьданѣ|съзьданѣ
быста|бъіста
цр҃кви|цр҃кві
въ|въ
имꙗ|імꙗ
ѥю|ею
да|да
и|і
тѹ|тоу
тако|тако
же|же
многа|многа
чюдеса|чоудеса
посѣщающа|посѣщающа
съдѣваѥта|съдѣваета
тѣмь|тѣмь
же|же
ваю|ваю
како|како
похвалити|похваліті
не|не
съвѣмъ|съвѣмъ
или|ілі
чьто|чьто
рещи|рещі
недоѹмѣю|недооумѣю
и|і
не|не
възмогѹ|възмогоу
ан҃гла|ан҃гла
ли|лі
ва|ва
нарекѹ|нарекоу
имьже|імьже
въскорѣ|въскорѣ
обрѣтаета|обрѣтаета
сꙗ|сꙗ
близъ|блізъ
скърбꙗщиихъ|скърбꙗщііхъ
нъ|нъ
плътьскꙑ|плътьскъі
на|на
земли|землі
пожила|пожіла
ѥста|еста
въ|въ
чловѣчьствѣ|чловѣчьствѣ
чл҃вка|чл҃вка
ли|лі
ва|ва
именѹю|іменоую
то|то
паче|паче
всего|всего
чл҃вчьска|чл҃вчьска
ѹма|оума
преходита|преходіта
множьствъмь|множьствъмь
чюдесъ|чоудесъ
и|і
посѣщениѥмь|посѣщеніемь
немощьнꙑихъ|немощьнъііхъ
цc҇рꙗ|цсрꙗ
ли|лі
кнꙗзꙗ|кнꙗзꙗ
ли|лі
ва|ва
проглаголю|проглаголю
нъ|нъ
паче|паче
чл҃вка|чл҃вка
ѹбо|оубо
проста|проста
и|і
съмѣрена|съмѣрена
съмѣрениѥ|съмѣреніе
бо|бо
сътѧжала|сътѧжала
ѥста|еста
имьже|імьже
вꙑсокаꙗ|въісокаꙗ
мѣста|мѣста
и|і
жилища|жіліща
въселиста|въселіста
сꙗ|сꙗ
по|по
истинѣ|істінѣ
вꙑ|въі
цесарꙗ|цесарꙗ
цc҇ремъ|цсремъ
и|і
кнꙗзꙗ|кнꙗзꙗ
кънꙗземъ|кънꙗземъ
ибо|ібо
ваю|ваю
пособиѥмь|пособіемь
и|і
защїщениѥмь|защіщеніемь
кнꙗзи|кнꙗзі
наши|наші
противѹ|протівоу
въстающаꙗ|въстающаꙗ
дьржавьно|дьржавьно
побѣжають|побѣжають
и|і
ваю|ваю
помощию|помощію
хвалꙗть|хвалꙗть
сꙗ|сꙗ
вꙑ|въі
бо|бо
тѣмъ|тѣмъ
и|і
намъ|намъ
орѹжиѥ|ороужіе
землꙗ|землꙗ
рѹсьскꙑꙗ|роусьскъіꙗ
забрала|забрала
и|і
ѹтвьржениѥ|оутвьрженіе
и|і
меча|меча
обоюдѹ остра|обоюдоуостра
има|іма
же|же
дьрзость|дьрзость
поганьскѹю|поганьскоую
низълагаемъ|нізълагаемъ
и|і
диꙗволꙗ|діꙗволꙗ
шатаниꙗ|шатаніꙗ
въ|въ
земли|землі
попираемъ|попіраемъ
по|по
истинѣ|істінѣ
несѹмьньнѣ|несоумьньнѣ
рещи|рещі
възмогѹ|възмогоу
вꙑ|въі
ѹбо|оубо
нб҃сьнаꙗ|нб҃сьнаꙗ
чловѣка|чловѣка
ѥста|еста
земльнаꙗ|земльнаꙗ
анг҃ла|анг҃ла
стълпа|стълпа
и|і
ѹтвьржениѥ|оутвьрженіе
землѣ|землѣ
нашеꙗ|нашеꙗ
тѣмь|тѣмь
же|же
и|і
борета|борета
по|по
своѥмь|своемь
отьчьствѣ|отьчьствѣ
и|і
пособита|пособіта
ꙗкоже|ꙗкоже
и|і
великии|велікіі
димитрии|дімітріі
по|по
своѥмь|своемь
отьчьствѣ|отьчьствѣ
рекъ|рекъ
аще|аще
ѹбо|оубо
и|і
веселꙗщемъ|веселꙗщемъ
сꙗ|сꙗ
имъ|імъ
съ|съ
ними|німі
бѣхъ|бѣхъ
тако|тако
же|же
и|і
погꙑбающемъ|погъібающемъ
имъ|імъ
съ|съ
нимь|німь
ѹмьрѹ|оумьроу
нъ|нъ
обаче|обаче
сии|сіі
великꙑи|велікъіі
милъср҃дꙑи|мілъср҃дъіі
димитрии|дімітріі
о|о
ѥдиномь|едіномь
градѣ|градѣ
сице|сіце
извѣща|ізвѣща
а|а
вꙑ|въі
не|не
о|о
ѥдиномь|едіномь
бо|бо
градѣ|градѣ
ни|ні
о|о
дъвѹ|дъвоу
ни|ні
о|о
вьси|вьсі
попечениѥ|попеченіе
и|і
мл҃твѹ|мл҃твоу
въздаѥта|въздаета
нъ|нъ
о|о
всеи|всеі
земли|землі
рѹсьскѣи|роусьскѣі
О|о
блаженаꙗ|блаженаꙗ
ѹбо|оубо
гроба|гроба
приимъши|пріімъші
телеси|телесі
ваю|ваю
чьстьнѣи|чьстьнѣі
акы|акъі
съкровище|съкровіще
мъногоцѣньно|мъногоцѣньно
бл҃женаꙗ|бл҃женаꙗ
цр҃кꙑ|цр҃къі
въ|въ
неиже|неіже
положенѣ|положенѣ
бꙑста|бъіста
рацѣ|рацѣ
ваю|ваю
ст҃ѣи|ст҃ѣі
имѹщи|імоущі
бл҃женѣи|бл҃женѣі
телеси|телесі
ваю|ваю
о|о
христова|хрістова
ѹгодьника|оугодьніка
блаженъ|блаженъ
по|по
истинѣ|істінѣ
и|і
вꙑсокъ|въісокъ
паче|паче
всѣхъ|всѣхъ
градъ|градъ
рѹсьскꙑихъ|роусьскъііхъ
и|і
вꙑшии|въішіі
градъ|градъ
имꙑи|імъіі
въ|въ
себе|себе
таковоѥ|таковое
скровище|скровіще
ѥмѹ|емоу
же|же
не|не
тъчьнъ|тъчьнъ
ни|ні
вьсь|вьсь
миръ|міръ
по|по
истинѣ|істінѣ
вышегородъ|въішегородъ
нарече|нарече
сꙗ|сꙗ
вꙑшии|въішіі
и|і
превꙑшии|превъішіі
городъ|городъ
всѣхъ|всѣхъ
въторꙑи|въторъіі
селѹнь|селоунь
ꙗви|ꙗві
сꙗ|сꙗ
въ|въ
рѹсьскѣ|роусьскѣ
земли|землі
имꙑи|імъіі
въ|въ
себе|себе
врачьство|врачьство
безмьздьноѥ|безмьздьное
не|не
нашемѹ|нашемоу
ѥдиномѹ|едіномоу
ꙗзꙑкѹ|ꙗзъікоу
тъкъмо|тъкъмо
подано|подано
бысть|бъість
бъгъмь|бъгъмь
нъ|нъ
и|і
вьсеи|вьсеі
земли|землі
сп҃сениѥ|сп҃сеніе
отъ|отъ
всѣхъ|всѣхъ
бо|бо
странъ|странъ
тѹ|тоу
приходꙗще|пріходꙗще
тѹне|тоуне
почьреплють|почьреплють
ицѣлениѥ|іцѣленіе
ꙗкоже|ꙗкоже
и|і
въ|въ
ст҃ꙑихъ|ст҃ъііхъ
евангелиихъ|евангелііхъ
г҃ь|г҃ь
рече|рече
ст҃ꙑмъ|ст҃ъімъ
апостоломъ|апостоломъ
ꙗко|ꙗко
тѹне|тоуне
приꙗсте|пріꙗсте
тѹне|тоуне
и|і
дадите|дадіте
ѡ|о
сихъ|сіхъ
бо|бо
и|і
самъ|самъ
г҃ь|г҃ь
рече|рече
вѣрѹꙗи|вѣроуꙗі
въ|въ
мꙗ|мꙗ
дѣла|дѣла
ꙗже|ꙗже
азъ|азъ
творю|творю
и|і
тъ|тъ
сътворитъ|сътворітъ
и|і
больша|больша
тѣхъ|тѣхъ
нъ|нъ
о|о
блаженаꙗ|блаженаꙗ
страстотьрпьца|страстотьрпьца
хр҄сва|хрсва
не|не
забꙑваита|забъіваіта
отьчьства|отьчьства
идеже|ідеже
пожила|пожіла
ѥста|еста
въ|въ
тели|телі
ѥгоже|егоже
всегда|всегда
посѣтъмь|посѣтъмь
не|не
оставлꙗета|оставлꙗета
тако|тако
же|же
и|і
въ|въ
мл҃твахъ|мл҃твахъ
вьсегда|вьсегда
молита|моліта
сꙗ|сꙗ
о|о
насъ|насъ
да|да
не|не
придеть|прідеть
на|на
нꙑ|нъі
зъло|зъло
и|і
рана|рана
да|да
не|не
пристѹть|прістоуть
къ|къ
телеси|телесі
твоѥмѹ|твоемоу
и|і
рабъ|рабъ
ваю|ваю
вама|вама
бо|бо
дана|дана
бысть|бъість
бл҃годать|бл҃годать
да|да
молита|моліта
за|за
ны|нъі
вама|вама
бо|бо
далъ|далъ
ѥсть|есть
б҃ъ|б҃ъ
о|о
насъ|насъ
молꙗща|молꙗща
сꙗ|сꙗ
и|і
ходатаꙗ|ходатаꙗ
къ|къ
богѹ|богоу
за|за
нꙑ|нъі
тѣмь|тѣмь
же|же
прибѣгаемъ|прібѣгаемъ
къ|къ
вама|вама
и|і
съ|съ
сльзами|сльзамі
припадающе|пріпадающе
молимъ|молімъ
сꙗ|сꙗ
да|да
не|не
придеть|прідеть
на|на
нꙑ|нъі
нога|нога
гърдꙑнѧ|гърдъінѧ
и|і
рѹка|роука
грѣшьнича|грѣшьніча
не|не
погѹбить|погоубіть
насъ|насъ
и|і
вьсꙗка|вьсꙗка
пагѹба|пагоуба
да|да
не|не
наидеть|наідеть
на|на
ны|нъі
гладъ|гладъ
и|і
озълоблениѥ|озълобленіе
отъ|отъ
насъ|насъ
далече|далече
отъженѣта|отъженѣта
и|і
всего|всего
меча|меча
браньна|браньна
избавита|ізбавіта
насъ|насъ
и|і
ѹсобичьнꙑꙗ|оусобічьнъіꙗ
брани|брані
чюжа|чоужа
сътворита|сътворіта
и|і
вьсего|вьсего
грѣха|грѣха
и|і
нападениꙗ|нападеніꙗ
застѹпита|застоупіта
насъ|насъ
ѹповающиихъ|оуповающііхъ
къ|къ
вама|вама
и|і
къ|къ
господѹ|господоу
богѹ|богоу
мл҃твѹ|мл҃твоу
нашю|нашоу
ѹсьрдьно|оусьрдьно
прїнесѣта|прінесѣта
ꙗко|ꙗко
съгрѣшихомъ|съгрѣшіхомъ
зѣло|зѣло
и|і
безаконьновахомъ|безаконьновахомъ
премъного|премъного
и|і
бещиньствовахомъ|бещіньствовахомъ
паче|паче
мѣрꙑ|мѣръі
и|і
преизлиха|преізліха
нъ|нъ
ваю|ваю
мл҃твꙑ|мл҃твъі
надѣюще|надѣюще
сꙗ|сꙗ
къ|къ
сп҃сѹ|сп҃соу
възъпиѥмъ|възъпіемъ
гл҃юще|гл҃юще
вл҃дꙑко|вл҃дъіко
ѥдиныи|едінъіі
без|без
грѣха|грѣха
призьри|прізьрі
съ|съ
нб҃се|нб҃се
ст҃го|ст҃го
твоѥго|твоего
на|на
насъ|насъ
ѹбогыхъ|оубогъіхъ
елма же|елмаже
съгрѣшихомъ|съгрѣшіхомъ
нъ|нъ
тꙑ|тъі
оцѣсти|оцѣсті
и|і
безаконьновахомъ|безаконьновахомъ
ослаби|ослабі
претъкнѹхомъ|претъкноухомъ
сꙗ|сꙗ
по|по
пременении|премененіі
ꙗко|ꙗко
блѹдьницю|блоудьніцоу
оцѣсти|оцѣсті
нꙑ|нъі
и|і
ꙗко|ꙗко
мꙑтоимьца|мъітоімьца
оправи|оправі
да|да
придеть|прідеть
на|на
нꙑ|нъі
мл҃сть|мл҃сть
твоꙗ|твоꙗ
да|да
въсканеть|въсканеть
на|на
нꙑ|нъі
чл҃вколюбиѥ|чл҃вколюбіе
твоѥ|твое
и|і
не|не
ослаби|ослабі
нꙑ|нъі
преданомъ|преданомъ
бꙑти|бъіті
грѣхꙑ|грѣхъі
нашими|нашімі
ни|ні
ѹсънѹти|оусъноуті
ни|ні
ѹмрети|оумреті
реко|реко
съмьртию|съмьртію
нъ|нъ
искѹпи|іскоупі
нꙑ|нъі
отъ|отъ
настаꙗщааго|настаꙗщааго
зла|зла
и|і
дажь|дажь
нꙑ|нъі
времꙗ|времꙗ
покаꙗнию|покаꙗнію
ꙗко|ꙗко
многа|многа
безакониꙗ|безаконіꙗ
наша|наша
предъ|предъ
тобою|тобою
г҃и|г҃і
сътвори|сътворі
съ|съ
нами|намі
по|по
мл҃сти|мл҃сті
твоѥи|твоеі
г҃и|г҃і
ꙗко|ꙗко
имꙗ|імꙗ
твоѥ|твое
нарицаеть|наріцаеть
сѧ|сѧ
въ|въ
насъ|насъ
нъ|нъ
помилѹи|помілоуі
нꙑ|нъі
и|і
ѹщедрї|оущедрі
и|і
застѹпи|застоупі
мл҃твами|мл҃твамі
пречьстьною|пречьстьною
страстотьрпьцю|страстотьрпьцоу
твоѥю|твоею
и|і
не|не
сътвори|сътворі
насъ|насъ
въ|въ
поносъ|поносъ
нъ|нъ
милость|мілость
твою|твою
излѣи|ізлѣі
на|на
овьца|овьца
пажити|пажіті
твоѥꙗ|твоеꙗ
ѧко|ѧко
тꙑ|тъі
ѥси|есі
б҃ъ|б҃ъ
нашь|нашь
и|і
тебе|тебе
славѹ|славоу
въсꙑлаемъ|въсъілаемъ
оц҃ю|оц҃ю
и|і
сн҃ѹ|сн҃оу
и|і
ст҃ѹѹмѹ|ст҃оуоумоу
дхѹ|дхоу
нꙑнѣ|нъінѣ
и|і
присно|прісно
и|і
въ|въ
вѣкы|вѣкъі
вѣком|вѣком
аминь|амінь
о|о
борисѣ|борісѣ
какъ|какъ
бѣ|бѣ
възъръ҃м|възъръ҃м
съ|съ
ѹбо|оубо
бл҃говѣрьныи|бл҃говѣрьнъіі
борисъ|борісъ
б҃лга|б҃лга
корене|корене
сыи|съіі
послушьливъ|послушьлівъ
оц҃ю|оц҃ю
бѣ|бѣ
покарꙗꙗ|покарꙗꙗ
сѧ|сѧ
при|прі
всемь|всемь
оц҃ю|оц҃ю
тѣлъмь|тѣлъмь
бꙗше|бꙗше
красьнъ|красьнъ
высокъ|въісокъ
лицьмь|ліцьмь
крѹглъмь|кроуглъмь
плечи|плечі
велицѣ|веліцѣ
тънъкъ|тънъкъ
въ|въ
чресла|чресла
очима|очіма
добраама|добраама
веселъ|веселъ
лицьмь|ліцьмь
бо]рода|борода
мала|мала
и|і
ѹсъ|оусъ
младъ|младъ
бо|бо
бѣ|бѣ
ѥще|еще
