deep_cleaned|text_id
рече|5
і|5
бъішѧ|5
тъ|5
повелѣ|5
і|5
созъдаше|5
сѧ|5
гь҃|5
разарѣетъ|5
съвѣтъ|5
ѧзъікъ|5
отъмѣтаетъ|5
же|5
мъіслі|5
людеі|5
отъмѣтаетъ|5
же|5
съвѣтъі|5
кънѧзъ|5
съвѣтъ|5
же|5
гн҃ь|5
вь|5
вѣкъ|5
прѣбъіваетъ|5
мъіслі|5
сръдьца|5
его|5
въ|5
родъ|5
і|5
родъ|5
блаженъ|5
ѧз҃къ|5
емоуже|5
естъ|5
г҃ь|5
б҃ъ|5
емоу|5
люді|5
ѧже|5
ізбьра|5
въ|5
достоѣніе|5
себѣ|5
съ|5
неб҃есе|5
прізрѣ|5
г҃ь|5
відѣ|5
вьсѧ|5
сн҃ъі|5
чл҃скъіѧ|5
съ|5
готоваего|5
жіліща|5
своего|5
прізрѣ|5
на|5
вьсѧ|5
жівѫщѧѧ|5
на|5
землі|5
созъдавъі|5
едінъ|5
сц҃а|5
іхъ|5
разоумѣваѧі|5
вьсѣ|5
дѣла|5
іхъ|5
не|5
сп҃етъ|5
сѧ|5
цр҃ь|5
многѫ|5
сілѫ|5
ісполінъ|5
не|5
сп҃етъ|5
сѧ|5
множьствомь|5
крѣпості|5
своеѧ|5
ложь|5
конь|5
во|5
сп҃еніе|5
во|5
множествіі|5
же|5
сілъі|5
своеѧ|5
не|5
сп҃асетъ|5
сѧ|5
се|5
очі|5
гн҃і|5
на|5
боѧщііхъ|5
сѧ|5
его|5
і|5
на|5
оупъваѭщѧѧ|5
на|5
мілость|5
его|5
ізбавіті|5
отъ|5
съмрътіі|5
дш҃ѧ|5
іхъ|5
і|5
прѣпітѣті|5
ѧ|5
въ|5
гладъ|5
дш҃а|5
же|5
наша|5
чаетъ|5
г҃ѣ|5
ѣко|5
помощьнікъ|5
і|5
защітітель|5
нашь|5
есть|5
ѣко|5
о|5
немь|5
вьзвеселітъ|5
сѧ|5
сц҃е|5
наше|5
і|5
въ|5
імѧ|5
ст҃ое|5
его|5
оупьвахомь|5
бѫді|5
г҃і|5
мілость|5
твоѣ|5
на|5
насъ|5
ѣкоже|5
і|5
оупьвахомъ|5
на|5
тѧ|5
псал҃|5
да҃въ|5
егда|5
ізмѣні|5
ліце|5
свое|5
прѣдъ|5
авімелехомъ|5
л҃|5
г|5
і|5
отъпоусті|5
і|5
і|5
іде|5
бл҃щѫ|5
г҃ѣ|5
на|5
вьсѣко|5
врѣмѧ|5
въінѫ|5
хвала|5
его|5
въ|5
оустѣхъ|5
моіхъ|5
о|5
гі҃|5
похвалітъ|5
сѧ|5
дш҃а|5
моѣ|5
да|5
оуслъішѧтъ|5
кротьці|5
і|5
вьзвеселѧтъ|5
сѧ|5
вьзвелічіте|5
г҃ѣ|5
со|5
мноѭ|5
і|5
вьзнесѣмъ|5
імѧ|5
его|5
въкоупѣ|5
вьзіскахъ|5
г҃ѣ|5
і|5
оуслъіша|5
мѧ|5
і|5
отъ|5
вьсѣхъ|5
скръбеі|5
моіхъ|5
ізбавіт|5
мѧ|5
прістѫпіте|5
кь|5
немоу|5
і|5
просвѣтіте|5
сѧ|5
і|5
ліца|5
ваша|5
не|5
постъідѧтъ|5
сѧ|5
ніщеі|5
сь|5
возъва|5
і|5
г҃ь|5
оуслъіша|5
і|5
і|5
отъ|5
вьсѣхъ|5
скрьбеі|5
его|5
сп҃е|5
і|5
оплъчітъ|5
сѧ|5
англ҃ъ|5
гн҃ь|5
окръсть|5
боѧщііхъ|5
сѧ|5
его|5
ізбавітъ|5
ѧ|5
въкоусіте|5
і|5
відіте|5
ѣко|5
благъ|5
г҃ь|5
блаженъ|5
мѫжь|5
іже|5
оупъваетъ|5
на|5
нь|5
оубоіте|5
сѧ|5
г҃ѣ|5
вьсі|5
с҃тіі|5
его|5
ѣко|5
нѣсть|5
лішеніѣ|5
боѧщіімь|5
сѧ|5
его|5
діѣ|5
богаті|5
обніщашѧ|5
і|5
възлакашѧ|5
а|5
вьзіскаѭщіі|5
г҃ѣ|5
не|5
лішѧтъ|5
сѧ|5
вьсѣкого|5
добра|5
прідѣте|5
чѧда|5
послоушаіте|5
мене|5
страхоу|5
гн҃ю|5
наоучѫ|5
въі|5
къто|5
есть|5
чл҃къ|5
хотѧі|5
жівотоу|5
любѧ|5
дьні|5
відѣті|5
добръі|5
оудръжі|5
ѧз҃къ|5
своі|5
отъ|5
зла|5
і|5
оустьнѣ|5
своі|5
не|5
гл҃аті|5
льсті|5
оуклоні|5
сѧ|5
отъ|5
зъла|5
і|5
творі|5
добро|5
вьзіщі|5
міра|5
і|5
пожені|5
і|5
очі|5
гн҃і|5
на|5
праведьнъіѧ|5
і|5
оуші|5
его|5
въ|5
молітвѫ|5
іхъ|5
ліце|5
же|5
гн҃е|5
на|5
творѧщѧѧ|5
злаа|5
потрѣбітъ|5
отъ|5
землѧ|5
памѧть|5
іхъ|5
возьвашѧ|5
праведьніці|5
і|5
г҃ь|5
оуслъіша|5
ѧ|5
і|5
ото|5
вьсѣхъ|5
печалеі|5
іхъ|5
ізбаві|5
ѧ|5
блізь|5
есть|5
г҃ь|5
съкроушенъііхъ|5
сц҃емь|5
і|5
съмѣренъіѧ|5
дх҃омь|5
сп҃етъ|5
многъі|5
скръбі|5
праведьнъіімъ|5
і|5
ото|5
вьсѣхъ|5
іхъ|5
ізбавітъ|5
ѧ|5
г҃ь|5
съхранѣетъ|5
г҃ь|5
вьсѧ|5
кості|5
іхъ|5
ні|5
едіна|5
отъ|5
ніхъ|5
не|5
съкроушітъ|5
сѧ|5
съмрьть|5
грѣшьнъііхъ|5
люта|5
і|5
ненавідѧщіі|5
праведьнаего|5
прѣгрѣшѧтъ|5
ізбавітъ|5
г҃ь|5
дш҃ѧ|5
рабъ|5
своіхъ|5
і|5
не|5
прѣгрѣшѧтъ|5
вьсі|5
оупъваѭщеі|5
на|5
нь|5
л|5
д҃|5
слав|5
псал|5
да҃въ|5
сѫді|5
г҃і|5
обідѧщіімъ|5
мѧ|5
вьзбрані|5
борѧщіімъ|5
сѧ|5
со|5
мьноѭ|5
пріімі|5
орѫжіе|5
і|5
щітъ|5
і|5
въстані|5
въ|5
помощь|5
моѭ|5
ісоуні|5
орѫжіе|5
і|5
завьрі|5
прѣдь|5
гонѧщіімь|5
мѧ|5
рьці|5
дш҃і|5
моеі|5
сп҃еніе|5
твое|5
есмь|5
азъ|5
да|5
постъідѧтъ|5
сѧ|5
і|5
посрамлѣѭтъ|5
сѧ|5
іскѫщіі|5
дш҃ѧ|5
моеѧ|5
да|5
вьзвратѧтъ|5
сѧ|5
вьспѧть|5
і|5
постъідѧть|5
сѧ|5
мъіслѧщіі|5
мьнѣ|5
зълаа|5
да|5
бѫдѫть|5
ѣко|5
прахъ|5
прѣдъ|5
ліцемь|5
вѣтра|5
і|5
анг҃лъ|5
гн҃ь|5
сътѫжаѧ|5
імъ|5
бѫді|5
пѫть|5
іхъ|5
тъма|5
і|5
плъзокъ|5
і|5
анг҃лъ|5
гн҃ь|5
поганѣѧ|5
і|5
ѣко|5
ашоуть|5
съкръішѧ|5
мнѣ|5
пагоубѫ|5
сѣті|5
своеѧ|5
въсоуе|5
поносішѧ|5
дш҃і|5
моеі|5
да|5
прідетъ|5
емоу|5
сѣть|5
еѧже|5
не|5
сьвѣстъ|5
і|5
лесть|5
ѭже|5
съкръі|5
обьметъ|5
і|5
і|5
вь|5
сѣть|5
да|5
въпадетъ|5
вь|5
нѭ|5
дш҃а|5
же|5
моѣ|5
въздрадоуеть|5
сѧ|5
о|5
г҃і|5
насладітъ|5
сѧ|5
о|5
съпасені|5
его|5
вьсѧ|5
кості|5
моѧ|5
рекѫтъ|5
г҃і|5
гі҃|5
къто|5
подобенъ|5
тебѣ|5
ізбавлѣѧ|5
ніща|5
ізд|5
рѫкъі|5
прѣпьшіхъ|5
его|5
і|5
ніща|5
і|5
оубога|5
отъ|5
расхъіщаѭщііхъ|5
і|5
въставъше|5
на|5
мѧ|5
сьвѣдѣтеле|5
неправедьніі|5
іхъже|5
не|5
съвѣдѣахъ|5
въпрашаахѫ|5
мѧ|5
въздаахѫ|5
мі|5
зълаа|5
въз|5
добраа|5
і|5
бещѧдіе|5
дш҃і|5
моеі|5
азъ|5
же|5
вьнегда|5
оні|5
огавіе|5
творѣахѫ|5
мі|5
облачаахѫ|5
сѧ|5
въ|5
врѣтіще|5
і|5
сьмѣрѣахъ|5
постомь|5
дш҃ѫ|5
моѭ|5
і|5
молітва|5
моѣ|5
вь|5
нѣдра|5
моѣ|5
възвратітъ|5
сѧ|5
ѣко|5
іскрьнѭмоу|5
ѣко|5
братоу|5
нашемоу|5
тако|5
оугаждаахъ|5
ѣко|5
плача|5
і|5
сѣтоуѧ|5
тако|5
съмѣрѣахъ|5
сѧ|5
і|5
о|5
мнѣ|5
вьзвеселішѧ|5
сѧ|5
сѧ|5
і|5
собърашѧ|5
сѧ|5
събьрашѧ|5
сѧ|5
на|5
мѧ|5
ранъі|5
і|5
не|5
чоухъ|5
раздѣлішѧ|5
сѧ|5
і|5
не|5
оумілішѧ|5
сѧ|5
мѫчішѧ|5
мѧ|5
подрѣжашѧ|5
мѧ|5
подрѣжаніімъ|5
скрьжъташѧ|5
на|5
мѧ|5
зѫбъі|5
своімі|5
гі҃|5
когда|5
оузьріші|5
оустроі|5
дш҃ѫ|5
моѭ|5
отъ|5
зълобъі|5
хь|5
отъ|5
левъ|5
іночѧдѫѭ|5
моѭ|5
ісповѣмъ|5
сѧ|5
тебѣ|5
г҃і|5
вь|5
цр҃къве|5
мнозѣ|5
вь|5
людехъ|5
тѧжьцѣхъ|5
въсхвалѭ|5
тѧ|5
да|5
не|5
порадоуѭтъ|5
мі|5
сѧ|5
вражьдоуѭщіі|5
на|5
мѧ|5
бес|5
правъдъі|5
ненавідѧщіі|5
мене|5
ашоуть|5
і|5
помізѣѭще|5
очіма|5
ѣко|5
мнѣ|5
оубо|5
міръно|5
гл҃аахѫ|5
і|5
на|5
гнѣвъ|5
льсті|5
помъішлаахѫ|5
рашірішѧ|5
на|5
мѧ|5
оуста|5
своѣ|5
рѣшѧ|5
благо|5
же|5
благо|5
же|5
відѣсте|5
очі|5
наші|5
відѣлъ|5
есі|5
г҃і|5
не|5
прѣмлъчі|5
гі҃|5
не|5
отъстѫпі|5
оть|5
мене|5
въстані|5
г҃і|5
і|5
вонъмі|5
сѫдъ|5
моі|5
бъ҃|5
моі|5
і|5
г҃ъ|5
моі|5
на|5
пърѭ|5
моѭ|5
сѫді|5
мі|5
г҃і|5
по|5
правъдѣ|5
твоеі|5
гі҃|5
бж҃е|5
моі|5
і|5
да|5
не|5
порадоуѭтъ|5
мі|5
сѧ|5
да|5
не|5
рекѫтъ|5
въ|5
сръдъціхъ|5
своіхъ|5
благо|5
же|5
благо|5
же|5
дш҃і|5
нашеі|5
ні|5
рекѫтъ|5
пожрѣхомо|5
і|5
да|5
постъідѧтъ|5
сѧ|5
і|5
посрамлѣѭтъ|5
сѧ|5
въкоупѣ|5
радоуѭщеі|5
сѧ|5
зъломъ|5
моімъ|5
да|5
облѣгѫтъ|5
сѧ|5
въ|5
стоудъ|5
і|5
въ|5
срамъ|5
велърѣчоуѭщеі|5
на|5
мѧ|5
да|5
въздрадоуѭтъ|5
сѧ|5
і|5
възвеселѧтъ|5
сѧ|5
хотѧщеі|5
правъдѣ|5
моеі|5
і|5
гл҃ѭтъ|5
воінѫ|5
да|5
възвелічітъ|5
сѧ|5
гъ҃|5
хотѧщіі|5
міроу|5
рабі|5
его|5
і|5
ѧз҃къ|5
моі|5
пооучітъ|5
сѧ|5
правъдѣ|5
твоеі|5
въсъ|5
денъ|5
въ|5
хвалѫ|5
твѫѭ|5
л҃|5
е|5
въ|5
коцъ|5
раба|5
гн҃ѣ|5
да҃да|5
сѧтъ|5
законопрѣстѫпънікъ|5
да|5
съгрѣшаѭтъ|5
въ|5
себѣ|5
нѣстъ|5
бо|5
страха|5
бж҃іѣ|5
прѣдъ|5
очіма|5
его|5
ѣко|5
волъсті|5
прѣдъ|5
німъ|5
обрѣсті|5
безаконніе|5
свое|5
і|5
възненавідѣті|5
гл҃і|5
оусть|5
его|5
безаконніе|5
і|5
лестъ|5
і|5
не|5
ізволі|5
разоумѣті|5
да|5
оублажітъ|5
безаконніе|5
свое|5
помъіслі|5
на|5
ложі|5
свооемъ|5
ста|5
на|5
въсѣкомъ|5
пѫті|5
не|5
блазѣ|5
о|5
зълобѣ|5
же|5
не|5
негодова|5
гі҃|5
на|5
не҃бсі|5
мілостъ|5
твоѣ|5
і|5
істіна|5
твоѣ|5
до|5
облакъ|5
правъда|5
твоѣ|5
ѣко|5
горъі|5
бж҃іѧ|5
сѫдъбъі|5
твоѧ|5
безденіе|5
мъного|5
чк҃ъі|5
і|5
скотъі|5
спе҃ші|5
г҃і|5
ѣко|5
оумъножілъ|5
есі|5
мілості|5
своеѧ|5
бж҃е|5
сн҃ві|5
же|5
чв҃стіі|5
на|5
кровъ|5
крілоу|5
твоею|5
надѣѭтъ|5
сѧ|5
оупіѭтъ|5
сѧ|5
отъ|5
обіліѣ|5
домоу|5
твоего|5
і|5
потокомъ|5
піщѧ|5
твоеѧ|5
напоіші|5
ѧ|5
ѣко|5
оу|5
тебе|5
естъ|5
істочьнікъ|5
жівота|5
въ|5
свѣтѣ|5
твоемъ|5
оузърімъ|5
свѣтъ|5
пробаві|5
мілостъ|5
твоѭ|5
вѣдѫщіімъ|5
тѧ|5
і|5
правъдѫ|5
твоѭ|5
правъіімъ|5
сръдъцемъ|5
да|5
не|5
прідетъ|5
мънѣ|5
нога|5
грьдъіѧ|5
і|5
рѫка|5
грѣшъніча|5
да|5
не|5
подвіжітъ|5
мене|5
тоу|5
падѫтъ|5
въсі|5
творѧщеі|5
безаконеніе|5
въіріновені|5
бъішѧ|5
і|5
не|5
могѫтъ|5
статі|5
л҃|5
з|5
слава|5
псал|5
да҃въ|5
не|5
ревъноуіте|5
лѫкавьноуѭщіімъ|5
ні|5
завіді|5
творѧщіімъ|5
безаконеніе|5
зане|5
ѣко|5
трѣва|5
ѧдро|5
ісъшѫтъ|5
і|5
ѣко|5
зеліе|5
злака|5
скоро|5
отъпадѫтъ|5
оупъваі|5
на|5
г҃ѣ|5
і|5
творі|5
благостъінѭ|5
і|5
населі|5
землѭ|5
і|5
оупасеші|5
сѧ|5
въ|5
богатьствѣ|5
еѧ|5
насладі|5
сѧ|5
г҃ю|5
і|5
дастъ|5
ті|5
прошеніе|5
ср҃ца|5
твоего|5
отъкръіі|5
къ|5
г҃ю|5
пѫть|5
твоі|5
і|5
оупъваі|5
на|5
нь|5
і|5
тъ|5
сътворітъ|5
і|5
ізведетъ|5
ѣко|5
свѣтъ|5
правьдѫ|5
твоѭ|5
і|5
сѫдъбѫ|5
твоѭ|5
ѣко|5
і|5
полоу|5
дьні|5
повіні|5
сѧ|5
г҃ю|5
і|5
оумолі|5
і|5
не|5
ревьноуі|5
спѣѭщоуем|5
ѫтемь|5
своімь|5
чк҃оу|5
творѧщоуемоу|5
законопрѣстѫпленіе|5
прѣстані|5
отъ|5
гнѣва|5
і|5
оставі|5
ѣрость|5
не|5
ревьноуі|5
ѣко|5
лѫкавьноваті|5
зане|5
лѫкавьноуѭщіі|5
потрѣбѧтъ|5
сѧ|5
тръпѧщіі|5
же|5
г҃ѣ|5
ті|5
обладаѭтъ|5
землеѭ|5
і|5
еще|5
мало|5
і|5
не|5
бѫдетъ|5
грѣшьніка|5
і|5
вьзіщещі|5
мѣста|5
его|5
і|5
не|5
обрѧщеші|5
кротъціі|5
же|5
наслѣдѧтъ|5
землѭ|5
і|5
наслѣдѧтъ|5
сѧ|5
на|5
множьсвѣ|5
міра|5
назіраетъ|5
грѣшьнікъ|5
праведьніка|5
і|5
поскрежьщетъ|5
на|5
нь|5
зѫбъі|5
своімі|5
гь҃|5
же|5
посмѣетъ|5
сѧ|5
емоу|5
зане|5
прозьрітъ|5
ѣко|5
прідетъ|5
день|5
емоу|5
орѫжіе|5
ізвлѣшѧ|5
грѣшьніі|5
налѧшѧ|5
лѫкъ|5
своі|5
състрѣлѣті|5
ніщаего|5
і|5
оубогаего|5
заклаті|5
правъіѧ|5
срц҃мь|5
орѫжіе|5
іхъ|5
вьнідетъ|5
вь|5
сц҃а|5
іхъ|5
і|5
лѫці|5
іхъ|5
съкроушѧтъ|5
сѧ|5
лоуче|5
малое|5
праведьнікоу|5
паче|5
богатьства|5
грѣшьнъііхъ|5
мьнога|5
ѣко|5
мъішьцѧ|5
грѣшьнікъ|5
съкроушѧтъ|5
сѧ|5
оутвръждаетъ|5
же|5
праведьнъіѧ|5
г҃ь|5
съвѣстъ|5
г҃ь|5
пѫть|5
непорочьнъіхъ|5
і|5
достоѣніе|5
іхъ|5
вь|5
вѣкъ|5
бѫдетъ|5
не|5
постъідѧтъ|5
сѧ|5
вь|5
врѣмѧ|5
люто|5
і|5
вь|5
день|5
глада|5
насъітѧтъ|5
сѧ|5
ѣко|5
грѣшьніці|5
погъіблѭтъ|5
вразі|5
же|5
гн҃і|5
коупьно|5
прославіті|5
сѧ|5
імъ|5
і|5
вьзнесті|5
іщѣзаѭще|5
ѣко|5
дъімъ|5
іщезѫ|5
заемлетъ|5
грѣшьнікъ|5
і|5
не|5
вьзвратітъ|5
праведьнікъ|5
же|5
мілоуетъ|5
і|5
даетъ|5
ѣко|5
бл҃щіі|5
его|5
наслѣдѧтъ|5
землѭ|5
клънѫщеі|5
же|5
его|5
потрѣбѧтъ|5
сѧ|5
отъ|5
г҃ѣ|5
стопъі|5
чк҃оу|5
ісправѧтъ|5
сѧ|5
і|5
пѫть|5
его|5
вьсхощетъ|5
зѣло|5
егда|5
сѧ|5
падетъ|5
не|5
порѫтітъ|5
сѧ|5
ѣко|5
г҃ь|5
подъемлетъ|5
і|5
рѫкѫ|5
его|5
подъметъ|5
юнъ|5
бъіхъ|5
ібо|5
състарѣхъ|5
сѧ|5
і|5
не|5
відѣхъ|5
праведьніка|5
оставлена|5
ні|5
сѣмені|5
его|5
просѧща|5
хлѣба|5
весь|5
день|5
мілоуетъ|5
і|5
заемъ|5
даетъ|5
праведьнъі|5
і|5
сѣмѧ|5
его|5
вь|5
бл҃ніі|5
бѫдетъ|5
оуклоні|5
сѧ|5
отъ|5
зъла|5
і|5
сътворі|5
добро|5
і|5
жіві|5
вь|5
вѣкъ|5
въкоу|5
ѣко|5
гь҃|5
любітъ|5
сѫдъ|5
і|5
не|5
оставітъ|5
прднъіхъ|5
своіхъ|5
вь|5
вѣкъ|5
съхранѧтъ|5
сѧ|5
безаконніціці|5
же|5
въігънані|5
бѫдѫтъ|5
і|5
сѣмѧ|5
нечьстівъіхъ|5
потрѣбітъ|5
сѧ|5
праведьніці|5
же|5
наслѣдѧтъ|5
землѭ|5
і|5
вьселѧтъ|5
сѧ|5
вь|5
вѣкъ|5
вѣкоу|5
на|5
неі|5
оуста|5
праведьнаего|5
пооучѧтъ|5
сѧ|5
прѣмѫдрості|5
і|5
ѧзк҃ъ|5
его|5
вьзг҃летъ|5
сѫдъ|5
законъ|5
б҃а|5
емоу|5
вь|5
сц҃і|5
его|5
і|5
не|5
запьнѫтъ|5
сѧ|5
стопъі|5
его|5
смотрѣетъ|5
грѣшьнікъ|5
на|5
праведьнаего|5
і|5
іщетъ|5
оумрътвіті|5
і|5
гь҃|5
же|5
не|5
оставітъ|5
его|5
вь|5
рѫкоу|5
его|5
ні|5
осѫдітъ|5
его|5
егда|5
сѫдіті|5
сѧ|5
емоу|5
потръпі|5
г҃ѣ|5
і|5
съхрані|5
пѫть|5
его|5
і|5
вьзнесетъ|5
тѧ|5
наслѣдіті|5
землѭ|5
егда|5
потрѣблѣѭтъ|5
сѧ|5
грѣшьніці|5
оузьріші|5
відѣхъ|5
нечьстіваего|5
прѣвьзносѧща|5
сѧ|5
і|5
въісѧща|5
сѧ|5
ѣко|5
кедръі|5
ліваньскъіѧ|5
і|5
мімоідъ|5
і|5
се|5
не|5
бѣ|5
і|5
вьзіскахъ|5
его|5
і|5
не|5
обрѣте|5
сѧ|5
мѣсто|5
его|5
храні|5
незълобѫ|5
і|5
віждь|5
правотъі|5
ѣко|5
естъ|5
станокъ|5
чк҃оу|5
мірьноу|5
законопрѣстѫпьніці|5
же|5
потрѣбѧтъ|5
сѧ|5
вькоупѣ|5
останьці|5
же|5
нечьстівъіхъ|5
потрѣбѧтъ|5
сѧ|5
сп҃еніе|5
же|5
праведьнъімъ|5
отъ|5
г҃ѣ|5
і|5
защітітель|5
імъ|5
естъ|5
вь|5
врѣмѧ|5
скрьбі|5
і|5
поможетъ|5
імъ|5
г҃ь|5
і|5
ізбавітъ|5
ѧ|5
і|5
ізъметъ|5
ѧ|5
отъ|5
грѣшьнікъ|5
і|5
сп҃етъ|5
ѧ|5
ѣкоже|5
оупъвашѧ|5
на|5
нь|5
слава|5
сѣд|5
псал|5
да҃въ|5
л҃|5
з|5
вьспомінаніе|5
о|5
сѫботѣ|5
гі҃|5
не|5
ѣростіѭ|5
твоеѭ|5
облічі|5
мене|5
ні|5
гнѣвомь|5
твоімь|5
покажі|5
мене|5
ѣко|5
стрѣлъі|5
твоѧ|5
оуньзѫ|5
мнѣ|5
і|5
оутвръділъ|5
есі|5
на|5
мьнѣ|5
рѫкѫ|5
твоѭ|5
нѣстъ|5
істѣленіѣ|5
плъті|5
моеі|5
отъ|5
ліца|5
гнѣва|5
твоего|5
нстъ|5
міра|5
вь|5
костехъ|5
моіхъ|5
отъ|5
ліца|5
грѣхъ|5
моіхъ|5
ѣко|5
безаконіѣ|5
моѣ|5
прѣвьзідѫ|5
главѫ|5
моѭ|5
ѣко|5
брѣмѧ|5
тѧжько|5
отеготѣшѧ|5
на|5
мѧ|5
вьсмръдѣшѧ|5
сѧ|5
і|5
съгнішѧ|5
ранъі|5
моѧ|5
отъ|5
ліца|5
безоуміѣ|5
моего|5
пострадахъ|5
і|5
сълѧхъ|5
сѧ|5
до|5
коньца|5
весь|5
день|5
сѣтоуѧ|5
хождаахъ|5
ѣко|5
лѧдвіѧ|5
моѧ|5
наплънішѧ|5
сѧ|5
порѫганеі|5
і|5
нѣстъ|5
істѣленіѣ|5
плъті|5
моеі|5
озълобленъ|5
бъіхъ|5
і|5
съмѣріхъ|5
сѧ|5
зѣло|5
рікаахъ|5
ото|5
въздъіханіѣ|5
сц҃а|5
моего|5
гі҃|5
прѣдъ|5
тобоѭ|5
вьсе|5
желаніе|5
мое|5
і|5
въздъіханіе|5
мое|5
отъ|5
тебе|5
не|5
оутаі|5
сѧ|5
срд҃це|5
мое|5
съмѧте|5
сѧ|5
оставі|5
мѧ|5
сіла|5
моѣ|5
і|5
свѣтъ|5
очію|5
моею|5
тъ|5
нѣстъ|5
съ|5
мьноѭ|5
дроузі|5
моі|5
і|5
бліжікъі|5
моѧ|5
прѣмо|5
мнѣ|5
прібліжішѧ|5
сѧ|5
сташѧ|5
і|5
бліжьні|5
моі|5
далече|5
сташѧ|5
і|5
нѫждаахѫ|5
сѧ|5
іскѫщеі|5
дш҃ѧ|5
моеѧ|5
і|5
іскѫщеі|5
зъла|5
мнѣ|5
гла҃ахѫ|5
соуетьнаа|5
і|5
льстемъ|5
въсь|5
денъ|5
пооучаахѫ|5
сѧ|5
азъ|5
же|5
ѣко|5
глоухъ|5
не|5
слъішахъ|5
і|5
ѣко|5
нѣмъ|5
не|5
отвръзаѧ|5
оустъ|5
своіхъ|5
і|5
бъіхъ|5
ѣко|5
чл҃вкъ|5
не|5
слъішѧі|5
і|5
не|5
імъі|5
въ|5
оустѣхъ|5
своіхъ|5
обліченьѣ|5
ѣко|5
на|5
тѧ|5
г҃і|5
оупьвахъ|5
тъі|5
оуслъішіші|5
г҃і|5
бж҃е|5
моі|5
ѣко|5
рѣхъ|5
еда|5
когъда|5
порадоуѭтъ|5
мі|5
сѧ|5
вразі|5
моі|5
вънегда|5
подвіжасте|5
сѧ|5
нозѣ|5
моі|5
на|5
мѧ|5
вельрѣчевшѧ|5
ѣко|5
азъ|5
на|5
ранъі|5
готовъі|5
і|5
болѣзнъ|5
моѣ|5
прѣдъ|5
мноѭ|5
естъ|5
въінѫ|5
ѣко|5
безаконье|5
мо|5
възвѣщѫ|5
і|5
попекѫ|5
сѧ|5
о|5
грѣсѣ|5
моемъ|5
вразі|5
же|5
моі|5
жівѫтъ|5
і|5
оукрѣпішѧ|5
сѧ|5
паче|5
мне|5
і|5
оумножішѧ|5
сѧ|5
ненавідѧщеі|5
мне|5
бес|5
правьдъі|5
въздаѭщеі|5
мнѣ|5
зъла|5
въз|5
добраа|5
облъігаахѫ|5
мѧ|5
зане|5
гонѣахъ|5
благостъінѭ|5
не|5
оставі|5
мне|5
г҃і|5
бж҃е|5
моі|5
не|5
отъстѫпі|5
отъ|5
мне|5
вънъмі|5
въ|5
помощъ|5
моѭ|5
г҃і|5
сп҃ньѣ|5
моего|5
въ|5
концъ|5
ідітоужѣ|5
пѣснъ|5
д҃ад҃ов҃а|5
рѣхъ|5
съхранѭ|5
пѫті|5
моѧ|5
да|5
не|5
съгрѣшаѭ|5
ѧзъікомъ|5
моімъ|5
положіхъ|5
оусто|5
моімъ|5
храніло|5
егда|5
въстанетъ|5
грѣшьнікъ|5
на|5
мѧ|5
онѣмѣхъ|5
і|5
съмѣріхъ|5
сѧ|5
і|5
оумлъчахъ|5
отъ|5
благъ|5
і|5
болѣзнъ|5
моѣ|5
обнові|5
сѧ|5
съгрѣ|5
сѧ|5
срд҃це|5
мое|5
въ|5
мнѣ|5
і|5
въ|5
пооученьі|5
моемъ|5
раетъ|5
сѧ|5
огнъ|5
гл҃ахъ|5
ѧзъікомъ|5
моімъ|5
съкажі|5
мі|5
г҃і|5
конъчінѫ|5
моѭ|5
і|5
чісло|5
дънеі|5
моіхъ|5
кое|5
естъ|5
да|5
разоумѣѭ|5
чесо|5
лішѫ|5
сѧ|5
азъ|5
се|5
пѧдьѭ|5
ізмѣренъі|5
положілъ|5
есі|5
дні|5
моѧ|5
і|5
упостасъ|5
моѣ|5
ѣко|5
нічъже|5
прѣдъ|5
тобоѭ|5
обаче|5
въсоуе|5
въсѣка|5
соуета|5
въсѣкъ|5
чл҃вкъ|5
жівъіі|5
іде|5
оубо|5
образомъ|5
ходітъ|5
чл҃вкъ|5
обаче|5
въсоуе|5
мѫтітъ|5
сѧ|5
діѣпсал|5
съкръіваетъ|5
і|5
не|5
вѣстъ|5
комоу|5
събіраетъ|5
і|5
нъінѣ|5
къто|5
тръпѣнъе|5
мое|5
не|5
г҃ъ|5
лі|5
і|5
упостасъ|5
моѣ|5
оу|5
тебе|5
естъ|5
отъ|5
въсѣхъ|5
безаконнеі|5
моіхъ|5
ізбаві|5
мѧ|5
поношенье|5
безоумьноуемоу|5
далъ|5
мѧ|5
есі|5
онѣмѣхъ|5
і|5
не|5
отврѣсъ|5
оустъ|5
моіхъ|5
ѣко|5
тъі|5
створі|5
отъімі|5
отъ|5
мне|5
ранъі|5
твоѧ|5
отъ|5
крѣпості|5
бо|5
рѫкъі|5
твоеѧ|5
азъ|5
ісконъчахъ|5
сѧ|5
въ|5
обліченііхъ|5
о|5
безаконеньі|5
показалъ|5
есі|5
чв҃ка|5
і|5
істаілъ|5
есі|5
ѣко|5
паѫчінѫ|5
дш҃ѭ|5
его|5
обаче|5
въсоуе|5
въсѣкъ|5
чл҃вкъ|5
діѣпсал|5
оуслъіші|5
молітвѫ|5
моѭ|5
г҃і|5
і|5
моленье|5
мое|5
въоуші|5
слезъ|5
моіхъ|5
не|5
прѣмлъчі|5
ѣко|5
прѣсельнікъ|5
есмъ|5
а|5
оу|5
тебе|5
і|5
прішьлецъ|5
