wiki_form|generated_match|lcs_match|match_desinence_idx|lcs_infl_class|oes_lemma|match_code
наси́лиях||||nt_jo|Nbнасилие|0
насле́дие||||nt_jo|Nbнаслѣдие|0
насле́дия||||nt_jo|Nbнаслѣдие|0
насле́дий||||nt_jo|Nbнаслѣдие|0
насле́дию||||nt_jo|Nbнаслѣдие|0
насле́диям||||nt_jo|Nbнаслѣдие|0
насле́дием||||nt_jo|Nbнаслѣдие|0
насле́диями||||nt_jo|Nbнаслѣдие|0
насле́дии||||nt_jo|Nbнаслѣдие|0
насле́диях||||nt_jo|Nbнаслѣдие|0
наслажде́ние||||nt_jo|Nbнаслажение|0
наслажде́ния||||nt_jo|Nbнаслажение|0
наслажде́ний||||nt_jo|Nbнаслажение|0
наслажде́нию||||nt_jo|Nbнаслажение|0
наслажде́ниям||||nt_jo|Nbнаслажение|0
наслажде́нием||||nt_jo|Nbнаслажение|0
наслажде́ниями||||nt_jo|Nbнаслажение|0
наслажде́нии||||nt_jo|Nbнаслажение|0
наслажде́ниях||||nt_jo|Nbнаслажение|0
насле́дник|наследник|naslědьnikъ|1|masc_o|Nbнаслѣдьникъ|1
насле́дники|наследники|naslědьniki|15|masc_o|Nbнаслѣдьникъ|1
насле́дника|наследника|naslědьnika|3|masc_o|Nbнаслѣдьникъ|1
насле́дников|наследников|naslědьnikovъ|17|masc_o|Nbнаслѣдьникъ|1
насле́днику|наследнику|naslědьniku|4|masc_o|Nbнаслѣдьникъ|1
насле́дникам|наследникам|naslědьnikamъ|18|masc_o|Nbнаслѣдьникъ|1
насле́дником|наследником|naslědьnikOmь|6|masc_o|Nbнаслѣдьникъ|1
насле́дниками|наследниками|naslědьnikami|20|masc_o|Nbнаслѣдьникъ|1
насле́днике|наследнике|naslědьnikě|5|masc_o|Nbнаслѣдьникъ|1
насле́дниках|наследниках|naslědьnikaxъ|19|masc_o|Nbнаслѣдьникъ|1
наста́вник|наставник|nastavьnikъ|1|masc_o|Nbнаставьникъ|1
наста́вники|наставники|nastavьniki|15|masc_o|Nbнаставьникъ|1
наста́вника|наставника|nastavьnika|3|masc_o|Nbнаставьникъ|1
наста́вников|наставников|nastavьnikovъ|17|masc_o|Nbнаставьникъ|1
наста́внику|наставнику|nastavьniku|4|masc_o|Nbнаставьникъ|1
наста́вникам|наставникам|nastavьnikamъ|18|masc_o|Nbнаставьникъ|1
наста́вником|наставником|nastavьnikOmь|6|masc_o|Nbнаставьникъ|1
наста́вниками|наставниками|nastavьnikami|20|masc_o|Nbнаставьникъ|1
наста́внике|наставнике|nastavьnikě|5|masc_o|Nbнаставьникъ|1
наста́вниках|наставниках|nastavьnikaxъ|19|masc_o|Nbнаставьникъ|1
науче́ние||||nt_jo|Nbнаучение|0
науче́ния||||nt_jo|Nbнаучение|0
науче́ний||||nt_jo|Nbнаучение|0
науче́нию||||nt_jo|Nbнаучение|0
науче́ниям||||nt_jo|Nbнаучение|0
науче́нием||||nt_jo|Nbнаучение|0
науче́ниями||||nt_jo|Nbнаучение|0
науче́нии||||nt_jo|Nbнаучение|0
науче́ниях||||nt_jo|Nbнаучение|0
нача́льный||||adj_hard|A-начальныи|0
нача́льное|начальное|načęlьnoje|43|adj_hard|A-начальныи|1
нача́льная|начальная|načęlьnajǢ|22|adj_hard|A-начальныи|1
нача́льные|начальные|načęlьnyję̌|15|adj_hard|A-начальныи|1
нача́льного|начального|načęlьnogo|3|adj_hard|A-начальныи|1
нача́льной|начальной|načęlьnъjь|1|adj_hard|A-начальныи|1
нача́льных|начальных|načęlьnyxъ|17|adj_hard|A-начальныи|1
нача́льному|начальному|načęlьnomu|4|adj_hard|A-начальныи|1
нача́льным|начальным|načęlьnymь|6|adj_hard|A-начальныи|1
нача́льную|начальную|načęlьnǫjǫ|23|adj_hard|A-начальныи|1
нача́льною|начальною|načęlьnojǫ|27|adj_hard|A-начальныи|1
нача́льными|начальными|načęlьnymi|20|adj_hard|A-начальныи|1
нача́льном|начальном|načęlьnomь|5|adj_hard|A-начальныи|1
нача́лен|начален|načęlьnъ|7|adj_hard|A-начальныи|1
нача́льно|начально|načęlьno|49|adj_hard|A-начальныи|1
нача́льна|начальна|načęlьna|8|adj_hard|A-начальныи|1
нача́льны|начальны|načęlьny|21|adj_hard|A-начальныи|1
начну́|начну|načьnǫ|1|12|V-начати|1
начнём|начнем|načьnemъ|7|12|V-начати|1
начнёшь|начнешь|načьnešь|2|12|V-начати|1
начнёте|начнете|načьnete|6|12|V-начати|1
начнёт|начнет|načьnetQ|3|12|V-начати|1
начну́т|начнут|načьnǫtQ|9|12|V-начати|1
на́чал|начал|načęlъ|40|12|V-начати|1
на́чали|начали|načęli|148|12|V-начати|1
начала́|начала|načęla|146|12|V-начати|1
на́чало|начало|načęlo|147|12|V-начати|1
начнёмте||||12|V-начати|0
начни́|начни|načьni|29|12|V-начати|1
начни́те||||12|V-начати|0
нача́вший|начавший|načęvъšьjь|150|12|V-начати|1
на́чатый|начатый|načętъjь|151|12|V-начати|1
нача́в|начав|načęvъ|39|12|V-начати|1
нача́вши|начавши|načęvъši|149|12|V-начати|1
начать|начать|načęti|43|12|V-начати|1
нача́льник|начальник|načęlьnikъ|1|masc_o|Nbначальникъ|1
нача́льники|начальники|načęlьniki|15|masc_o|Nbначальникъ|1
нача́льника|начальника|načęlьnika|3|masc_o|Nbначальникъ|1
нача́льников|начальников|načęlьnikovъ|17|masc_o|Nbначальникъ|1
нача́льнику|начальнику|načęlьniku|4|masc_o|Nbначальникъ|1
нача́льникам|начальникам|načęlьnikamъ|18|masc_o|Nbначальникъ|1
нача́льником|начальником|načęlьnikOmь|6|masc_o|Nbначальникъ|1
нача́льниками|начальниками|načęlьnikami|20|masc_o|Nbначальникъ|1
нача́льнике|начальнике|načęlьnikě|5|masc_o|Nbначальникъ|1
нача́льниках|начальниках|načęlьnikaxъ|19|masc_o|Nbначальникъ|1
начина́ю|начинаю|načinajǫ|1|54|V-начинати|1
начина́ем|начинаем|načinajemъ|7|54|V-начинати|1
начина́ешь|начинаешь|načinaješь|2|54|V-начинати|1
начина́ете|начинаете|načinajete|6|54|V-начинати|1
начина́ет|начинает|načinajetQ|3|54|V-начинати|1
начина́ют|начинают|načinajǫtQ|9|54|V-начинати|1
начина́л|начинал|načinalъ|40|54|V-начинати|1
начина́ли|начинали|načinali|148|54|V-начинати|1
начина́ла|начинала|načinala|146|54|V-начинати|1
начина́ло|начинало|načinalo|147|54|V-начинати|1
начина́й||||54|V-начинати|0
начина́йте||||54|V-начинати|0
начина́ющий|начинающий|načinajǫћьjь|145|54|V-начинати|1
начина́вший|начинавший|načinavъšьjь|150|54|V-начинати|1
начина́емый|начинаемый|načinajemъjь|152|54|V-начинати|1
начина́я|начиная|načinaję|37|54|V-начинати|1
начина́в|начинав|načinavъ|39|54|V-начинати|1
начина́вши|начинавши|načinavъši|149|54|V-начинати|1
начинать|начинать|načinati|43|54|V-начинати|1
наше́ствие||||nt_jo|Nbнашьствие|0
наше́ствия||||nt_jo|Nbнашьствие|0
наше́ствий||||nt_jo|Nbнашьствие|0
наше́ствию||||nt_jo|Nbнашьствие|0
наше́ствиям||||nt_jo|Nbнашьствие|0
наше́ствием||||nt_jo|Nbнашьствие|0
наше́ствиями||||nt_jo|Nbнашьствие|0
наше́ствии||||nt_jo|Nbнашьствие|0
наше́ствиях||||nt_jo|Nbнашьствие|0
небе́сный||||adj_hard|A-небесьныи|0
небе́сное|небесное|nebesьnoje|43|adj_hard|A-небесьныи|1
небе́сная|небесная|nebesьnajǢ|22|adj_hard|A-небесьныи|1
небе́сные|небесные|nebesьnyję̌|15|adj_hard|A-небесьныи|1
небе́сного|небесного|nebesьnogo|3|adj_hard|A-небесьныи|1
небе́сной|небесной|nebesьnъjь|1|adj_hard|A-небесьныи|1
небе́сных|небесных|nebesьnyxъ|17|adj_hard|A-небесьныи|1
небе́сному|небесному|nebesьnomu|4|adj_hard|A-небесьныи|1
небе́сным|небесным|nebesьnymь|6|adj_hard|A-небесьныи|1
небе́сную|небесную|nebesьnǫjǫ|23|adj_hard|A-небесьныи|1
небе́сною|небесною|nebesьnojǫ|27|adj_hard|A-небесьныи|1
небе́сными|небесными|nebesьnymi|20|adj_hard|A-небесьныи|1
небе́сном|небесном|nebesьnomь|5|adj_hard|A-небесьныи|1
неве́рный||||adj_hard|A-невѣрьныи|0
неве́рное|неверное|nevěrьnoje|43|adj_hard|A-невѣрьныи|1
неве́рная|неверная|nevěrьnajǢ|22|adj_hard|A-невѣрьныи|1
неве́рные|неверные|nevěrьnyję̌|15|adj_hard|A-невѣрьныи|1
неве́рного|неверного|nevěrьnogo|3|adj_hard|A-невѣрьныи|1
неве́рной|неверной|nevěrьnъjь|1|adj_hard|A-невѣрьныи|1
неве́рных|неверных|nevěrьnyxъ|17|adj_hard|A-невѣрьныи|1
неве́рному|неверному|nevěrьnomu|4|adj_hard|A-невѣрьныи|1
неве́рным|неверным|nevěrьnymь|6|adj_hard|A-невѣрьныи|1
неве́рную|неверную|nevěrьnǫjǫ|23|adj_hard|A-невѣрьныи|1
неве́рною|неверною|nevěrьnojǫ|27|adj_hard|A-невѣрьныи|1
неве́рными|неверными|nevěrьnymi|20|adj_hard|A-невѣрьныи|1
неве́рном|неверном|nevěrьnomь|5|adj_hard|A-невѣрьныи|1
неве́рен|неверен|nevěrьnъ|7|adj_hard|A-невѣрьныи|1
неве́рно|неверно|nevěrьno|49|adj_hard|A-невѣрьныи|1
неверна́|неверна|nevěrьna|8|adj_hard|A-невѣрьныи|1
неве́рны|неверны|nevěrьny|21|adj_hard|A-невѣрьныи|1
неверны́|неверны|nevěrьny|21|adj_hard|A-невѣрьныи|1
неве́жество||||nt_o|Nbневѣжьство|0
неве́жества||||nt_o|Nbневѣжьство|0
неве́жеств|невежеств|nevěђьstvъ|59|nt_o|Nbневѣжьство|1
неве́жеству||||nt_o|Nbневѣжьство|0
неве́жествам||||nt_o|Nbневѣжьство|0
неве́жеством||||nt_o|Nbневѣжьство|0
неве́жествами||||nt_o|Nbневѣжьство|0
неве́жестве||||nt_o|Nbневѣжьство|0
неве́жествах||||nt_o|Nbневѣжьство|0
неве́стка|невестка|nevěstъka|22|fem_a|Nbневѣстъка|1
неве́стки|невестки|nevěstъky|24|fem_a|Nbневѣстъка|1
неве́сток|невесток|nevěstъkъ|38|fem_a|Nbневѣстъка|1
неве́стке|невестке|nevěstъkě|25|fem_a|Nbневѣстъка|1
неве́сткам|невесткам|nevěstъkamъ|39|fem_a|Nbневѣстъка|1
неве́стку|невестку|nevěstъkǫ|23|fem_a|Nbневѣстъка|1
неве́сткой|невесткой|nevěstъkojǫ|27|fem_a|Nbневѣстъка|1
неве́сткою|невесткою|nevěstъkojǫ|27|fem_a|Nbневѣстъка|1
неве́стками|невестками|nevěstъkami|41|fem_a|Nbневѣстъка|1
неве́стках|невестках|nevěstъkaxъ|40|fem_a|Nbневѣстъка|1
него́дный||||adj_hard|A-негодьныи|0
него́дное|негодное|negodьnoje|43|adj_hard|A-негодьныи|1
него́дная|негодная|negodьnajǢ|22|adj_hard|A-негодьныи|1
него́дные|негодные|negodьnyję̌|15|adj_hard|A-негодьныи|1
него́дного|негодного|negodьnogo|3|adj_hard|A-негодьныи|1
него́дной|негодной|negodьnъjь|1|adj_hard|A-негодьныи|1
него́дных|негодных|negodьnyxъ|17|adj_hard|A-негодьныи|1
него́дному|негодному|negodьnomu|4|adj_hard|A-негодьныи|1
него́дным|негодным|negodьnymь|6|adj_hard|A-негодьныи|1
него́дную|негодную|negodьnǫjǫ|23|adj_hard|A-негодьныи|1
него́дною|негодною|negodьnojǫ|27|adj_hard|A-негодьныи|1
него́дными|негодными|negodьnymi|20|adj_hard|A-негодьныи|1
него́дном|негодном|negodьnomь|5|adj_hard|A-негодьныи|1
него́ден|негоден|negodьnъ|7|adj_hard|A-негодьныи|1
него́дно|негодно|negodьno|49|adj_hard|A-негодьныи|1
негодна́|негодна|negodьna|8|adj_hard|A-негодьныи|1
него́дны|негодны|negodьny|21|adj_hard|A-негодьныи|1
негодны́|негодны|negodьny|21|adj_hard|A-негодьныи|1
негде|||||Dfнѣкъдѣ|0
неде́льный||||adj_hard|A-недѣльныи|0
неде́льное|недельное|neděĺьnoje|43|adj_hard|A-недѣльныи|1
неде́льная|недельная|neděĺьnajǢ|22|adj_hard|A-недѣльныи|1
неде́льные|недельные|neděĺьnyję̌|15|adj_hard|A-недѣльныи|1
неде́льного|недельного|neděĺьnogo|3|adj_hard|A-недѣльныи|1
неде́льной|недельной|neděĺьnъjь|1|adj_hard|A-недѣльныи|1
неде́льных|недельных|neděĺьnyxъ|17|adj_hard|A-недѣльныи|1
неде́льному|недельному|neděĺьnomu|4|adj_hard|A-недѣльныи|1
неде́льным|недельным|neděĺьnymь|6|adj_hard|A-недѣльныи|1
неде́льную|недельную|neděĺьnǫjǫ|23|adj_hard|A-недѣльныи|1
неде́льною|недельною|neděĺьnojǫ|27|adj_hard|A-недѣльныи|1
неде́льными|недельными|neděĺьnymi|20|adj_hard|A-недѣльныи|1
неде́льном|недельном|neděĺьnomь|5|adj_hard|A-недѣльныи|1
неде́лен|неделен|neděĺьnъ|7|adj_hard|A-недѣльныи|1
неде́льно|недельно|neděĺьno|49|adj_hard|A-недѣльныи|1
неде́льна|недельна|neděĺьna|8|adj_hard|A-недѣльныи|1
неде́льны|недельны|neděĺьny|21|adj_hard|A-недѣльныи|1
недоста́ток|недостаток|nedostatъkъ|1|masc_o|Nbнедостатъкъ|1
недоста́тки|недостатки|nedostatъki|15|masc_o|Nbнедостатъкъ|1
недоста́тка|недостатка|nedostatъka|3|masc_o|Nbнедостатъкъ|1
недоста́тков|недостатков|nedostatъkovъ|17|masc_o|Nbнедостатъкъ|1
недоста́тку|недостатку|nedostatъku|4|masc_o|Nbнедостатъкъ|1
недоста́ткам|недостаткам|nedostatъkamъ|18|masc_o|Nbнедостатъкъ|1
недоста́тком|недостатком|nedostatъkOmь|6|masc_o|Nbнедостатъкъ|1
недоста́тками|недостатками|nedostatъkami|20|masc_o|Nbнедостатъкъ|1
недоста́тке|недостатке|nedostatъkě|5|masc_o|Nbнедостатъкъ|1
недоста́тках|недостатках|nedostatъkaxъ|19|masc_o|Nbнедостатъкъ|1
незлоби́вый||||adj_hard|A-незълобивыи|0
незлоби́вое|незлобивое|nezъlobivoje|43|adj_hard|A-незълобивыи|1
незлоби́вая|незлобивая|nezъlobivajǢ|22|adj_hard|A-незълобивыи|1
незлоби́вые|незлобивые|nezъlobivyję̌|15|adj_hard|A-незълобивыи|1
незлоби́вого|незлобивого|nezъlobivogo|3|adj_hard|A-незълобивыи|1
незлоби́вой|незлобивой|nezъlobivъjь|1|adj_hard|A-незълобивыи|1
незлоби́вых|незлобивых|nezъlobivyxъ|17|adj_hard|A-незълобивыи|1
незлоби́вому|незлобивому|nezъlobivomu|4|adj_hard|A-незълобивыи|1
незлоби́вым|незлобивым|nezъlobivymь|6|adj_hard|A-незълобивыи|1
незлоби́вую|незлобивую|nezъlobivǫjǫ|23|adj_hard|A-незълобивыи|1
незлоби́вою|незлобивою|nezъlobivojǫ|27|adj_hard|A-незълобивыи|1
незлоби́выми|незлобивыми|nezъlobivymi|20|adj_hard|A-незълобивыи|1
незлоби́вом|незлобивом|nezъlobivomь|5|adj_hard|A-незълобивыи|1
незлоби́в|незлобив|nezъlobivъ|7|adj_hard|A-незълобивыи|1
незлоби́во|незлобиво|nezъlobivo|49|adj_hard|A-незълобивыи|1
незлоби́ва|незлобива|nezъlobiva|8|adj_hard|A-незълобивыи|1
незлоби́вы|незлобивы|nezъlobivy|21|adj_hard|A-незълобивыи|1
неизменно|||||Dfнеизмѣньно|0
некогда|некогда|někъgъda|0|non_infl|Dfнѣкъгда|1
некрещёный||||adj_hard|A-некрьщеныи|0
некрещёное||||adj_hard|A-некрьщеныи|0
некрещёная||||adj_hard|A-некрьщеныи|0
некрещёные||||adj_hard|A-некрьщеныи|0
некрещёного||||adj_hard|A-некрьщеныи|0
некрещёной||||adj_hard|A-некрьщеныи|0
некрещёных||||adj_hard|A-некрьщеныи|0
некрещёному||||adj_hard|A-некрьщеныи|0
некрещёным||||adj_hard|A-некрьщеныи|0
некрещёную||||adj_hard|A-некрьщеныи|0
некрещёною||||adj_hard|A-некрьщеныи|0
некрещёными||||adj_hard|A-некрьщеныи|0
некрещёном||||adj_hard|A-некрьщеныи|0
нелицеме́рный||||adj_hard|A-нелицемѣрьныи|0
нелицеме́рное|нелицемерное|nelikeměrьnoje|43|adj_hard|A-нелицемѣрьныи|1
нелицеме́рная|нелицемерная|nelikeměrьnajǢ|22|adj_hard|A-нелицемѣрьныи|1
нелицеме́рные|нелицемерные|nelikeměrьnyję̌|15|adj_hard|A-нелицемѣрьныи|1
нелицеме́рного|нелицемерного|nelikeměrьnogo|3|adj_hard|A-нелицемѣрьныи|1
нелицеме́рной|нелицемерной|nelikeměrьnъjь|1|adj_hard|A-нелицемѣрьныи|1
нелицеме́рных|нелицемерных|nelikeměrьnyxъ|17|adj_hard|A-нелицемѣрьныи|1
нелицеме́рному|нелицемерному|nelikeměrьnomu|4|adj_hard|A-нелицемѣрьныи|1
нелицеме́рным|нелицемерным|nelikeměrьnymь|6|adj_hard|A-нелицемѣрьныи|1
нелицеме́рную|нелицемерную|nelikeměrьnǫjǫ|23|adj_hard|A-нелицемѣрьныи|1
нелицеме́рною|нелицемерною|nelikeměrьnojǫ|27|adj_hard|A-нелицемѣрьныи|1
нелицеме́рными|нелицемерными|nelikeměrьnymi|20|adj_hard|A-нелицемѣрьныи|1
нелицеме́рном|нелицемерном|nelikeměrьnomь|5|adj_hard|A-нелицемѣрьныи|1
нелицеме́рен|нелицемерен|nelikeměrьnъ|7|adj_hard|A-нелицемѣрьныи|1
нелицеме́рно|нелицемерно|nelikeměrьno|49|adj_hard|A-нелицемѣрьныи|1
нелицеме́рна|нелицемерна|nelikeměrьna|8|adj_hard|A-нелицемѣрьныи|1
нелицеме́рны|нелицемерны|nelikeměrьny|21|adj_hard|A-нелицемѣрьныи|1
не́кто|некто|někъto|1|kъto|Pxнѣкъто|1
не́мец|немец|němьkь|1|masc_o_PV3|Nbнѣмьць|1
не́мцы|немцы|němьki|5|masc_o_PV3|Nbнѣмьць|1
не́мца|немца|němьka|3|masc_o_PV3|Nbнѣмьць|1
не́мцев|немцев|němьkevъ|17|masc_o_PV3|Nbнѣмьць|1
не́мцу|немцу|němьku|4|masc_o_PV3|Nbнѣмьць|1
не́мцам|немцам|němьkamъ|18|masc_o_PV3|Nbнѣмьць|1
не́мцем|немцем|němьkEmь|6|masc_o_PV3|Nbнѣмьць|1
не́мцами|немцами|němьkami|20|masc_o_PV3|Nbнѣмьць|1
не́мце|немце|němьkę̌|16|masc_o_PV3|Nbнѣмьць|1
не́мцах|немцах|němьkaxъ|19|masc_o_PV3|Nbнѣмьць|1
нельзя|нельзя|nelьga|0|non_infl|Dfнельзѣ|1
неме́цкий||||adj_hard|A-нѣмьчьскыи|0
неме́цкое||||adj_hard|A-нѣмьчьскыи|0
неме́цкая||||adj_hard|A-нѣмьчьскыи|0
неме́цкие||||adj_hard|A-нѣмьчьскыи|0
неме́цкого||||adj_hard|A-нѣмьчьскыи|0
неме́цкой||||adj_hard|A-нѣмьчьскыи|0
неме́цких||||adj_hard|A-нѣмьчьскыи|0
неме́цкому||||adj_hard|A-нѣмьчьскыи|0
неме́цким||||adj_hard|A-нѣмьчьскыи|0
неме́цкую||||adj_hard|A-нѣмьчьскыи|0
неме́цкою||||adj_hard|A-нѣмьчьскыи|0
неме́цкими||||adj_hard|A-нѣмьчьскыи|0
неме́цком||||adj_hard|A-нѣмьчьскыи|0
немно́гий||||adj_hard|A-немъногыи|0
немно́гое|немногое|nemъnogoje|43|adj_hard|A-немъногыи|1
немно́гая|немногая|nemъnogajǢ|22|adj_hard|A-немъногыи|1
немно́гие|немногие|nemъnogyję̌|15|adj_hard|A-немъногыи|1
немно́гого|немногого|nemъnogogo|3|adj_hard|A-немъногыи|1
немно́гой|немногой|nemъnogъjь|1|adj_hard|A-немъногыи|1
немно́гих|немногих|nemъnogyxъ|17|adj_hard|A-немъногыи|1
немно́гому|немногому|nemъnogomu|4|adj_hard|A-немъногыи|1
немно́гим|немногим|nemъnogymь|6|adj_hard|A-немъногыи|1
немно́гую|немногую|nemъnogǫjǫ|23|adj_hard|A-немъногыи|1
немно́гою|немногою|nemъnogojǫ|27|adj_hard|A-немъногыи|1
немно́гими|немногими|nemъnogymi|20|adj_hard|A-немъногыи|1
немно́гом|немногом|nemъnogomь|5|adj_hard|A-немъногыи|1
немно́г|немног|nemъnogъ|7|adj_hard|A-немъногыи|1
немно́го|немного|nemъnogo|49|adj_hard|A-немъногыи|1
немно́га|немнога|nemъnoga|8|adj_hard|A-немъногыи|1
немно́ги|немноги|nemъnogy|21|adj_hard|A-немъногыи|1
не́мощный||||adj_hard|A-немощьныи|0
не́мощное|немощное|nemoћьnoje|43|adj_hard|A-немощьныи|1
не́мощная|немощная|nemoћьnajǢ|22|adj_hard|A-немощьныи|1
не́мощные|немощные|nemoћьnyję̌|15|adj_hard|A-немощьныи|1
не́мощного|немощного|nemoћьnogo|3|adj_hard|A-немощьныи|1
не́мощной|немощной|nemoћьnъjь|1|adj_hard|A-немощьныи|1
не́мощных|немощных|nemoћьnyxъ|17|adj_hard|A-немощьныи|1
не́мощному|немощному|nemoћьnomu|4|adj_hard|A-немощьныи|1
не́мощным|немощным|nemoћьnymь|6|adj_hard|A-немощьныи|1
не́мощную|немощную|nemoћьnǫjǫ|23|adj_hard|A-немощьныи|1
не́мощною|немощною|nemoћьnojǫ|27|adj_hard|A-немощьныи|1
не́мощными|немощными|nemoћьnymi|20|adj_hard|A-немощьныи|1
не́мощном|немощном|nemoћьnomь|5|adj_hard|A-немощьныи|1
не́мощен|немощен|nemoћьnъ|7|adj_hard|A-немощьныи|1
не́мощно|немощно|nemoћьno|49|adj_hard|A-немощьныи|1
не́мощна|немощна|nemoћьna|8|adj_hard|A-немощьныи|1
не́мощны|немощны|nemoћьny|21|adj_hard|A-немощьныи|1
неподо́бный||||adj_hard|A-неподобьныи|0
неподо́бное|неподобное|nepodobьnoje|43|adj_hard|A-неподобьныи|1
неподо́бная|неподобная|nepodobьnajǢ|22|adj_hard|A-неподобьныи|1
неподо́бные|неподобные|nepodobьnyję̌|15|adj_hard|A-неподобьныи|1
неподо́бного|неподобного|nepodobьnogo|3|adj_hard|A-неподобьныи|1
неподо́бной|неподобной|nepodobьnъjь|1|adj_hard|A-неподобьныи|1
неподо́бных|неподобных|nepodobьnyxъ|17|adj_hard|A-неподобьныи|1
неподо́бному|неподобному|nepodobьnomu|4|adj_hard|A-неподобьныи|1
неподо́бным|неподобным|nepodobьnymь|6|adj_hard|A-неподобьныи|1
неподо́бную|неподобную|nepodobьnǫjǫ|23|adj_hard|A-неподобьныи|1
неподо́бною|неподобною|nepodobьnojǫ|27|adj_hard|A-неподобьныи|1
неподо́бными|неподобными|nepodobьnymi|20|adj_hard|A-неподобьныи|1
неподо́бном|неподобном|nepodobьnomь|5|adj_hard|A-неподобьныи|1
неподо́бен|неподобен|nepodobьnъ|7|adj_hard|A-неподобьныи|1
неподо́бно|неподобно|nepodobьno|49|adj_hard|A-неподобьныи|1
неподо́бна|неподобна|nepodobьna|8|adj_hard|A-неподобьныи|1
неподо́бны|неподобны|nepodobьny|21|adj_hard|A-неподобьныи|1
неповинный|||||A-неповиньныи|0
непоро́чный||||adj_hard|A-непорочьныи|0
непоро́чное|непорочное|neporočьnoje|43|adj_hard|A-непорочьныи|1
непоро́чная|непорочная|neporočьnajǢ|22|adj_hard|A-непорочьныи|1
непоро́чные|непорочные|neporočьnyję̌|15|adj_hard|A-непорочьныи|1
непоро́чного|непорочного|neporočьnogo|3|adj_hard|A-непорочьныи|1
непоро́чной|непорочной|neporočьnъjь|1|adj_hard|A-непорочьныи|1
непоро́чных|непорочных|neporočьnyxъ|17|adj_hard|A-непорочьныи|1
непоро́чному|непорочному|neporočьnomu|4|adj_hard|A-непорочьныи|1
непоро́чным|непорочным|neporočьnymь|6|adj_hard|A-непорочьныи|1
непоро́чную|непорочную|neporočьnǫjǫ|23|adj_hard|A-непорочьныи|1
непоро́чною|непорочною|neporočьnojǫ|27|adj_hard|A-непорочьныи|1
непоро́чными|непорочными|neporočьnymi|20|adj_hard|A-непорочьныи|1
непоро́чном|непорочном|neporočьnomь|5|adj_hard|A-непорочьныи|1
непоро́чен|непорочен|neporočьnъ|7|adj_hard|A-непорочьныи|1
непоро́чно|непорочно|neporočьno|49|adj_hard|A-непорочьныи|1
непоро́чна|непорочна|neporočьna|8|adj_hard|A-непорочьныи|1
непоро́чны|непорочны|neporočьny|21|adj_hard|A-непорочьныи|1
непра́здный||||adj_hard|A-непраздьныи|0
непра́здное|непраздное|neporzdьnoje|43|adj_hard|A-непраздьныи|1
непра́здная|непраздная|neporzdьnajǢ|22|adj_hard|A-непраздьныи|1
непра́здные|непраздные|neporzdьnyję̌|15|adj_hard|A-непраздьныи|1
непра́здного|непраздного|neporzdьnogo|3|adj_hard|A-непраздьныи|1
непра́здной|непраздной|neporzdьnъjь|1|adj_hard|A-непраздьныи|1
непра́здных|непраздных|neporzdьnyxъ|17|adj_hard|A-непраздьныи|1
непра́здному|непраздному|neporzdьnomu|4|adj_hard|A-непраздьныи|1
непра́здным|непраздным|neporzdьnymь|6|adj_hard|A-непраздьныи|1
непра́здную|непраздную|neporzdьnǫjǫ|23|adj_hard|A-непраздьныи|1
непра́здною|непраздною|neporzdьnojǫ|27|adj_hard|A-непраздьныи|1
непра́здными|непраздными|neporzdьnymi|20|adj_hard|A-непраздьныи|1
непра́здном|непраздном|neporzdьnomь|5|adj_hard|A-непраздьныи|1
непра́зден|непразден|neporzdьnъ|7|adj_hard|A-непраздьныи|1
непра́здно|непраздно|neporzdьno|49|adj_hard|A-непраздьныи|1
непра́здна|непраздна|neporzdьna|8|adj_hard|A-непраздьныи|1
непра́здны|непраздны|neporzdьny|21|adj_hard|A-непраздьныи|1
непра́ведный||||adj_hard|A-неправьдьныи|0
непра́ведное|неправедное|nepravьdьnoje|43|adj_hard|A-неправьдьныи|1
непра́ведная|неправедная|nepravьdьnajǢ|22|adj_hard|A-неправьдьныи|1
непра́ведные|неправедные|nepravьdьnyję̌|15|adj_hard|A-неправьдьныи|1
непра́ведного|неправедного|nepravьdьnogo|3|adj_hard|A-неправьдьныи|1
непра́ведной|неправедной|nepravьdьnъjь|1|adj_hard|A-неправьдьныи|1
непра́ведных|неправедных|nepravьdьnyxъ|17|adj_hard|A-неправьдьныи|1
непра́ведному|неправедному|nepravьdьnomu|4|adj_hard|A-неправьдьныи|1
непра́ведным|неправедным|nepravьdьnymь|6|adj_hard|A-неправьдьныи|1
непра́ведную|неправедную|nepravьdьnǫjǫ|23|adj_hard|A-неправьдьныи|1
непра́ведною|неправедною|nepravьdьnojǫ|27|adj_hard|A-неправьдьныи|1
непра́ведными|неправедными|nepravьdьnymi|20|adj_hard|A-неправьдьныи|1
непра́ведном|неправедном|nepravьdьnomь|5|adj_hard|A-неправьдьныи|1
непра́веден||||adj_hard|A-неправьдьныи|0
непра́ведно|неправедно|nepravьdьno|49|adj_hard|A-неправьдьныи|1
непра́ведна|неправедна|nepravьdьna|8|adj_hard|A-неправьдьныи|1
непра́ведны|неправедны|nepravьdьny|21|adj_hard|A-неправьдьныи|1
непра́вда|неправда|nepravьda|22|fem_a|Nbнеправьда|1
непра́вды|неправды|nepravьdy|24|fem_a|Nbнеправьда|1
непра́вд||||fem_a|Nbнеправьда|0
непра́вде|неправде|nepravьdě|25|fem_a|Nbнеправьда|1
