torot_word|pos|lemma|morph_tag|deep_cleaned|lemma_id|sentence_no|pres_before|pres_after|text_id|subtitle_id|autotagged
ловитвѣ|Nb|ловитва|-s---fl--i|ловітвѣ|2628|40170|| |4|47|0
рꙑбъ|Nb|рꙑба|-p---fg--i|ръібъ|868|40170|| |4|47|0
ѩже|Pr|иже|-p---fa--i|ѧже|96|40170|| |4|47|0
ѩсѧ|V-|ѩти|3paia----i|ѧсѧ|1077|40170||. |4|47|0
такожде|Df|такожде|---------n|такожде|255|40170|| |4|47|0
же|Df|же|---------n|же|20|40170|| |4|47|0
и|C-|и|---------n|і|13|40170|| |4|47|0
иѣкова|Ne|иꙗковъ|-s---mg--i|іѣкова|412|40170|| |4|47|0
и|C-|и|---------n|і|13|40170|| |4|47|0
оана|Ne|иоанъ|-s---mg--i|оана|1177|40170|| |4|47|0
с҃на|Nb|сꙑнъ#1|-d---ma--i|сна|341|40170|| |4|47|0
зеведеова|A-|зеведеовъ|-d---mapsi|зеведеова|1637|40170||. |4|47|0
ѣже|Pr|иже|-d---mn--i|ѣже|96|40170|| |4|47|0
бѣсте|V-|бꙑти|3diia----i|бѣсте|18|40170|| |4|47|0
наслѣдьника|Nb|наслѣдьникъ|-d---mn--i|наслѣдьніка|546|40170|| |4|47|0
симонови|Ne|симонъ|-s---md--i|сімонові|1101|40170||.|4|47|0
ꙇ|C-|и|---------n|і|13|40171|| |4|47|0
рече|V-|рещи|3saia----i|рече|106|40171|| |4|47|0
къ|R-|къ|---------n|къ|59|40171|| |4|47|0
симоноу|Ne|симонъ|-s---md--i|сімоноу|1101|40171|| |4|47|0
и҃съ|Ne|исоусъ|-s---mn--i|ісъ|343|40171||.|4|47|0
не|Df|не|---------n|не|8|51288|| |4|47|0
бои|V-|боꙗти|2spma----i|боі|1160|51288|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|51288|||4|47|0
отъ селѣ|Df|отъселѣ|---------n|отъселѣ|1947|51289|| |4|47|0
ч҃лкꙑ|Nb|чловѣкъ|-p---ma--i|члкъі|211|51289|| |4|47|0
бѫдеши|V-|бꙑти|2sfia----i|бѫдеші|18|51289|| |4|47|0
ловѧ|V-|ловити|-sppamn-si|ловѧ|2633|51289||.|4|47|0
ꙇ|C-|и|---------n|і|13|40173|| |4|47|0
извезъше|V-|извести#2|-pupamn-si|ізвезъше|2634|40173|| |4|47|0
кораблѣ|Nb|корабль|-d---ma--i|кораблѣ|995|40173|| |4|47|0
на|R-|на|---------n|на|117|40173|| |4|47|0
соухо|Nb|соухо|-s---na--i|соухо|2635|40173|| |4|47|0
и|C-|и|---------n|і|13|40173|| |4|47|0
оставьше|V-|оставити|-pupamn-si|оставьше|666|40173|| |4|47|0
вьсе|Px|вьсь|-s---na--i|вьсе|54|40173|| |4|47|0
вь|R-|въ|---------n|вь|111|40173|| |4|47|0
слѣдъ|Nb|слѣдъ|-s---ma--i|слѣдъ|928|40173|| |4|47|0
его|Pp|и|3s---mg--i|его|64|40173|| |4|47|0
идѫ|V-|ити|3paia----i|ідѫ|668|40173|| ⁘ кⷰ҇ ⁘|4|47|0
ꙇ|C-|и|---------n|і|13|40174|| |4|47|0
бꙑстъ|V-|бꙑти|3saia----i|бъістъ|18|40174|| |4|47|0
егда|Dq|ѥгда|---------n|егда|300|40174|| |4|47|0
бꙑстъ|V-|бꙑти|3saia----i|бъістъ|18|40174|| |4|47|0
въ|R-|въ|---------n|въ|111|40174|| |4|47|0
единомъ|Ma|ѥдинъ|-s---ml--i|едіномъ|243|40174|| |4|47|0
отъ|R-|отъ|---------n|отъ|80|40174|| |4|47|0
градъ|Nb|градъ|-p---mg--i|градъ|715|40174||. |4|47|0
ꙇ|C-|и|---------n|і|13|40174|| |4|47|0
се|I-|се|---------n|се|419|40174|| |4|47|0
мѫжъ|Nb|мѫжь|-s---mn--i|мѫжъ|70|40174|| |4|47|0
исплънь|A-|испльнь|---------n|ісплънь|1416|40174|| |4|47|0
прокажениѣ|Nb|прокажениѥ|-s---ng--i|прокаженіѣ|2636|40174||.|4|47|0
ꙇ|C-|и|---------n|і|13|40175|| |4|47|0
видѣвъ|V-|видѣти|-supamn-si|відѣвъ|478|40175|| |4|47|0
ꙇ҃са|Ne|исоусъ|-s---mg--i|іса|343|40175|| |4|47|0
падъ|V-|пасти#1|-supamn-si|падъ|456|40175|| |4|47|0
ницъ|A-|ниць|-s---mnpsi|ніцъ|457|40175|| |4|47|0
моли|V-|молити|3saia----i|молі|409|40175|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|40175|| |4|47|0
емоу|Pp|и|3s---md--i|емоу|64|40175|| |4|47|0
г҃лѧ|V-|глаголати|-sppamn-si|глѧ|102|40175||.|4|47|0
г҃и|Nb|господь|-s---mv--i|гі|342|40176|| |4|47|0
аште|G-|аще|---------n|аште|248|40176|| |4|47|0
хоштеши|V-|хотѣти|2spia----i|хоштеші|301|40176|| |4|47|0
можеши|V-|мощи|2spia----i|можеші|31|40176|| |4|47|0
мѧ|Pp|азъ|1s---qa--i|мѧ|439|40176|| |4|47|0
очистити|V-|очистити|--pna----i|очістіті|538|40176||.|4|47|0
ꙇ|C-|и|---------n|і|13|51290|| |4|47|0
простеръ|V-|прострѣти|-supamn-si|простеръ|933|51290|| |4|47|0
рѫкѫ|Nb|рѫка|-s---fa--i|рѫкѫ|414|51290|| |4|47|0
коснѫ|V-|коснѫти|3saia----i|коснѫ|934|51290|| |4|47|0
и|Pp|и|3s---ma--i|і|64|51290|| |4|47|0
рекъ|V-|рещи|-supamn-si|рекъ|106|51290|||4|47|0
хоштѫ|V-|хотѣти|1spia----i|хоштѫ|301|51291|||4|47|0
очисти|V-|очистити|2spma----i|очісті|538|51292|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|51292||.|4|47|0
ꙇ|C-|и|---------n|і|13|40179|| |4|47|0
ѣбие|Df|абиѥ|---------n|ѣбіе|935|40179|| |4|47|0
проказа|Nb|проказа|-s---fn--i|проказа|936|40179|| |4|47|0
отиде|V-|отити|3saia----i|отіде|432|40179|| |4|47|0
отъ|R-|отъ|---------n|отъ|80|40179|| |4|47|0
него|Pp|и|3s---mg--i|него|64|40179||.|4|47|0
ꙇ|C-|и|---------n|і|13|51293|| |4|47|0
тъ|Pd|тъ|-s---mn--i|тъ|105|51293|| |4|47|0
запрѣти|V-|запрѣтити|3saia----i|запрѣті|1002|51293|| |4|47|0
емоу|Pp|и|3s---md--i|емоу|64|51293||. |4|47|0
никомоуже|Px|никътоже|-s---qd--i|нікомоуже|937|51293|| |4|47|0
не|Df|не|---------n|не|8|51293|| |4|47|0
г҃лти|V-|глаголати|--pna----i|глті|102|51293||.|4|47|0
нъ|C-|нъ|---------n|нъ|11|51294|| |4|47|0
шедъ|V-|ити|-supamn-si|шедъ|668|51294|| |4|47|0
покажі|V-|показати|2spma----i|покажі|939|51294|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|51294|| |4|47|0
иереови|Nb|иѥреи|-s---md--i|іереові|458|51294||. |4|47|0
ꙇ|C-|и|---------n|і|13|51294|| |4|47|0
принеси|V-|принести|2spma----i|прінесі|534|51294|| |4|47|0
о|R-|о|---------n|о|1|51294|| |4|47|0
очиштении|Nb|очищениѥ|-s---nl--i|очіштеніі|589|51294|| |4|47|0
своемь|Pt|свои|3s---ol--i|своемь|217|51294||. |4|47|0
ѣкоже|Dq|ꙗкоже|---------n|ѣкоже|88|51294|| |4|47|0
повелѣ|V-|повелѣти|3saia----i|повелѣ|169|51294|| |4|47|0
моси|Ne|моси|-s---mn--i|мосі|942|51294|| |4|47|0
во|R-|въ|---------n|во|111|51294|| |4|47|0
съвѣдѣтельство|Nb|съвѣдѣтельство|-s---na--i|съвѣдѣтельство|1833|51294|| |4|47|0
имъ|Pp|и|3p---md--i|імъ|64|51294|| ⁘|4|47|0
Прохождааше|V-|проходити|3siia----i|прохождааше|1087|40181|| |4|47|0
же|Df|же|---------n|же|20|40181|| |4|47|0
паче|Df|паче|-------c-i|паче|824|40181|| |4|47|0
слово|Nb|слово|-s---nn--i|слово|519|40181|| |4|47|0
о|R-|о|---------n|о|1|40181|| |4|47|0
немь|Pp|и|3s---ml--i|немь|64|40181||. |4|47|0
ꙇ|C-|и|---------n|і|13|40181|| |4|47|0
сънъмаахѫ|V-|сънимати|3piia----i|сънъмаахѫ|2637|40181|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|40181|| |4|47|0
народи|Nb|народъ|-p---mn--i|народі|626|40181|| |4|47|0
мьноѕи|A-|мъногъ|-p---mnpsi|мьнозі|49|40181||. |4|47|0
слъшати|V-|слꙑшати|--pna----i|слъшаті|686|40181|| |4|47|0
и|C-|и|---------n|і|13|40181|| |4|47|0
цѣлити|V-|цѣлити|--pna----i|цѣліті|1089|40181|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|40181|| |4|47|0
отъ|R-|отъ|---------n|отъ|80|40181|| |4|47|0
него|Pp|и|3s---mg--i|него|64|40181||. |4|47|0
отъ|R-|отъ|---------n|отъ|80|40181|| |4|47|0
недѫгъ|Nb|недѫгъ|-p---mg--i|недѫгъ|979|40181|| |4|47|0
своихъ|Pt|свои|3p---qg--i|своіхъ|217|40181|| ⁘|4|47|0
Тъ|Pd|тъ|-s---mn--i|тъ|105|40182|| |4|47|0
же|Df|же|---------n|же|20|40182|| |4|47|0
бѣ|V-|бꙑти|3siia----i|бѣ|18|40182|| |4|47|0
оходѧ|V-|оходити|-sppamn-si|оходѧ|1876|40182|| |4|47|0
въ|R-|въ|---------n|въ|111|40182|| |4|47|0
поустꙑнѧ|Nb|поустꙑни|-p---fa--i|поустъінѧ|1189|40182|| |4|47|0
и|C-|и|---------n|і|13|40182|| |4|47|0
молѧ|V-|молити|-sppamn-si|молѧ|409|40182|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|40182||.|4|47|0
ꙇ|C-|и|---------n|і|13|40183|| |4|47|0
бꙑстъ|V-|бꙑти|3saia----i|бъістъ|18|40183|| |4|47|0
вь|R-|въ|---------n|вь|111|40183|| |4|47|0
единъ|Ma|ѥдинъ|-s---ma--i|едінъ|243|40183|| |4|47|0
отъ|R-|отъ|---------n|отъ|80|40183|| |4|47|0
дьнеи|Nb|дьнь|-p---mg--i|дьнеі|522|40183||. |4|47|0
и|C-|и|---------n|і|13|40183|| |4|47|0
тъ|Pd|тъ|-s---mn--i|тъ|105|40183|| |4|47|0
бѣ|V-|бꙑти|3siia----i|бѣ|18|40183|| |4|47|0
оучѧ|V-|оучити|-sppamn-si|оучѧ|103|40183||. |4|47|0
ꙇ|C-|и|---------n|і|13|40183|| |4|47|0
бѣахѫ|V-|бꙑти|3piia----i|бѣахѫ|18|40183|| |4|47|0
сѣдѧште|V-|сѣдѣти|-pppamn-si|сѣдѧште|1038|40183|| |4|47|0
фарисѣи|Nb|фарисеи|-p---mn--i|фарісѣі|926|40183||. |4|47|0
ꙇ|C-|и|---------n|і|13|40183|| |4|47|0
законооучителе|Nb|законооучитель|-p---mn--i|законооучітеле|1752|40183|| ⁘. |4|47|0
ꙇже|Pr|иже|-p---mn--i|іже|96|40183|| |4|47|0
бѣахѫ|V-|бꙑти|3piia----i|бѣахѫ|18|40183|| |4|47|0
пришъли|V-|прити|-pspamn-si|прішълі|221|40183|| |4|47|0
отъ|R-|отъ|---------n|отъ|80|40183|| |4|47|0
вьсѣкоѩ|A-|вьсꙗкъ|-s---fgpsi|вьсѣкоѧ|362|40183|| |4|47|0
вьси|Nb|вьсь|-s---fg--i|вьсі|1088|40183||. |4|47|0
галилеискꙑ|A-|галилеискъ|-s---fgpsi|галілеіскъі|1472|40183|| |4|47|0
и|C-|и|---------n|і|13|40183|| |4|47|0
июдеискꙑ|A-|июдеискъ|-s---fgpsi|іюдеіскъі|1584|40183||. |4|47|0
ꙇ|C-|и|---------n|і|13|40183|| |4|47|0
отъ|R-|отъ|---------n|отъ|80|40183|| |4|47|0
и҃лма|Ne|иѥроусалимъ|-s---mg--i|ілма|714|40183||. |4|47|0
ꙇ|C-|и|---------n|і|13|40183|| |4|47|0
сила|Nb|сила|-s---fn--i|сіла|501|40183|| |4|47|0
г҃нѣ|A-|господьнь|-s---fnpsi|гнѣ|1671|40183|| |4|47|0
бѣ|V-|бꙑти|3siia----i|бѣ|18|40183|| |4|47|0
цѣлити|V-|цѣлити|--pna----i|цѣліті|1089|40183|| |4|47|0
ѩ|Pp|и|3p---ma--i|ѧ|64|40183||.|4|47|0
ꙇ|C-|и|---------n|і|13|40185|| |4|47|0
се|I-|се|---------n|се|419|40185|| |4|47|0
мѫжи|Nb|мѫжь|-p---mn--i|мѫжі|70|40185|| |4|47|0
на|R-|на|---------n|на|117|40185|| |4|47|0
одрѣ|Nb|одръ|-s---ml--i|одрѣ|1028|40185|| |4|47|0
носѧште|V-|носити|-pppamn-si|носѧште|329|40185|| |4|47|0
ч҃лвка|Nb|чловѣкъ|-s---mg--i|члвка|211|40185|| |4|47|0
ꙇже|Pr|иже|-s---mn--i|іже|96|40185|| |4|47|0
бѣ|V-|бꙑти|3siia----i|бѣ|18|40185|| |4|47|0
ослабленъ|V-|ослабити|-suppmn-si|ослабленъ|948|40185||. |4|47|0
ꙇ|C-|и|---------n|і|13|40185|| |4|47|0
искаахѫ|V-|искати|3piia----i|іскаахѫ|114|40185|| |4|47|0
вънести|V-|вънести|--pna----i|вънесті|2638|40185|| |4|47|0
и|Pp|и|3s---ma--i|і|64|40185|| |4|47|0
и|C-|и|---------n|і|13|40185|| |4|47|0
положити|V-|положити|--pna----i|положіті|1258|40185|| |4|47|0
и|Pp|и|3s---ma--i|і|64|40185|| |4|47|0
прѣдъ|R-|прѣдъ|---------n|прѣдъ|492|40185|| |4|47|0
нимъ|Pp|и|3s---mi--i|німъ|64|40185||.|4|47|0
ꙇ|C-|и|---------n|і|13|40186|| |4|47|0
не|Df|не|---------n|не|8|40186|| |4|47|0
обрѣтъше|V-|обрѣсти|-pupamn-si|обрѣтъше|225|40186|| |4|47|0
кѫдѫ|Du|кѫдоу|---------n|кѫдѫ|2639|40186|| |4|47|0
вънести|V-|вънести|--pna----i|вънесті|2638|40186|||4|47|0
и|Pp|и|3s---ma--i|і|64|40186| | |4|47|0
народомъ|Nb|народъ|-s---mi--i|народомъ|626|40186||. |4|47|0
възлѣзъше|V-|възлѣсти|-pupamn-si|възлѣзъше|2640|40186|| |4|47|0
на|R-|на|---------n|на|117|40186|| |4|47|0
храмъ|Nb|храмъ|-s---ma--i|храмъ|375|40186||. |4|47|0
сквозѣ|R-|сквозѣ|---------n|сквозѣ|1240|40186|| |4|47|0
скѫдель|Nb|скѫдьль|-s---fa--i|скѫдель|2641|40186|| |4|47|0
низъвѣсишѧ|V-|низъвѣсити|3paia----i|нізъвѣсішѧ|2642|40186|| |4|47|0
и|Pp|и|3s---ma--i|і|64|40186||. |4|47|0
съ|R-|съ|---------n|съ|92|40186|| |4|47|0
одромь|Nb|одръ|-s---mi--i|одромь|1028|40186||...|4|47|0
прдъ|R-|прѣдъ|---------n|прдъ|492|40186|| |4|47|0
и҃са|Ne|исоусъ|-s---mg--i|іса|343|40186||.|4|47|0
ꙇ|C-|и|---------n|і|13|40187|| |4|47|0
видѣвъ|V-|видѣти|-supamn-si|відѣвъ|478|40187|| |4|47|0
вѣрѫ|Nb|вѣра|-s---fa--i|вѣрѫ|505|40187|||4|47|0
ихъ|Pp|и|3p---mg--i|іхъ|64|40187| | |4|47|0
рече|V-|рещи|3saia----i|рече|106|40187|| |4|47|0
емоу|Pp|и|3s---md--i|емоу|64|40187|| . |4|47|0
ч҃лвче|Nb|чловѣкъ|-s---mv--i|члвче|211|58229|| |4|47|0
отъпоуштаѭтъ|V-|отъпоущати|3ppia----i|отъпоуштаѭтъ|784|58229|| |4|47|0
ти|Pp|тꙑ|2s---qd--i|ті|304|58229|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|58229|| |4|47|0
грѣси|Nb|грѣхъ|-p---mn--i|грѣсі|406|58229|| |4|47|0
твои|Ps|твои|2p---mn--i|твоі|307|58229||.|4|47|0
и|C-|и|---------n|і|13|40189|| |4|47|0
начѧсѧ|V-|начѧти|3paia----i|начѧсѧ|82|40189|| |4|47|0
помꙑшлѣти|V-|помꙑшлꙗти|--pna----i|помъішлѣті|1498|40189|| |4|47|0
кънижъници|Nb|кънижьникъ|-p---mn--i|къніжъніці|925|40189|| |4|47|0
и|C-|и|---------n|і|13|40189|| |4|47|0
фарисѣи|Nb|фарисеи|-p---mn--i|фарісѣі|926|40189|| |4|47|0
г҃лште|V-|глаголати|-pppamn-si|глште|102|40189||.|4|47|0
къто|Pi|къто|-s---qn--i|къто|265|40190|| |4|47|0
естъ|V-|бꙑти|3spia----i|естъ|18|40190|| |4|47|0
сь|Pd|сь|-s---mn--i|сь|47|40190|| |4|47|0
иже|Pr|иже|-s---mn--i|іже|96|40190|| |4|47|0
г҃летъ|V-|глаголати|3spia----i|глетъ|102|40190|| |4|47|0
власфимиѭ|Nb|власвимиꙗ|-s---fa--i|власфіміѭ|1460|40190||.|4|47|0
кто|Pi|къто|-s---qn--i|кто|265|40191|| |4|47|0
можетъ|V-|мощи|3spia----i|можетъ|31|40191|| |4|47|0
отъпоуштати|V-|отъпоущати|--pna----i|отъпоуштаті|784|40191|| |4|47|0
грѣхꙑ|Nb|грѣхъ|-p---ma--i|грѣхъі|406|40191|| |4|47|0
тъкмо|Df|тъкъмо#2|---------n|тъкмо|1230|40191|| |4|47|0
единъ|Ma|ѥдинъ|-s---mn--i|едінъ|243|40191|| |4|47|0
б҃ъ|Nb|богъ|-s---mn--i|бъ|34|40191||.|4|47|0
разоумѣвъ|V-|разоумѣти|-supamn-si|разоумѣвъ|1256|40192|| |4|47|0
же|Df|же|---------n|же|20|40192|| |4|47|0
и҃съ|Ne|исоусъ|-s---mn--i|ісъ|343|40192|| |4|47|0
помꙑшлениѣ|Nb|помꙑшлѥниѥ|-p---na--i|помъішленіѣ|470|40192|| |4|47|0
ихъ|Pp|и|3p---mg--i|іхъ|64|40192||. |4|47|0
отъвѣштавъ|V-|отъвѣщати|-supamn-si|отъвѣштавъ|271|40192|| |4|47|0
рече|V-|рещи|3saia----i|рече|106|40192|| |4|47|0
къ|R-|къ|---------n|къ|59|40192|| |4|47|0
нимъ|Pp|и|3p---md--i|німъ|64|40192||.|4|47|0
что|Pi|чьто|-s---na--i|что|134|40193|| |4|47|0
помꙑшлѣате|V-|помꙑшлꙗти|2ppia----i|помъішлѣате|1498|40193|| |4|47|0
въ|R-|въ|---------n|въ|111|40193|| |4|47|0
с҃рдцхъ|Nb|срьдьце|-p---nl--i|срдцхъ|445|40193|| |4|47|0
вашихъ|Ps|вашь|2p---ql--i|вашіхъ|720|40193||.|4|47|0
что|Pi|чьто|-s---nn--i|что|134|40194|| |4|47|0
естъ|V-|бꙑти|3spia----i|естъ|18|40194|| |4|47|0
оудо ?? бѣе|A-|оудобъ|-s---nncti|оудобѣе|260|40194|| |4|47|0
решти|V-|рещи|--pna----i|решті|106|40194||. |4|47|0
отъпоуштаѭтъ|V-|отъпоущати|3ppia----i|отъпоуштаѭтъ|784|40194|| |4|47|0
ти|Pp|тꙑ|2s---qd--i|ті|304|40194|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|40194|| |4|47|0
грѣси|Nb|грѣхъ|-p---mn--i|грѣсі|406|40194|| |4|47|0
твои|Ps|твои|2p---mn--i|твоі|307|40194||. |4|47|0
ли|C-|ли|---------n|лі|468|40194|| |4|47|0
решти|V-|рещи|--pna----i|решті|106|40194|| |4|47|0
въстани|V-|въстати|2spma----i|въстані|972|40194|| |4|47|0
и|C-|и|---------n|і|13|40194|| |4|47|0
ходи|V-|ходити|2spma----i|ході|1033|40194||.|4|47|0
нъ|C-|нъ|---------n|нъ|11|40196|||4|47|0
да|G-|да|---------n|да|366|40196| | |4|47|0
оувѣсте|V-|оувѣдѣти|2ppia----i|оувѣсте|1034|40196|| |4|47|0
ѣко|G-|ꙗко|---------n|ѣко|115|40196|| |4|47|0
власть|Nb|власть|-s---fa--i|власть|924|40196|| |4|47|0
иматъ|V-|имѣти|3spia----i|іматъ|9|40196|| |4|47|0
с҃нъ|Nb|сꙑнъ#1|-s---mn--i|снъ|341|40196|| |4|47|0
ч҃лвчскꙑ|A-|чловѣчьскъ|-s---mnpwi|члвчскъі|576|40196|| |4|47|0
на|R-|на|---------n|на|117|40196|| |4|47|0
земи|Nb|землꙗ|-s---fl--i|земі|210|40196|| |4|47|0
отъпоуштати|V-|отъпоущати|--pna----i|отъпоуштаті|784|40196|| |4|47|0
грѣхꙑ|Nb|грѣхъ|-p---ma--i|грѣхъі|406|40196||. |4|47|0
рече|V-|рещи|3saia----i|рече|106|57015|| |4|47|0
ослабленоумоу|V-|ослабити|-suppmd-wi|ослабленоумоу|948|57015|| |4|47|0
тебѣ|Pp|тꙑ|2s---qd--i|тебѣ|304|57016|| |4|47|0
г҃лѭ|V-|глаголати|1spia----i|глѭ|102|57016|||4|47|0
въстани|V-|въстати|2spma----i|въстані|972|40197||. |4|47|0
ꙇ|C-|и|---------n|і|13|40197|| |4|47|0
вьзьми|V-|възѧти|2spma----i|вьзьмі|605|40197|| |4|47|0
одръ|Nb|одръ|-s---ma--i|одръ|1028|40197|| |4|47|0
твои|Ps|твои|2s---ma--i|твоі|307|40197|| |4|47|0
и|C-|и|---------n|і|13|40197|| |4|47|0
иди|V-|ити|2spma----i|іді|668|40197|| |4|47|0
въ|R-|въ|---------n|въ|111|40197|| |4|47|0
домъ|Nb|домъ|-s---ma--i|домъ|374|40197|| |4|47|0
твои|Ps|твои|2s---ma--i|твоі|307|40197||.|4|47|0
ꙇ|C-|и|---------n|і|13|40198|| |4|47|0
абие|Df|абиѥ|---------n|абіе|935|40198|| |4|47|0
въставъ|V-|въстати|-supamn-si|въставъ|972|40198|| |4|47|0
прѣдъ|R-|прѣдъ|---------n|прѣдъ|492|40198|| |4|47|0
ними|Pp|и|3p---mi--i|німі|64|40198||. |4|47|0
вьземъ|V-|възѧти|-supamn-si|вьземъ|605|40198|| |4|47|0
на|R-|на|---------n|на|117|40198|| |4|47|0
немъже|Pr|иже|-s---ml--i|немъже|96|40198|| |4|47|0
лежааше|V-|лежати|3siia----i|лежааше|947|40198||. |4|47|0
ꙇде|V-|ити|3saia----i|іде|668|40198|| |4|47|0
въ|R-|въ|---------n|въ|111|40198|| |4|47|0
домъ|Nb|домъ|-s---ma--i|домъ|374|40198|| |4|47|0
свои|Pt|свои|3s---ma--i|своі|217|40198|| |4|47|0
славѧ|V-|славити|-sppamn-si|славѧ|369|40198|| |4|47|0
б҃а|Nb|богъ|-s---mg--i|ба|34|40198||.|4|47|0
ꙇ|C-|и|---------n|і|13|51295|| |4|47|0
исплънишѧ|V-|испльнити|3paia----i|ісплънішѧ|1380|51295|| |4|47|0
сѧ|Pk|себе|3s---qa--i|сѧ|21|51295|| |4|47|0
страхомь|Nb|страхъ|-s---mi--i|страхомь|1426|51295|| |4|47|0
г҃лѭште|V-|глаголати|-pppamn-si|глѭште|102|51295||. |4|47|0
ѣко|G-|ꙗко|---------n|ѣко|115|51295|||4|47|0
видѣхомъ|V-|видѣти|1paia----i|відѣхомъ|478|51296|| |4|47|0
дивъна|A-|дивьнъ|-p---napsi|дівъна|1710|51296|| |4|47|0
дьнесь|Df|дьньсь|---------n|дьнесь|782|51296|| ⁘ кⷰ҇ ⁘|4|47|0
ꙇ|C-|и|---------n|і|13|40200|| |4|47|0
по|R-|по|---------n|по|77|40200|| |4|47|0
сихъ|Pd|сь|-p---nl--i|сіхъ|47|40200|| |4|47|0
изиде|V-|изити|3saia----i|ізіде|681|40200|| |4|47|0
и|C-|и|---------n|і|13|40200|| |4|47|0
оузьрѣ|V-|оузьрѣти|3saia----i|оузьрѣ|854|40200|| |4|47|0
мꙑтарѣ|Nb|мꙑтарь|-s---mg--i|мъітарѣ|748|40200|| |4|47|0
именемъ|Nb|имѧ|-s---ni--i|іменемъ|441|40200|| |4|47|0
левьꙉиѭ|Ne|левьгии|-s---ma--i|левьгіѭ|2089|40200||. |4|47|0
сѣдѧштъ|V-|сѣдѣти|-sppama-si|сѣдѧштъ|1038|40200|| |4|47|0
на|R-|на|---------n|на|117|40200|| |4|47|0
мъітьници|Nb|мꙑтьница|-s---fl--i|мъітьніці|1037|40200||.|4|47|0
ꙇ|C-|и|---------n|і|13|51297|| |4|47|0
рече|V-|рещи|3saia----i|рече|106|51297|| |4|47|0
емоу|Pp|и|3s---md--i|емоу|64|51297|||4|47|0
иди|V-|ити|3spma----i|іді|668|51298|| |4|47|0
по|R-|по|---------n|по|77|51298|| |4|47|0
мьнѣ|Pp|азъ|1s---ql--i|мьнѣ|439|51298||.|4|47|0
ꙇ|C-|и|---------n|і|13|40202|||4|47|0
оставь|V-|оставити|-supamn-si|оставь|666|40202| | |4|47|0
вьсѣ|Px|вьсь|-p---na--i|вьсѣ|54|40202|| |4|47|0
вь|R-|въ|---------n|вь|111|40202|| |4|47|0
слѣдъ|Nb|слѣдъ|-s---ma--i|слѣдъ|928|40202|| |4|47|0
его|Pp|и|3s---mg--i|его|64|40202|| |4|47|0
иде|V-|ити|3saia----i|іде|668|40202|||4|47|0
и|C-|и|---------n|і|13|40203|| |4|47|0
сътвори|V-|сътворити|3saia----i|сътворі|73|40203|| |4|47|0
чрѣждение|Nb|чрѣждениѥ|-s---na--i|чрѣжденіе|2643|40203|| |4|47|0
велие|A-|велии|-s---napsi|веліе|921|40203|| |4|47|0
левьꙉии|Ne|левьгии|-s---mn--i|левьгіі|2089|40203|| |4|47|0
емоу|Pp|и|3s---md--i|емоу|64|40203||. |4|47|0
въ|R-|въ|---------n|въ|111|40203|| |4|47|0
домоу|Nb|домъ|-s---ml--i|домоу|374|40203|| |4|47|0
своемь|Pt|свои|3s---ol--i|своемь|217|40203||.|4|47|0
ꙇ|C-|и|---------n|і|13|40204|| |4|47|0
бѣ|V-|бꙑти|3siia----i|бѣ|18|40204|| |4|47|0
народъ|Nb|народъ|-s---mn--i|народъ|626|40204|| |4|47|0
мъногъ|A-|мъногъ|-s---mnpsi|мъногъ|49|40204|| |4|47|0
мꙑтарь|Nb|мꙑтарь|-p---mg--i|мъітарь|748|40204||. |4|47|0
ꙇ|C-|и|---------n|і|13|40204|| |4|47|0
инѣхъ|Px|инъ|-p---mg--i|інѣхъ|259|40204|| |4|47|0
иже|Pr|иже|-p---mn--i|іже|96|40204|| |4|47|0
бѣахѫ|V-|бꙑти|3piia----i|бѣахѫ|18|40204|| |4|47|0
съ|R-|съ|---------n|съ|92|40204|| |4|47|0
нимь|Pp|и|3s---mi--i|німь|64|40204|| |4|47|0
вьзлежѧште|V-|възлежати|-pppamn-si|вьзлежѧште|1040|40204||.|4|47|0
и|C-|и|---------n|і|13|40205|| |4|47|0
ръпътаахѫ|V-|ръпътати|3piia----i|ръпътаахѫ|1626|40205|| |4|47|0
кънижъници|Nb|кънижьникъ|-p---mn--i|къніжъніці|925|40205|| |4|47|0
ихъ|Pp|и|3p---mg--i|іхъ|64|40205|| |4|47|0
и|C-|и|---------n|і|13|40205|| |4|47|0
фарисѣи|Nb|фарисеи|-p---mn--i|фарісѣі|926|40205||. |4|47|0
къ|R-|къ|---------n|къ|59|40205|| |4|47|0
оученикомъ|Nb|оученикъ|-p---md--i|оученікомъ|359|40205|| |4|47|0
его|Pp|и|3s---mg--i|его|64|40205|| |4|47|0
г҃лѭще|V-|глаголати|-pppamn-si|глѭште|102|40205||.|4|47|0
по|R-|по|---------n|по|77|40206|| |4|47|0
чъто|Pi|чьто|-s---na--i|чъто|134|40206|| |4|47|0
