deep_cleaned|pos|morph_tag|word_raw|sentence_id|pres_before|pres_after|text_id|subtitle_id
і|C-|---------n|ӣ|5000090|| |10|4
оца|Nb|-s---mg--i|о҃̄ца|5000090|| |10|4
своего|Pt|3s---og--i|свое̄го|5000090|| · |10|4
по|R-|---------n|по|5000090|| |10|4
немь|Pp|3s---ml--i|немь|5000090|| |10|4
ідете|V-|3daia----i|и҅дете|5000090|| ·|10|4
і|C-|---------n|и|5000091| |҅ |10|4
прохождааше|V-|3siia----i|прохождаа̄ше|5000091|| |10|4
въсѭ|Ne|-s---fa--i|въсѭ|5000091|| |10|4
галілеѭ|Ne|-s---fa--i|галілеѭ̄|5000091|| |10|4
ісъ|Ne|-s---mn--i|и҃̄съ|5000091|| · |10|4
оучѧ|V-|-sppamn-si|ѹ̄чѧ|5000091|| |10|4
на|R-|---------n|на|5000091|| |10|4
сьнъмішііх|A-|-p---fgpwi|сьнъмишиӣх|5000091|| · |10|4
і|C-|---------n|ӣ|5000091|| |10|4
проповѣдаѧ|V-|-sppamn-si|проповѣдаѩ̄|5000091|| |10|4
евгліе|Nb|-s---na--i|е҃̄вꙉлие̄|5000091|| |10|4
црствію|Nb|-s---nd--i|ц҃рствию̄|5000091|| · |10|4
і|C-|---------n|ӣ|5000091|| |10|4
іцѣлѣѧ|V-|-sppamn-si|ӣцѣлѣѩ|5000091|| |10|4
въсѣкъ|A-|-s---mapsi|въсѣкъ|5000091|| |10|4
недѫгь|Nb|-s---ma--i|недѫгь|5000091|| · |10|4
і|C-|---------n|ӣ|5000091|| |10|4
всѣкѫ|A-|-s---fapsi|вс̄ѣкѫ|5000091|| |10|4
ѧзѫ|Nb|-s---fa--i|ѩ̄ѕѫ|5000091|| |10|4
въ|R-|---------n|въ|5000091|| |10|4
людехъ|Nb|-p---ml--i|людехъ|5000091|| ⁛ ·· —|10|4
въ|R-|---------n|въ|5000092| | |10|4
слѣдъ|Nb|-s---ma--i|слѣдъ|5000092|| |10|4
іса|Ne|-s---mg--i|и҃̄са|5000092|| |10|4
ідѫ|V-|3paia----i|ӣдѫ|5000092|| |10|4
народі|Nb|-p---mn--i|народі|5000092|| |10|4
мнозі|A-|-p---mnpsi|мно̄ѕи|5000092|| · |10|4
от|R-|---------n|ѡ҅̄т|5000092|| |10|4
галілеѧ|Ne|-s---fg--i|галілеѩ̄|5000092|| |10|4
і|C-|---------n|ӣ|5000092|| |10|4
декаполѣ|Ne|-d---fa--i|декаполѣ|5000092|| |10|4
і|C-|---------n|и|5000092||҅ |10|4
от|R-|---------n|от|5000092|| |10|4
іерлма|Ne|-s---mg--i|и҃̄е̄рлма|5000092|| · |10|4
і|C-|---------n|ӣ|5000092|| |10|4
іюдеѧ|Ne|-s---fg--i|ӣю̄деѩ̄|5000092|| · |10|4
съ|R-|---------n|съ|5000092|| |10|4
оного|Pd|-s---mg--i|о̄ного|5000092|| |10|4
полоу|Nb|-s---mg--i|полѹ|5000092|| |10|4
іердана|Ne|-s---mg--i|ӣе̄рда̄на|5000092|| ·|10|4
в|R-|---------n|в̄|5000093| | |10|4
слѣд|Nb|-s---ma--i|слѣд|5000093|| |10|4
іса|Ne|-s---mg--i|и҃̄са|5000093|| |10|4
ідѫ|V-|1spia----i|ӣдѫ|5000093|| ⁛ —|10|4
в|R-|---------n|в҃|5000094| | |10|4
слѣд|Nb|-s---ma--i|слѣд|5000094|| |10|4
іса|Ne|-s---mg--i|и҃̄са|5000094|| |10|4
ідѫ|V-|1spia----i|ӣдѫ|5000094|| ⁛|10|4
в|R-|---------n|в|5000095| | |10|4
слѣдъ|Nb|-s---ma--i|слѣдъ|5000095|| |10|4
іса|Ne|-s---mg--i|и҃̄са|5000095|| |10|4
ідѫ|V-|1spia----i|ӣдѫ|5000095|| |10|4
народ|Nb|-s---mn--i|народ|5000095|| ⁛|10|4
і|C-|---------n|ӣ|5000096| | |10|5
оузьрѣвъ|V-|-supamn-si|ѹ̄зьрѣвъ|5000096|| |10|5
же|Df|---------n|же|5000096|| |10|5
народъі|Nb|-p---ma--i|народъи|5000096|| · |10|5
възіде|V-|3saia----i|възиде|5000096|| |10|5
на|R-|---------n|на|5000096|| |10|5
горѫ|Nb|-s---fa--i|горѫ|5000096|| · |10|5
і|C-|---------n|ӣ|5000096|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000096|| |10|5
сѣде|V-|3saia----i|сѣде|5000096|| · |10|5
прістѫпішѧ|V-|3paia----i|прістѫпішѧ|5000096|| |10|5
кь|R-|---------n|кь|5000096|| |10|5
немоу|Pp|3s---md--i|немѹ|5000096|| |10|5
оученіці|Nb|-p---mn--i|ѹ҅ченици|5000096|| |10|5
его|Pp|3s---mg--i|е̄го|5000096|| ·|10|5
і|C-|---------n|И|5000097| |҅ |10|5
отвръзь|V-|2spma----i|о̄твръзь|5000097|| |10|5
оуста|Nb|-p---na--i|ѹ̄ста|5000097|| |10|5
своѣ|Pt|3p---na--i|своѣ̄|5000097|| |10|5
оучааше|V-|3siia----i|ѹ̄чаа̄ше|5000097|| |10|5
ѧ|Pp|3p---ma--i|ѩ̄|5000097|| |10|5
глѧ|V-|-sppamn-si|г҃лѧ|5000097|| ·|10|5
блажені|A-|-p---mnpsi|Блажени|5000098| | |10|5
нішті|A-|-p---mnpsi|нищи|5000098|| |10|5
дхмъ|Nb|-s---mi--i|д҃хмъ|5000098|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000098|| |10|5
тѣх|Pd|-p---mg--i|тѣх|5000098|| |10|5
естъ|V-|3spia----i|е̄стъ|5000098|| |10|5
црство|Nb|-s---nn--i|ц҃рство|5000098|| |10|5
нбсъное|A-|-s---nnpwi|н҃бсъное̄|5000098|| ·|10|5
блажені|A-|-p---mnpsi|Блажени|5000099| | |10|5
плачѧштіі|V-|-pppamn-wi|плачѧштии|5000099||҅ |10|5
сѧ|Pk|3s---qa--i|сѧ|5000099|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000099|| |10|5
ті|Pp|-p---mn--i|ти|5000099|| |10|5
оутѣшѧтъ|V-|3ppia----i|ѹ̄тѣшѧтъ|5000099|| |10|5
сѧ|Pk|3s---qa--i|сѧ|5000099|| ·|10|5
блажені|A-|-p---mnpsi|Блажені|5000100| | |10|5
кротціі|Nb|-p---mnpwi|кротциӣ|5000100|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000100|| |10|5
ті|Pp|-p---mn--i|ті|5000100|| |10|5
наслѣдѧт|V-|3ppia----i|наслѣдѧт|5000100|| |10|5
землѭ|Nb|-s---fa--i|землѭ̄|5000100|| ·|10|5
блажені|A-|-p---mnpsi|Блажени|5000101| | |10|5
алчѫштіі|V-|-pppamn-wi|а̄лчѫщіӣ|5000101|| |10|5
і|C-|---------n|ӣ|5000101|| |10|5
жѧждѫштіі|V-|-pppamn-wi|жѧждѫщіи|5000101|| |10|5
правъдъі|Nb|-s---fg--i|правъдъі|5000101|| · |10|5
ѣко|G-|---------n|ѣ̄ко|5000101|| |10|5
ті|Pp|2s---md--i|ти|5000101|| |10|5
насъітѧтъ|V-|3ppia----i|насъітѧтъ|5000101|| |10|5
сѧ|Pk|3s---qa--i|сѧ|5000101|| ·|10|5
блажені|A-|-p---mnpsi|Блажени|5000102| | |10|5
мілостівіі|A-|-p---mnpwi|милостівіӣ|5000102|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000102|| |10|5
ті|Pp|-p---mn--i|ті|5000102|| |10|5
поміловані|V-|-puppmn-si|поміловани|5000102|| |10|5
бѫдѫтъ|V-|3pfia----i|бѫдѫтъ|5000102|| ·|10|5
блажені|A-|-p---mnpsi|Блажені|5000103| | |10|5
чісті|V-|-p---mnpsi|чісти|5000103|| |10|5
срдцмъ|Nb|-s---ni--i|с҃рдцмъ|5000103|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000103|| |10|5
ті|Pp|-p---mn--i|ті|5000103|| |10|5
ба|Nb|-s---mg--i|б҃а|5000103|| |10|5
оузьрѧтъ|V-|3ppia----i|ѹ̄зьрѧтъ|5000103|| ·|10|5
блажені|A-|-p---mnpsi|Блажени|5000104| | |10|5
сьмірѣѭштеі|V-|-pppamn-wi|сьмирѣѭ̄щеӣ|5000104|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000104|| |10|5
ті|Pp|-p---mn--i|ти|5000104|| |10|5
снве|Nb|-p---mn--i|с҃нве|5000104|| |10|5
бжіі|A-|-s---mnpsi|б҃жіи|5000104|| |10|5
нарекѫт|V-|3ppia----i|нарекѫт|5000104|| |10|5
сѧ|Pk|3s---qa--i|с̄ѧ|5000104|| ·|10|5
блажені|A-|-p---mnpsi|Блажени|5000105| | |10|5
ізгьнаніі|Nb|-puppmn-si|ӣзгь̄наніӣ|5000105|| |10|5
правдъі|Nb|-s---fg--i|правд̄ъи|5000105|| |10|5
раді|R-|---------n|раді|5000105|| · |10|5
ѣко|G-|---------n|ѣ̄ко|5000105|| |10|5
тѣхъ|Pd|-p---mg--i|тѣ(хъ)|5000105|| |10|5
ест|V-|3spia----i|ест|5000105|| |10|5
црство|Nb|-s---nn--i|ц҃рство|5000105|| |10|5
нбсное|A-|-s---nnpwi|н҃бсное̄|5000105|| ·|10|5
блажені|A-|-p---mnpsi|Блажені|5000106| | |10|5
есте|V-|2ppia----i|е̄сте|5000106|| |10|5
егда|Dq|---------n|е̄гда|5000106|| |10|5
поносѧтъ|V-|3ppia----i|поносѧтъ|5000106|| |10|5
вамъ|Pp|2p---qd--i|вамъ|5000106|| · ⁛ |10|5
члці|Nb|-p---mn--i|ч҃лці|5000106|| |10|5
і|C-|---------n|ӣ|5000106|| ⁛ |10|5
іжденѫтъ|V-|3ppia----i|ӣжденѫтъ|5000106|| |10|5
въі|Pp|2p---pa--i|въі|5000106|| · |10|5
і|C-|---------n|ӣ|5000106|| |10|5
рекѫтъ|V-|3ppia----i|рекѫтъ|5000106|| |10|5
въсь|Px|-s---ma--i|въсь|5000106|| |10|5
зьль|A-|-s---mapsi|зьль|5000106|| |10|5
глъ|Nb|-s---ma--i|г҃лъ|5000106|| |10|5
на|R-|---------n|на|5000106|| |10|5
въі|Pp|2p---pa--i|въі|5000106|| |10|5
лъжѧште|V-|-pppamn-si|лъжѧште|5000106|| |10|5
мене|Pp|1s---mg--i|мене|5000106|| |10|5
раді|R-|---------n|раді|5000106|| ·|10|5
радоуіте|V-|2ppma----i|Радѹӣте|5000107| | |10|5
сѧ|Pk|3s---qa--i|сѧ|5000107|| |10|5
і|C-|---------n|ӣ|5000107|| |10|5
веселіте|V-|2ppma----i|веселите|5000107|| · |10|5
ѣко|G-|---------n|ѣ̄ко|5000107|| |10|5
мьзда|Nb|-s---fn--i|мьзда|5000107|| |10|5
ваша|Ps|2s---fn--i|ваша|5000107|| |10|5
многа|A-|-s---fnpsi|мно̄га|5000107|| |10|5
естъ|V-|3spia----i|е̄стъ|5000107|| |10|5
на|R-|---------n|на|5000107|| |10|5
нбсехъ|Nb|-p---nl--i|н҃бсехъ|5000107|| ⁛ · —|10|5
въі|Pp|2p---pn--i|въи|5000108| | |10|5
есте|V-|2ppia----i|е̄сте|5000108|| |10|5
свѣтъ|Nb|-s---mn--i|свѣтъ|5000108|| |10|5
въсемоу|Px|-s---md--i|въсемѹ|5000108|| |10|5
міроу|Nb|-s---md--i|мірѹ|5000108|| · |10|5
не|Df|---------n|Не|5000108|| |10|5
можетъ|V-|3spia----i|можетъ|5000108|| |10|5
градъ|Nb|-s---mn--i|градъ|5000108|| |10|5
оукръіті|V-|--pna----i|ѹ̄кръіті|5000108|| |10|5
сѧ|Pk|3s---qa--i|сѧ|5000108|| |10|5
връхоу|R-|---------n|връхѹ|5000108|| |10|5
горъі|Nb|-p---fa--i|горъі|5000108|| |10|5
стоѧ|V-|-sppamn-si|стоѩ̄|5000108|| ·|10|5
въі|Pp|---------n|въи|5000109| | |10|5
есте|V-|2ppia----i|е̄сте|5000109|| |10|5
свѣт|Nb|-p---ng--i|свѣт|5000109|| ⁛ коц ·|10|5
въі|Pp|2p---qn--i|въі|5000110| | |10|5
есте|V-|2ppia----i|е̄сте|5000110|| |10|5
свѣт|Nb|-p---ng--i|свѣт|5000110|| ·: коц|10|5
въі|Pp|2p---qn--i|въи|5000111| | |10|5
есте|V-|2ppia----i|е̄сте|5000111|| |10|5
свѣт|V-|-p---ng--i|свѣт|5000111|| ⁛|10|5
въі|Pp|---------n|въи|5000112| | |10|5
есвѣт|Nb|-p---ng--i|е̄свѣт|5000112|| ·|10|5
ні|C-|---------n|Ни|5000113| | |10|5
въжагаѭтъ|V-|3ppia----i|въжагаѭ̄тъ|5000113|| |10|5
свѣтільніка|Nb|-s---mg--i|свѣтільніка|5000113|| · |10|5
і|C-|---------n|ӣ|5000113|| |10|5
поставлѣѭтъ|V-|3ppia----i|поставлѣѭ̄тъ|5000113|| |10|5
подъ|R-|---------n|подъ|5000113|| |10|5
спѫдомъ|Nb|-s---mi--i|спѫдомъ|5000113|| · |10|5
нъ|C-|---------n|нъ|5000113|| |10|5
на|R-|---------n|на|5000113|| |10|5
свѣштьніцѣ|Nb|-s---ml--i|свѣщьніцѣ|5000113|| · |10|5
і|C-|---------n|ӣ|5000113|| |10|5
свѣтітъ|V-|3spia----i|свѣтітъ|5000113|| |10|5
вьсѣмъ|Px|-p---md--i|вьсѣмъ|5000113|| |10|5
іже|Pr|-p---mn--i|ꙇ̄же|5000113|| |10|5
въ|R-|---------n|въ|5000113|| |10|5
храмінѣ|Nb|-s---fl--i|храминѣ|5000113|| |10|5
сѫтъ|V-|3ppia----i|сѫтъ|5000113|| ·|10|5
тако|Df|---------n|Тако|5000114| | |10|5
да|G-|---------n|да|5000114|| |10|5
просвѣтітъ|V-|3spia----i|просвѣтітъ|5000114|| |10|5
сѧ|Pk|3s---qa--i|сѧ|5000114|| |10|5
свѣтъ|Nb|-s---mn--i|свѣтъ|5000114|| |10|5
вашъ|Ps|2s---mn--i|вашъ|5000114|| |10|5
прѣдъ|R-|---------n|прѣдъ|5000114|| |10|5
члкъі|Nb|-p---ma--i|ч҃лкъі|5000114|| · |10|5
да|G-|---------n|да|5000114|| |10|5
оузьрѧтъ|V-|3ppia----i|ѹ̄зьрѧтъ|5000114|| |10|5
ваша|Ps|2p---na--i|ваша|5000114|| |10|5
добраѣ|A-|-p---napwi|добраѣ|5000114|| |10|5
дѣла|Nb|-p---na--i|дѣла|5000114|| · |10|5
і|C-|---------n|ӣ|5000114|| |10|5
прославѧтъ|V-|3ppma----i|прославѧтъ|5000114|| |10|5
оца|Nb|-s---mg--i|о҃̄ца|5000114|| |10|5
вашего|Ps|2s---og--i|вашего|5000114|| |10|5
іже|Pr|-s---mn--i|ꙇже|5000114|| |10|5
естъ|V-|3spia----i|е̄стъ|5000114|| |10|5
на|R-|---------n|на|5000114|| |10|5
нбсехъ|Nb|-p---nl--i|н҃бсехъ|5000114|| ·|10|5
не|Df|---------n|Не̄|5000115| | |10|5
мьніте|V-|2ppma----i|мьните|5000115|| |10|5
ѣко|G-|---------n|ѣ̄ко|5000115|| |10|5
прідъ|V-|1saia----i|придъ|5000115|| |10|5
разорітъ|V-|---u--a--i|разоритъ|5000115|| |10|5
закона|Nb|-s---mg--i|закона|5000115|| |10|5
лі|C-|---------n|ли|5000115|| |10|5
прркъ|Nb|-p---mg--i|п҃рркъ|5000115|| · |10|5
не|Df|---------n|Не|5000115|| |10|5
прідъ|V-|1saia----i|придъ|5000115|| |10|5
разорітъ|V-|---u--a--i|разорітъ|5000115|| |10|5
нъ|C-|---------n|нъ|5000115|| |10|5
ісплънітъ|V-|---u--a--i|ӣсплънитъ|5000115|| ·|10|5
амінъ|I-|---------n|А̄м̄інъ|5000116| | |10|5
глѭ|V-|1spia----i|г҃лѭ|5000116|| |10|5
вамъ|Pp|2p---qd--i|вамъ|5000116|| · |10|5
доідеже|G-|---------n|доӣдеже|5000116|| |10|5
прѣідетъ|V-|3spia----i|прѣидетъ|5000116|| |10|5
нбо|Nb|-s---nn--i|н҃бо|5000116|| |10|5
і|C-|---------n|ӣ|5000116|| |10|5
землѣ|Nb|-s---fn--i|землѣ|5000116|| · |10|5
пісмѧ|Nb|-s---nn--i|Пісм̄ѧ|5000116|| |10|5
едіно|Ma|-s---nn--i|е̄діно|5000116|| · |10|5
лі|C-|---------n|лі|5000116|| |10|5
едіна|Ma|-s---fn--i|едіна|5000116|| |10|5
чръта|Nb|-s---fn--i|чръта|5000116|| · |10|5
не|Df|---------n|не|5000116|| |10|5
прѣідетъ|V-|3spia----i|прѣӣдетъ|5000116|| · |10|5
отъ|R-|---------n|ѡ̈тъ|5000116|| |10|5
закона|Nb|-s---mg--i|закона|5000116|| · |10|5
доідеже|G-|---------n|доӣдеже|5000116|| |10|5
вьсѣ|Px|-p---nn--i|вьсѣ|5000116|| |10|5
бѫдѫтъ|V-|3pfia----i|бѫдѫтъ|5000116|| ·|10|5
іже|Pr|-s---mn--i|Ꙇ̄же|5000117| | |10|5
бо|Df|---------n|бо|5000117|| |10|5
разорітъ|V-|3spia----i|разоритъ|5000117|| |10|5
едінѫ|Ma|-s---fa--i|е̄динѫ|5000117|| |10|5
заповѣдіі|Nb|-p---fg--i|заповѣдіӣ|5000117|| |10|5
сіхъ|Pd|-p---mg--i|сихъ|5000117|| |10|5
малъііхъ|A-|-p---mgpwi|малъіӣхъ|5000117|| · |10|5
і|C-|---------n|ӣ|5000117|| |10|5
наоучітъ|V-|3spia----i|наѹ̄читъ|5000117|| |10|5
тако|Df|---------n|тако|5000117|| |10|5
члкъі|Nb|-p---ma--i|ч҃лкъі|5000117|| · |10|5
мьнеі|A-|-s---mncti|мьнеӣ|5000117|| |10|5
наречетъ|V-|3spia----i|наречетъ|5000117|| |10|5
сѧ|Pk|3s---qa--i|сѧ|5000117|| |10|5
въ|R-|---------n|въ|5000117|| |10|5
црствѣ|Nb|-s---nl--i|ц҃рствѣ|5000117|| |10|5
нбсьнѣмъ|A-|-s---mlpwi|н҃бсьнѣмъ|5000117|| · ·: |10|5
а|C-|---------n|А|5000117|| |10|5
іже|Pr|-s---mn--i|ꙇ̄же|5000117|| |10|5
ісплънітъ|V-|3spia----i|ӣсплънітъ|5000117|| |10|5
і|C-|---------n|ӣ|5000117|| |10|5
наоучітъ|V-|3spia----i|наѹчитъ|5000117|| · |10|5
сь|R-|-s---mn--i|сь|5000117|| |10|5
велеі|A-|-s---mnpsi|велеӣ|5000117|| |10|5
наречетъ|V-|3spia----i|наречетъ|5000117|| |10|5
сѧ|Pk|3s---qa--i|сѧ|5000117|| |10|5
въ|R-|---------n|въ|5000117|| |10|5
црствѣ|Nb|-s---nl--i|ц҃рствѣ|5000117|| |10|5
нбснѣмъ|Ma|1ppma----i|н҃бснѣмъ|5000117|| ⁛ · · —|10|5
в|Ma|---------n|в|5000118| | |10|5
црстві|Nb|-s---nl--i|ц҃рстві|5000118|| |10|5
нбм|V-|-s---nl--i|н҃бм|5000118|| ·: —|10|5
въ|R-|---------n|въ|5000119| | |10|5
црствѣ|Nb|-s---nl--i|ц҃рствѣ|5000119|| |10|5
нбснѣмъ|Pd|1ppma----i|н҃бснѣмъ|5000119|| ⁛|10|5
просѧштоумоу|V-|-sppamd-wi|Просѧштѹмѹ|5000120| | |10|5
оу|R-|---------n|ѹ̄|5000120|| |10|5
тебе|Pp|2s---pg--i|тебе|5000120|| |10|5
даі|V-|2spma----i|даӣ|5000120|| |10|5
і|C-|---------n|ӣ|5000120|| |10|5
хотѧштааго|V-|-sppamg-wi|хотѧщаа̄го|5000120|| |10|5
заѧті|V-|--pna----i|заѩ̄ті|5000120|| |10|5
не|Df|---------n|не|5000120|| |10|5
отъвраті|V-|2spma----i|о̄тъвраті|5000120|| ·|10|5
слъішасте|V-|2paia----i|Слъішасте|5000121| | |10|5
ѣко|G-|---------n|ѣко|5000121|| |10|5
речено|V-|-suppnn-si|речено|5000121|| ⁛ |10|5
естъ|V-|3spia----i|е̄стъ|5000121|| · |10|5
възлюбі|V-|3saia----i|Възлюбі|5000121|| |10|5
іскнѣаго|A-|-s---mgpwi|искнѣа̄го|5000121|| |10|5
своего|Pt|3s---og--i|свое̄го|5000121|| · |10|5
і|C-|---------n|и|5000121||҅ |10|5
възненавіді|V-|2spma----i|възненавіді̄|5000121|| |10|5
врага|Nb|-s---mg--i|в̄рага|5000121|| |10|5
своего|Pt|3s---og--i|(с)вое҅го|5000121|| ·|10|5
азь|Pp|1s---mn--i|А̄зь|5000122| | |10|5
же|Df|---------n|же|5000122|| |10|5
глѭ|V-|1spia----i|г҃лѭ|5000122|| |10|5
вамь|Pp|2p---pd--i|вамь|5000122|| · |10|5
любіте|V-|2ppma----i|любите|5000122|| |10|5
врагъі|Nb|-p---ma--i|врагъи|5000122|| |10|5
вашѧ|Ps|2p---ma--i|вашѧ|5000122|| · |10|5
блте|V-|2ppma----i|б҃лте|5000122|| |10|5
клънѫштѧѧ|V-|-pppama-wi|клънѫштѧѩ|5000122|| |10|5
въі|Pp|2p---qa--i|въі|5000122|| · |10|5
добро|A-|-s---napsi|добро|5000122|| |10|5
творіте|V-|2ppma----i|т̄воріте|5000122|| |10|5
ненавідѧштіімъ|V-|-pppapd-si|ненавідѧщиӣмъ|5000122|| |10|5
вась|Pp|2p---pg--i|вась|5000122|| · |10|5
і|C-|---------n|ӣ|5000122|| |10|5
моліте|V-|2ppma----i|моліте|5000122|| |10|5
за|R-|---------n|за|5000122|| |10|5
творѧштѧ|V-|-pppama-si|творѧштѧ|5000122|| |10|5
вамъ|Pp|2p---md--i|вамъ|5000122|| |10|5
напасть|Nb|-s---fa--i|напасть|5000122|| · |10|5
і|C-|---------n|ӣ|5000122|| |10|5
ізгонѧштѧѧ|V-|-pppama-wi|ӣзгонѧштѧѩ̄|5000122|| |10|5
въі|Pp|2p---qa--i|въі|5000122|| ·|10|5
да|G-|---------n|да|5000123| | |10|5
бѫдете|V-|2pfia----i|бѫдете|5000123|| |10|5
снве|Nb|-p---mn--i|с҃нве|5000123|| |10|5
оца|Nb|-s---mg--i|о҃̄ца|5000123|| |10|5
вашего|Ps|2s---og--i|вашего|5000123|| |10|5
іже|Pr|-s---mn--i|ꙇ̄же|5000123|| |10|5
естъ|V-|3spia----i|е̄стъ|5000123|| |10|5
на|R-|---------n|на|5000123|| |10|5
нсхь|Nb|-p---ml--i|н҃схь|5000123|| · |10|5
ѣкоже|Dq|---------n|ѣ̄коже|5000123|| |10|5
і|C-|---------n|ӣ|5000123|| |10|5
слънце|Nb|-s---nn--i|слънц̄е|5000123|| |10|5
свое|Pt|3s---na--i|свое̄|5000123|| |10|5
сіѣетъ|V-|3spia----i|сиѣе̄тъ|5000123|| |10|5
на|R-|---------n|на|5000123|| |10|5
зьлъіѧ|A-|-s---fgpwi|зьлъиѩ|5000123|| · |10|5
і|C-|---------n|ӣ|5000123|| |10|5
на|R-|---------n|на|5000123|| |10|5
благъіѧ|A-|-p---mapwi|благъиѩ̄|5000123|| · |10|5
і|C-|---------n|ӣ|5000123|| |10|5
дьждітъ|V-|3spia----i|дьждітъ|5000123|| |10|5
на|R-|---------n|на|5000123|| |10|5
праведънъіѧ|A-|-p---mapwi|праведънъіѩ̄|5000123|| |10|5
і|C-|---------n|и|5000123||҅ |10|5
на|R-|---------n|на|5000123|| |10|5
неправедънъіѧ|A-|-p---mapwi|неправедънъіѩ̄|5000123|| ·|10|5
і|C-|---------n|ӣ|5000124| | |10|5
аште|G-|---------n|а̄ште|5000124|| |10|5
любіте|V-|2ppia----i|любіте|5000124|| |10|5
любѧштѧѧ|V-|-pppama-wi|любѧштѧѩ|5000124|| |10|5
въі|Pp|2p---qa--i|въі|5000124|| · |10|5
кѫѭ|Pi|-s---fa--i|кѫѭ̄|5000124|| |10|5
мъздѫ|Nb|-s---fa--i|мъздѫ|5000124|| |10|5
імате|V-|2ppia----i|имате|5000124|| · |10|5
не|Df|---------n|Не|5000124|| |10|5
і|C-|---------n|ӣ|5000124|| |10|5
мъітарі|Nb|-p---mi--i|мъітарі|5000124|| |10|5
лі|Du|---------n|лі|5000124|| |10|5
тожде|Pd|-s---na--i|тожде|5000124|| |10|5
творѧтъ|V-|3ppia----i|творѧтъ|5000124|| ·|10|5
і|C-|---------n|ӣ|5000125| | |10|5
аште|G-|---------n|а҅ште|5000125|| |10|5
цѣлоуете|V-|2ppia----i|цѣлѹе̄те|5000125|| ⁛ |10|5
дроугъі|Nb|-p---ma--i|дрѹгъи|5000125|| |10|5
вашѧ|Ps|2p---ma--i|вашѧ|5000125|| |10|5
тькмо|Df|---------n|тькм̄о|5000125|| · |10|5
что|Pi|-s---na--i|чт̄о|5000125|| |10|5
ліхо|A-|-s---napsi|ліхо|5000125|| |10|5
творіте|V-|2ppia----i|творите|5000125|| · |10|5
не|Df|---------n|не|5000125|| |10|5
і|C-|---------n|ӣ|5000125|| |10|5
мъітарі|Nb|-p---mi--i|мъітарі|5000125|| |10|5
лі|Du|---------n|ли|5000125|| |10|5
такожде|Df|---------n|такожде|5000125|| |10|5
творѧтъ|V-|3ppia----i|творѧтъ|5000125|| ·|10|5
бѫдѣте|V-|2ppma----i|бѫдѣте|5000126| | |10|5
оубо|Df|---------n|ѹ̄бо|5000126|| ⁛ |10|5
въі|Pp|2p---qn--i|въи|5000126|| |10|5
съвръшені|A-|-p---mnpsi|съвръшени|5000126|| · |10|5
ѣкоже|Dq|---------n|ѣ̄коже|5000126|| |10|5
і|C-|---------n|ӣ|5000126|| |10|5
оць|Nb|-s---mn--i|о҃҅ць|5000126|| |10|5
вашь|Ps|2s---mn--i|вашь|5000126|| |10|5
нбснъі|Nb|-s---mnpwi|н҃бснъі|5000126|| |10|5
съвръшенъ|A-|-s---mnpsi|съвръшенъ|5000126|| |10|5
естъ|V-|3spia----i|е̄стъ|5000126|| ⁛ · —|10|5
вънемлѣте|V-|2ppma----i|Вънемлѣте|5000127| | |10|6
млстъінѧ|Nb|-p---fa--i|м҃лстъінѧ|5000127|| |10|6
вашѧ|Ps|2p---pa--i|вашѧ|5000127|| · |10|6
не|Df|---------n|Не|5000127|| |10|6
творіте|V-|2ppma----i|творіте|5000127|| |10|6
прѣд|R-|---------n|прѣд|5000127|| |10|6
члкъі|Nb|-p---mi--i|ч҃лкъі|5000127|| · |10|6
да|G-|---------n|да|5000127|| |10|6
відімі|V-|-ppppmn-si|відімі|5000127|| |10|6
бѫдете|V-|2pfia----i|бѫдете|5000127|| |10|6
імі|Pp|3p---mi--i|ӣмі|5000127|| · |10|6
аште|G-|---------n|А̄ште|5000127|| |10|6
лі|Df|---------n|лі|5000127|| |10|6
же|Df|---------n|же|5000127|| |10|6
ні|C-|---------n|ні|5000127|| · |10|6
мьздъі|Nb|-s---fg--i|мьздъі|5000127|| |10|6
не|Df|---------n|не|5000127|| |10|6
імате|V-|2ppia----i|ӣмате|5000127|| |10|6
отъ|R-|---------n|ѡ̄тъ|5000127|| |10|6
оца|Nb|-s---mg--i|о҃̄ца|5000127|| |10|6
вашего|Ps|2s---og--i|вашего|5000127|| |10|6
іже|Pr|-s---mn--i|ꙇ̄же|5000127|| |10|6
естъ|V-|3spia----i|е̄стъ|5000127|| |10|6
на|R-|---------n|на|5000127|| |10|6
нбсх|Nb|-p---nl--i|н҃бсх|5000127|| ·|10|6
егда|Dq|---------n|Е̄гда|5000128| | |10|6
оубо|Df|---------n|ѹ̄бо|5000128|| |10|6
творіте|V-|2ppia----i|творите|5000128|| |10|6
мілостъінѭ|Nb|-s---fa--i|мілостъінѭ|5000128|| · |10|6
не|Df|---------n|не|5000128|| |10|6
въстрѫбіте|V-|2ppma----i|въстрѫбіте|5000128|| |10|6
прѣдъ|R-|---------n|прѣдъ|5000128|| |10|6
